"acfrequency";"number";"T";"r Pin1";"i Pin1"
9.7822e+09;17;-55;3.11419e-06;-0.00310757
9.802e+09;17;-55;3.08897e-06;-0.00310117
9.8218e+09;17;-55;3.06401e-06;-0.00309479
9.8416e+09;17;-55;3.03929e-06;-0.00308844
9.8614e+09;17;-55;3.01483e-06;-0.00308212
9.8812e+09;17;-55;2.99061e-06;-0.00307582
9.901e+09;17;-55;2.96664e-06;-0.00306955
9.9208e+09;17;-55;2.9429e-06;-0.0030633
9.9406e+09;17;-55;2.9194e-06;-0.00305708
9.9604e+09;17;-55;2.89614e-06;-0.00305088
9.9802e+09;17;-55;2.87311e-06;-0.00304471
1e+10;17;-55;2.8503e-06;-0.00303857
1e+08;18;-55;0.0298929;7.68679e-05
1.198e+08;18;-55;0.0300266;7.65138e-05
1.396e+08;18;-55;0.0301845;6.75287e-05
1.594e+08;18;-55;0.0303665;4.83096e-05
1.792e+08;18;-55;0.0305725;1.71727e-05
1.99e+08;18;-55;0.0308026;-2.7658e-05
2.188e+08;18;-55;0.0310566;-8.80613e-05
2.386e+08;18;-55;0.0313342;-0.000166029
2.584e+08;18;-55;0.0316353;-0.000263677
2.782e+08;18;-55;0.0319594;-0.000383251
2.98e+08;18;-55;0.0323059;-0.000527135
3.178e+08;18;-55;0.0326743;-0.000697854
3.376e+08;18;-55;0.0330635;-0.000898077
3.574e+08;18;-55;0.0334726;-0.00113061
3.772e+08;18;-55;0.0339;-0.00139841
3.97e+08;18;-55;0.0343442;-0.00170452
4.168e+08;18;-55;0.0348029;-0.00205211
4.366e+08;18;-55;0.0352737;-0.0024444
4.564e+08;18;-55;0.0357537;-0.00288465
4.762e+08;18;-55;0.0362393;-0.00337607
4.96e+08;18;-55;0.0367265;-0.00392178
5.158e+08;18;-55;0.0372107;-0.00452474
5.356e+08;18;-55;0.0376865;-0.00518759
5.554e+08;18;-55;0.0381479;-0.00591259
5.752e+08;18;-55;0.0385884;-0.00670146
5.95e+08;18;-55;0.0390005;-0.00755521
6.148e+08;18;-55;0.0393765;-0.00847404
6.346e+08;18;-55;0.039708;-0.00945712
6.544e+08;18;-55;0.0399861;-0.0105024
6.742e+08;18;-55;0.0402019;-0.0116067
6.94e+08;18;-55;0.0403466;-0.0127651
7.138e+08;18;-55;0.0404115;-0.0139715
7.336e+08;18;-55;0.0403885;-0.0152179
7.534e+08;18;-55;0.0402706;-0.0164952
7.732e+08;18;-55;0.0400518;-0.0177926
7.93e+08;18;-55;0.0397278;-0.0190982
8.128e+08;18;-55;0.0392961;-0.0203994
8.326e+08;18;-55;0.0387562;-0.0216827
8.524e+08;18;-55;0.0381098;-0.0229347
8.722e+08;18;-55;0.0373606;-0.0241423
8.92e+08;18;-55;0.0365145;-0.0252931
9.118e+08;18;-55;0.0355795;-0.0263756
9.316e+08;18;-55;0.034565;-0.0273801
9.514e+08;18;-55;0.0334817;-0.0282984
9.712e+08;18;-55;0.0323414;-0.0291245
9.91e+08;18;-55;0.0311563;-0.0298542
1.0108e+09;18;-55;0.0299386;-0.0304854
1.0306e+09;18;-55;0.0287004;-0.0310178
1.0504e+09;18;-55;0.027453;-0.031453
1.0702e+09;18;-55;0.026207;-0.031794
1.09e+09;18;-55;0.024972;-0.032045
1.1098e+09;18;-55;0.0237562;-0.0322112
1.1296e+09;18;-55;0.0225668;-0.0322987
1.1494e+09;18;-55;0.0214098;-0.0323137
1.1692e+09;18;-55;0.0202899;-0.032263
1.189e+09;18;-55;0.0192106;-0.0321532
1.2088e+09;18;-55;0.0181746;-0.0319909
1.2286e+09;18;-55;0.0171837;-0.0317825
1.2484e+09;18;-55;0.0162388;-0.0315341
1.2682e+09;18;-55;0.0153401;-0.0312512
1.288e+09;18;-55;0.0144873;-0.0309392
1.3078e+09;18;-55;0.0136799;-0.0306028
1.3276e+09;18;-55;0.0129165;-0.0302464
1.3474e+09;18;-55;0.012196;-0.0298739
1.3672e+09;18;-55;0.0115167;-0.0294887
1.387e+09;18;-55;0.010877;-0.0290941
1.4068e+09;18;-55;0.010275;-0.0286926
1.4266e+09;18;-55;0.00970882;-0.0282867
1.4464e+09;18;-55;0.00917669;-0.0278784
1.4662e+09;18;-55;0.00867673;-0.0274696
1.486e+09;18;-55;0.0082071;-0.0270616
1.5058e+09;18;-55;0.00776605;-0.0266559
1.5256e+09;18;-55;0.00735186;-0.0262535
1.5454e+09;18;-55;0.0069629;-0.0258553
1.5652e+09;18;-55;0.00659759;-0.0254621
1.585e+09;18;-55;0.00625444;-0.0250746
1.6048e+09;18;-55;0.00593205;-0.0246931
1.6246e+09;18;-55;0.00562908;-0.0243182
1.6444e+09;18;-55;0.00534428;-0.02395
1.6642e+09;18;-55;0.00507647;-0.023589
1.684e+09;18;-55;0.00482456;-0.0232351
1.7038e+09;18;-55;0.00458749;-0.0228885
1.7236e+09;18;-55;0.00436432;-0.0225494
1.7434e+09;18;-55;0.00415412;-0.0222176
1.7632e+09;18;-55;0.00395607;-0.0218931
1.783e+09;18;-55;0.00376936;-0.021576
1.8028e+09;18;-55;0.00359328;-0.0212662
1.8226e+09;18;-55;0.00342714;-0.0209635
1.8424e+09;18;-55;0.00327029;-0.0206679
1.8622e+09;18;-55;0.00312215;-0.0203791
1.882e+09;18;-55;0.00298216;-0.0200972
1.9018e+09;18;-55;0.00284981;-0.019822
1.9216e+09;18;-55;0.00272462;-0.0195533
1.9414e+09;18;-55;0.00260614;-0.0192909
1.9612e+09;18;-55;0.00249396;-0.0190348
1.981e+09;18;-55;0.0023877;-0.0187847
2.0008e+09;18;-55;0.00228698;-0.0185405
2.0206e+09;18;-55;0.00219147;-0.0183021
2.0404e+09;18;-55;0.00210086;-0.0180692
2.0602e+09;18;-55;0.00201485;-0.0178418
2.08e+09;18;-55;0.00193318;-0.0176197
2.0998e+09;18;-55;0.00185559;-0.0174028
2.1196e+09;18;-55;0.00178183;-0.0171908
2.1394e+09;18;-55;0.00171169;-0.0169837
2.1592e+09;18;-55;0.00164496;-0.0167813
2.179e+09;18;-55;0.00158144;-0.0165835
2.1988e+09;18;-55;0.00152095;-0.0163901
2.2186e+09;18;-55;0.00146332;-0.0162011
2.2384e+09;18;-55;0.0014084;-0.0160163
2.2582e+09;18;-55;0.00135603;-0.0158355
2.278e+09;18;-55;0.00130607;-0.0156586
2.2978e+09;18;-55;0.00125839;-0.0154856
2.3176e+09;18;-55;0.00121286;-0.0153164
2.3374e+09;18;-55;0.00116938;-0.0151507
2.3572e+09;18;-55;0.00112784;-0.0149886
2.377e+09;18;-55;0.00108813;-0.0148298
2.3968e+09;18;-55;0.00105015;-0.0146744
2.4166e+09;18;-55;0.00101382;-0.0145222
2.4364e+09;18;-55;0.000979049;-0.0143731
2.4562e+09;18;-55;0.000945762;-0.0142271
2.476e+09;18;-55;0.000913882;-0.014084
2.4958e+09;18;-55;0.000883338;-0.0139437
2.5156e+09;18;-55;0.000854064;-0.0138063
2.5354e+09;18;-55;0.000825997;-0.0136715
2.5552e+09;18;-55;0.000799078;-0.0135394
2.575e+09;18;-55;0.00077325;-0.0134098
2.5948e+09;18;-55;0.000748462;-0.0132828
2.6146e+09;18;-55;0.000724664;-0.0131581
2.6344e+09;18;-55;0.000701808;-0.0130358
2.6542e+09;18;-55;0.000679849;-0.0129158
2.674e+09;18;-55;0.000658747;-0.012798
2.6938e+09;18;-55;0.000638461;-0.0126824
2.7136e+09;18;-55;0.000618953;-0.0125689
2.7334e+09;18;-55;0.000600189;-0.0124575
2.7532e+09;18;-55;0.000582133;-0.012348
2.773e+09;18;-55;0.000564754;-0.0122405
2.7928e+09;18;-55;0.000548023;-0.0121349
2.8126e+09;18;-55;0.000531909;-0.0120312
2.8324e+09;18;-55;0.000516387;-0.0119292
2.8522e+09;18;-55;0.000501429;-0.011829
2.872e+09;18;-55;0.000487012;-0.0117306
2.8918e+09;18;-55;0.000473112;-0.0116338
2.9116e+09;18;-55;0.000459707;-0.0115386
2.9314e+09;18;-55;0.000446776;-0.011445
2.9512e+09;18;-55;0.000434298;-0.0113529
2.971e+09;18;-55;0.000422256;-0.0112624
2.9908e+09;18;-55;0.00041063;-0.0111734
3.0106e+09;18;-55;0.000399404;-0.0110857
3.0304e+09;18;-55;0.000388561;-0.0109995
3.0502e+09;18;-55;0.000378085;-0.0109147
3.07e+09;18;-55;0.000367962;-0.0108312
3.0898e+09;18;-55;0.000358177;-0.010749
3.1096e+09;18;-55;0.000348717;-0.0106681
3.1294e+09;18;-55;0.000339569;-0.0105884
3.1492e+09;18;-55;0.00033072;-0.0105099
3.169e+09;18;-55;0.00032216;-0.0104327
3.1888e+09;18;-55;0.000313876;-0.0103566
3.2086e+09;18;-55;0.000305858;-0.0102816
3.2284e+09;18;-55;0.000298096;-0.0102078
3.2482e+09;18;-55;0.000290579;-0.010135
3.268e+09;18;-55;0.0002833;-0.0100633
3.2878e+09;18;-55;0.000276248;-0.00999268
3.3076e+09;18;-55;0.000269415;-0.00992305
3.3274e+09;18;-55;0.000262794;-0.00985441
3.3472e+09;18;-55;0.000256376;-0.00978675
3.367e+09;18;-55;0.000250153;-0.00972004
3.3868e+09;18;-55;0.000244119;-0.00965427
3.4066e+09;18;-55;0.000238267;-0.00958941
3.4264e+09;18;-55;0.000232591;-0.00952544
3.4462e+09;18;-55;0.000227083;-0.00946236
3.466e+09;18;-55;0.000221738;-0.00940013
3.4858e+09;18;-55;0.00021655;-0.00933874
3.5056e+09;18;-55;0.000211514;-0.00927818
3.5254e+09;18;-55;0.000206624;-0.00921842
3.5452e+09;18;-55;0.000201875;-0.00915946
3.565e+09;18;-55;0.000197263;-0.00910127
3.5848e+09;18;-55;0.000192782;-0.00904384
3.6046e+09;18;-55;0.000188428;-0.00898716
3.6244e+09;18;-55;0.000184198;-0.00893121
3.6442e+09;18;-55;0.000180086;-0.00887597
3.664e+09;18;-55;0.000176088;-0.00882144
3.6838e+09;18;-55;0.000172202;-0.00876759
3.7036e+09;18;-55;0.000168422;-0.00871442
3.7234e+09;18;-55;0.000164746;-0.00866192
3.7432e+09;18;-55;0.000161171;-0.00861006
3.763e+09;18;-55;0.000157692;-0.00855884
3.7828e+09;18;-55;0.000154307;-0.00850825
3.8026e+09;18;-55;0.000151013;-0.00845828
3.8224e+09;18;-55;0.000147807;-0.00840891
3.8422e+09;18;-55;0.000144686;-0.00836013
3.862e+09;18;-55;0.000141647;-0.00831193
3.8818e+09;18;-55;0.000138688;-0.00826431
3.9016e+09;18;-55;0.000135806;-0.00821724
3.9214e+09;18;-55;0.000132999;-0.00817073
3.9412e+09;18;-55;0.000130265;-0.00812475
3.961e+09;18;-55;0.000127601;-0.00807931
3.9808e+09;18;-55;0.000125004;-0.0080344
4.0006e+09;18;-55;0.000122474;-0.00798999
4.0204e+09;18;-55;0.000120008;-0.00794609
4.0402e+09;18;-55;0.000117604;-0.00790269
4.06e+09;18;-55;0.00011526;-0.00785977
4.0798e+09;18;-55;0.000112974;-0.00781733
4.0996e+09;18;-55;0.000110745;-0.00777537
4.1194e+09;18;-55;0.000108571;-0.00773386
4.1392e+09;18;-55;0.00010645;-0.00769281
4.159e+09;18;-55;0.000104381;-0.00765221
4.1788e+09;18;-55;0.000102362;-0.00761205
4.1986e+09;18;-55;0.000100392;-0.00757232
4.2184e+09;18;-55;9.84698e-05;-0.00753302
4.2382e+09;18;-55;9.65931e-05;-0.00749414
4.258e+09;18;-55;9.47612e-05;-0.00745566
4.2778e+09;18;-55;9.29727e-05;-0.0074176
4.2976e+09;18;-55;9.12263e-05;-0.00737993
4.3174e+09;18;-55;8.95209e-05;-0.00734266
4.3372e+09;18;-55;8.78554e-05;-0.00730577
4.357e+09;18;-55;8.62285e-05;-0.00726927
4.3768e+09;18;-55;8.46393e-05;-0.00723313
4.3966e+09;18;-55;8.30867e-05;-0.00719737
4.4164e+09;18;-55;8.15697e-05;-0.00716197
4.4362e+09;18;-55;8.00873e-05;-0.00712693
4.456e+09;18;-55;7.86385e-05;-0.00709223
4.4758e+09;18;-55;7.72225e-05;-0.00705789
4.4956e+09;18;-55;7.58383e-05;-0.00702388
4.5154e+09;18;-55;7.44851e-05;-0.00699022
4.5352e+09;18;-55;7.31621e-05;-0.00695688
4.555e+09;18;-55;7.18685e-05;-0.00692387
4.5748e+09;18;-55;7.06034e-05;-0.00689118
4.5946e+09;18;-55;6.93661e-05;-0.00685881
4.6144e+09;18;-55;6.81559e-05;-0.00682674
4.6342e+09;18;-55;6.69721e-05;-0.00679499
4.654e+09;18;-55;6.5814e-05;-0.00676354
4.6738e+09;18;-55;6.46809e-05;-0.00673239
4.6936e+09;18;-55;6.35722e-05;-0.00670153
4.7134e+09;18;-55;6.24872e-05;-0.00667096
4.7332e+09;18;-55;6.14254e-05;-0.00664067
4.753e+09;18;-55;6.03861e-05;-0.00661067
4.7728e+09;18;-55;5.93687e-05;-0.00658095
4.7926e+09;18;-55;5.83728e-05;-0.0065515
4.8124e+09;18;-55;5.73977e-05;-0.00652232
4.8322e+09;18;-55;5.6443e-05;-0.0064934
4.852e+09;18;-55;5.55081e-05;-0.00646475
4.8718e+09;18;-55;5.45926e-05;-0.00643636
4.8916e+09;18;-55;5.36959e-05;-0.00640822
4.9114e+09;18;-55;5.28177e-05;-0.00638034
4.9312e+09;18;-55;5.19573e-05;-0.0063527
4.951e+09;18;-55;5.11145e-05;-0.00632531
4.9708e+09;18;-55;5.02888e-05;-0.00629815
4.9906e+09;18;-55;4.94797e-05;-0.00627124
5.0104e+09;18;-55;4.86869e-05;-0.00624457
5.0302e+09;18;-55;4.79099e-05;-0.00621812
5.05e+09;18;-55;4.71484e-05;-0.00619191
5.0698e+09;18;-55;4.64021e-05;-0.00616592
5.0896e+09;18;-55;4.56705e-05;-0.00614015
5.1094e+09;18;-55;4.49533e-05;-0.0061146
5.1292e+09;18;-55;4.42502e-05;-0.00608927
5.149e+09;18;-55;4.35608e-05;-0.00606416
5.1688e+09;18;-55;4.28849e-05;-0.00603926
5.1886e+09;18;-55;4.2222e-05;-0.00601456
5.2084e+09;18;-55;4.1572e-05;-0.00599007
5.2282e+09;18;-55;4.09344e-05;-0.00596579
5.248e+09;18;-55;4.0309e-05;-0.00594171
5.2678e+09;18;-55;3.96956e-05;-0.00591782
5.2876e+09;18;-55;3.90939e-05;-0.00589414
5.3074e+09;18;-55;3.85035e-05;-0.00587064
5.3272e+09;18;-55;3.79243e-05;-0.00584734
5.347e+09;18;-55;3.7356e-05;-0.00582422
5.3668e+09;18;-55;3.67983e-05;-0.0058013
5.3866e+09;18;-55;3.6251e-05;-0.00577855
5.4064e+09;18;-55;3.57138e-05;-0.00575599
5.4262e+09;18;-55;3.51866e-05;-0.00573361
5.446e+09;18;-55;3.46692e-05;-0.00571141
5.4658e+09;18;-55;3.41612e-05;-0.00568938
5.4856e+09;18;-55;3.36625e-05;-0.00566753
5.5054e+09;18;-55;3.3173e-05;-0.00564584
5.5252e+09;18;-55;3.26923e-05;-0.00562433
5.545e+09;18;-55;3.22203e-05;-0.00560298
5.5648e+09;18;-55;3.17568e-05;-0.0055818
5.5846e+09;18;-55;3.13017e-05;-0.00556078
5.6044e+09;18;-55;3.08547e-05;-0.00553992
5.6242e+09;18;-55;3.04156e-05;-0.00551923
5.644e+09;18;-55;2.99844e-05;-0.00549869
5.6638e+09;18;-55;2.95608e-05;-0.0054783
5.6836e+09;18;-55;2.91447e-05;-0.00545807
5.7034e+09;18;-55;2.87359e-05;-0.005438
5.7232e+09;18;-55;2.83343e-05;-0.00541807
5.743e+09;18;-55;2.79397e-05;-0.00539829
5.7628e+09;18;-55;2.75519e-05;-0.00537866
5.7826e+09;18;-55;2.71709e-05;-0.00535918
5.8024e+09;18;-55;2.67964e-05;-0.00533983
5.8222e+09;18;-55;2.64284e-05;-0.00532064
5.842e+09;18;-55;2.60667e-05;-0.00530158
5.8618e+09;18;-55;2.57112e-05;-0.00528266
5.8816e+09;18;-55;2.53617e-05;-0.00526387
5.9014e+09;18;-55;2.50182e-05;-0.00524523
5.9212e+09;18;-55;2.46805e-05;-0.00522672
5.941e+09;18;-55;2.43484e-05;-0.00520834
5.9608e+09;18;-55;2.4022e-05;-0.00519009
5.9806e+09;18;-55;2.3701e-05;-0.00517198
6.0004e+09;18;-55;2.33854e-05;-0.00515399
6.0202e+09;18;-55;2.3075e-05;-0.00513613
6.04e+09;18;-55;2.27698e-05;-0.00511839
6.0598e+09;18;-55;2.24696e-05;-0.00510078
6.0796e+09;18;-55;2.21744e-05;-0.0050833
6.0994e+09;18;-55;2.1884e-05;-0.00506593
6.1192e+09;18;-55;2.15983e-05;-0.00504869
6.139e+09;18;-55;2.13173e-05;-0.00503156
6.1588e+09;18;-55;2.10409e-05;-0.00501456
6.1786e+09;18;-55;2.0769e-05;-0.00499767
6.1984e+09;18;-55;2.05014e-05;-0.00498089
6.2182e+09;18;-55;2.02382e-05;-0.00496423
6.238e+09;18;-55;1.99791e-05;-0.00494769
6.2578e+09;18;-55;1.97242e-05;-0.00493125
6.2776e+09;18;-55;1.94734e-05;-0.00491493
6.2974e+09;18;-55;1.92266e-05;-0.00489872
6.3172e+09;18;-55;1.89836e-05;-0.00488261
6.337e+09;18;-55;1.87445e-05;-0.00486662
6.3568e+09;18;-55;1.85092e-05;-0.00485073
6.3766e+09;18;-55;1.82775e-05;-0.00483494
6.3964e+09;18;-55;1.80495e-05;-0.00481926
6.4162e+09;18;-55;1.7825e-05;-0.00480368
6.436e+09;18;-55;1.7604e-05;-0.00478821
6.4558e+09;18;-55;1.73864e-05;-0.00477284
6.4756e+09;18;-55;1.71722e-05;-0.00475756
6.4954e+09;18;-55;1.69613e-05;-0.00474239
6.5152e+09;18;-55;1.67536e-05;-0.00472731
6.535e+09;18;-55;1.65491e-05;-0.00471234
6.5548e+09;18;-55;1.63477e-05;-0.00469745
6.5746e+09;18;-55;1.61494e-05;-0.00468267
6.5944e+09;18;-55;1.59541e-05;-0.00466798
6.6142e+09;18;-55;1.57617e-05;-0.00465338
6.634e+09;18;-55;1.55722e-05;-0.00463887
6.6538e+09;18;-55;1.53856e-05;-0.00462446
6.6736e+09;18;-55;1.52018e-05;-0.00461014
6.6934e+09;18;-55;1.50207e-05;-0.0045959
6.7132e+09;18;-55;1.48423e-05;-0.00458176
6.733e+09;18;-55;1.46665e-05;-0.00456771
6.7528e+09;18;-55;1.44934e-05;-0.00455374
6.7726e+09;18;-55;1.43228e-05;-0.00453986
6.7924e+09;18;-55;1.41547e-05;-0.00452606
6.8122e+09;18;-55;1.3989e-05;-0.00451235
6.832e+09;18;-55;1.38258e-05;-0.00449873
6.8518e+09;18;-55;1.3665e-05;-0.00448518
6.8716e+09;18;-55;1.35065e-05;-0.00447172
6.8914e+09;18;-55;1.33503e-05;-0.00445835
6.9112e+09;18;-55;1.31964e-05;-0.00444505
6.931e+09;18;-55;1.30446e-05;-0.00443183
6.9508e+09;18;-55;1.28951e-05;-0.0044187
6.9706e+09;18;-55;1.27477e-05;-0.00440564
6.9904e+09;18;-55;1.26024e-05;-0.00439266
7.0102e+09;18;-55;1.24591e-05;-0.00437976
7.03e+09;18;-55;1.23179e-05;-0.00436694
7.0498e+09;18;-55;1.21787e-05;-0.00435419
7.0696e+09;18;-55;1.20415e-05;-0.00434151
7.0894e+09;18;-55;1.19062e-05;-0.00432892
7.1092e+09;18;-55;1.17728e-05;-0.00431639
7.129e+09;18;-55;1.16412e-05;-0.00430394
7.1488e+09;18;-55;1.15115e-05;-0.00429156
7.1686e+09;18;-55;1.13836e-05;-0.00427926
7.1884e+09;18;-55;1.12575e-05;-0.00426702
7.2082e+09;18;-55;1.11331e-05;-0.00425486
7.228e+09;18;-55;1.10104e-05;-0.00424277
7.2478e+09;18;-55;1.08895e-05;-0.00423074
7.2676e+09;18;-55;1.07701e-05;-0.00421879
7.2874e+09;18;-55;1.06525e-05;-0.0042069
7.3072e+09;18;-55;1.05364e-05;-0.00419508
7.327e+09;18;-55;1.04219e-05;-0.00418333
7.3468e+09;18;-55;1.03089e-05;-0.00417165
7.3666e+09;18;-55;1.01975e-05;-0.00416003
7.3864e+09;18;-55;1.00876e-05;-0.00414848
7.4062e+09;18;-55;9.97917e-06;-0.00413699
7.426e+09;18;-55;9.87219e-06;-0.00412557
7.4458e+09;18;-55;9.76664e-06;-0.00411421
7.4656e+09;18;-55;9.66251e-06;-0.00410291
7.4854e+09;18;-55;9.55976e-06;-0.00409168
7.5052e+09;18;-55;9.45837e-06;-0.00408051
7.525e+09;18;-55;9.35833e-06;-0.0040694
7.5448e+09;18;-55;9.2596e-06;-0.00405835
7.5646e+09;18;-55;9.16218e-06;-0.00404736
7.5844e+09;18;-55;9.06604e-06;-0.00403644
7.6042e+09;18;-55;8.97116e-06;-0.00402557
7.624e+09;18;-55;8.87752e-06;-0.00401476
7.6438e+09;18;-55;8.7851e-06;-0.00400401
7.6636e+09;18;-55;8.69388e-06;-0.00399332
7.6834e+09;18;-55;8.60384e-06;-0.00398269
7.7032e+09;18;-55;8.51497e-06;-0.00397211
7.723e+09;18;-55;8.42724e-06;-0.00396159
7.7428e+09;18;-55;8.34064e-06;-0.00395113
7.7626e+09;18;-55;8.25516e-06;-0.00394072
7.7824e+09;18;-55;8.17076e-06;-0.00393037
7.8022e+09;18;-55;8.08745e-06;-0.00392007
7.822e+09;18;-55;8.00519e-06;-0.00390983
7.8418e+09;18;-55;7.92399e-06;-0.00389964
7.8616e+09;18;-55;7.84381e-06;-0.00388951
7.8814e+09;18;-55;7.76464e-06;-0.00387943
7.9012e+09;18;-55;7.68647e-06;-0.0038694
7.921e+09;18;-55;7.60928e-06;-0.00385942
7.9408e+09;18;-55;7.53306e-06;-0.0038495
7.9606e+09;18;-55;7.4578e-06;-0.00383963
7.9804e+09;18;-55;7.38347e-06;-0.00382981
8.0002e+09;18;-55;7.31007e-06;-0.00382004
8.02e+09;18;-55;7.23758e-06;-0.00381032
8.0398e+09;18;-55;7.16599e-06;-0.00380065
8.0596e+09;18;-55;7.09528e-06;-0.00379103
8.0794e+09;18;-55;7.02544e-06;-0.00378146
8.0992e+09;18;-55;6.95646e-06;-0.00377194
8.119e+09;18;-55;6.88833e-06;-0.00376246
8.1388e+09;18;-55;6.82103e-06;-0.00375304
8.1586e+09;18;-55;6.75455e-06;-0.00374366
8.1784e+09;18;-55;6.68888e-06;-0.00373433
8.1982e+09;18;-55;6.62401e-06;-0.00372505
8.218e+09;18;-55;6.55992e-06;-0.00371581
8.2378e+09;18;-55;6.49661e-06;-0.00370662
8.2576e+09;18;-55;6.43406e-06;-0.00369747
8.2774e+09;18;-55;6.37227e-06;-0.00368837
8.2972e+09;18;-55;6.31121e-06;-0.00367932
8.317e+09;18;-55;6.25088e-06;-0.00367031
8.3368e+09;18;-55;6.19128e-06;-0.00366135
8.3566e+09;18;-55;6.13238e-06;-0.00365243
8.3764e+09;18;-55;6.07419e-06;-0.00364355
8.3962e+09;18;-55;6.01668e-06;-0.00363472
8.416e+09;18;-55;5.95985e-06;-0.00362593
8.4358e+09;18;-55;5.9037e-06;-0.00361718
8.4556e+09;18;-55;5.8482e-06;-0.00360848
8.4754e+09;18;-55;5.79336e-06;-0.00359982
8.4952e+09;18;-55;5.73916e-06;-0.0035912
8.515e+09;18;-55;5.68559e-06;-0.00358262
8.5348e+09;18;-55;5.63264e-06;-0.00357408
8.5546e+09;18;-55;5.58031e-06;-0.00356559
8.5744e+09;18;-55;5.52859e-06;-0.00355714
8.5942e+09;18;-55;5.47747e-06;-0.00354872
8.614e+09;18;-55;5.42694e-06;-0.00354035
8.6338e+09;18;-55;5.37699e-06;-0.00353201
8.6536e+09;18;-55;5.32761e-06;-0.00352372
8.6734e+09;18;-55;5.2788e-06;-0.00351546
8.6932e+09;18;-55;5.23055e-06;-0.00350725
8.713e+09;18;-55;5.18285e-06;-0.00349907
8.7328e+09;18;-55;5.13569e-06;-0.00349093
8.7526e+09;18;-55;5.08907e-06;-0.00348283
8.7724e+09;18;-55;5.04297e-06;-0.00347477
8.7922e+09;18;-55;4.9974e-06;-0.00346674
8.812e+09;18;-55;4.95234e-06;-0.00345876
8.8318e+09;18;-55;4.90779e-06;-0.00345081
8.8516e+09;18;-55;4.86374e-06;-0.00344289
8.8714e+09;18;-55;4.82019e-06;-0.00343502
8.8912e+09;18;-55;4.77712e-06;-0.00342717
8.911e+09;18;-55;4.73453e-06;-0.00341937
8.9308e+09;18;-55;4.69242e-06;-0.0034116
8.9506e+09;18;-55;4.65077e-06;-0.00340387
8.9704e+09;18;-55;4.60958e-06;-0.00339617
8.9902e+09;18;-55;4.56885e-06;-0.00338851
9.01e+09;18;-55;4.52857e-06;-0.00338088
9.0298e+09;18;-55;4.48874e-06;-0.00337329
9.0496e+09;18;-55;4.44934e-06;-0.00336573
9.0694e+09;18;-55;4.41037e-06;-0.00335821
9.0892e+09;18;-55;4.37183e-06;-0.00335071
9.109e+09;18;-55;4.33371e-06;-0.00334326
9.1288e+09;18;-55;4.296e-06;-0.00333583
9.1486e+09;18;-55;4.25871e-06;-0.00332844
9.1684e+09;18;-55;4.22181e-06;-0.00332109
9.1882e+09;18;-55;4.18532e-06;-0.00331376
9.208e+09;18;-55;4.14922e-06;-0.00330647
9.2278e+09;18;-55;4.11351e-06;-0.00329921
9.2476e+09;18;-55;4.07819e-06;-0.00329199
9.2674e+09;18;-55;4.04324e-06;-0.00328479
9.2872e+09;18;-55;4.00867e-06;-0.00327763
9.307e+09;18;-55;3.97446e-06;-0.00327049
9.3268e+09;18;-55;3.94062e-06;-0.00326339
9.3466e+09;18;-55;3.90714e-06;-0.00325632
9.3664e+09;18;-55;3.87402e-06;-0.00324929
9.3862e+09;18;-55;3.84124e-06;-0.00324228
9.406e+09;18;-55;3.80882e-06;-0.0032353
9.4258e+09;18;-55;3.77673e-06;-0.00322835
9.4456e+09;18;-55;3.74498e-06;-0.00322144
9.4654e+09;18;-55;3.71357e-06;-0.00321455
9.4852e+09;18;-55;3.68248e-06;-0.00320769
9.505e+09;18;-55;3.65172e-06;-0.00320086
9.5248e+09;18;-55;3.62128e-06;-0.00319406
9.5446e+09;18;-55;3.59116e-06;-0.00318729
9.5644e+09;18;-55;3.56134e-06;-0.00318055
9.5842e+09;18;-55;3.53184e-06;-0.00317384
9.604e+09;18;-55;3.50265e-06;-0.00316716
9.6238e+09;18;-55;3.47375e-06;-0.0031605
9.6436e+09;18;-55;3.44516e-06;-0.00315387
9.6634e+09;18;-55;3.41685e-06;-0.00314728
9.6832e+09;18;-55;3.38884e-06;-0.0031407
9.703e+09;18;-55;3.36111e-06;-0.00313416
9.7228e+09;18;-55;3.33367e-06;-0.00312764
9.7426e+09;18;-55;3.30651e-06;-0.00312116
9.7624e+09;18;-55;3.27962e-06;-0.00311469
9.7822e+09;18;-55;3.25301e-06;-0.00310826
9.802e+09;18;-55;3.22666e-06;-0.00310185
9.8218e+09;18;-55;3.20059e-06;-0.00309547
9.8416e+09;18;-55;3.17477e-06;-0.00308912
9.8614e+09;18;-55;3.14922e-06;-0.00308279
9.8812e+09;18;-55;3.12392e-06;-0.00307648
9.901e+09;18;-55;3.09887e-06;-0.00307021
9.9208e+09;18;-55;3.07408e-06;-0.00306396
9.9406e+09;18;-55;3.04954e-06;-0.00305773
9.9604e+09;18;-55;3.02524e-06;-0.00305153
9.9802e+09;18;-55;3.00118e-06;-0.00304536
1e+10;18;-55;2.97736e-06;-0.00303921
1e+08;19;-55;0.0298907;6.59221e-05
1.198e+08;19;-55;0.0300234;6.34582e-05
1.396e+08;19;-55;0.0301802;5.23973e-05
1.594e+08;19;-55;0.0303608;3.11448e-05
1.792e+08;19;-55;0.0305653;-1.97373e-06
1.99e+08;19;-55;0.0307937;-4.87234e-05
2.188e+08;19;-55;0.0310457;-0.00011097
