"acfrequency";"r Z";"i Z"
2.88403e+09;1.59329;89.5572
2.89068e+09;1.57961;89.8119
2.89734e+09;1.56601;90.0672
2.90402e+09;1.5525;90.323
2.91072e+09;1.53906;90.5793
2.91743e+09;1.5257;90.8362
2.92415e+09;1.51242;91.0936
2.93089e+09;1.49923;91.3515
2.93765e+09;1.48611;91.6099
2.94442e+09;1.47307;91.8689
2.95121e+09;1.46012;92.1284
2.95801e+09;1.44724;92.3884
2.96483e+09;1.43444;92.649
2.97167e+09;1.42172;92.9101
2.97852e+09;1.40908;93.1717
2.98538e+09;1.39652;93.4339
2.99226e+09;1.38404;93.6966
2.99916e+09;1.37164;93.9599
3.00608e+09;1.35932;94.2237
3.01301e+09;1.34708;94.488
3.01995e+09;1.33492;94.7529
3.02691e+09;1.32284;95.0183
3.03389e+09;1.31083;95.2842
3.04089e+09;1.29891;95.5507
3.04789e+09;1.28706;95.8178
3.05492e+09;1.27529;96.0854
3.06196e+09;1.2636;96.3535
3.06902e+09;1.25199;96.6222
3.0761e+09;1.24046;96.8915
3.08319e+09;1.22901;97.1613
3.0903e+09;1.21763;97.4316
3.09742e+09;1.20634;97.7025
3.10456e+09;1.19512;97.974
3.11172e+09;1.18398;98.246
3.11889e+09;1.17292;98.5186
3.12608e+09;1.16193;98.7917
3.13329e+09;1.15103;99.0654
3.14051e+09;1.1402;99.3397
3.14775e+09;1.12945;99.6145
3.155e+09;1.11878;99.8899
3.16228e+09;1.10819;100.166
3.16957e+09;1.09767;100.442
3.17687e+09;1.08723;100.719
3.1842e+09;1.07687;100.997
3.19154e+09;1.06659;101.275
3.1989e+09;1.05638;101.554
3.20627e+09;1.04626;101.833
3.21366e+09;1.03621;102.113
3.22107e+09;1.02623;102.394
3.22849e+09;1.01634;102.675
3.23594e+09;1.00652;102.957
3.2434e+09;0.996774;103.239
3.25087e+09;0.987109;103.522
3.25837e+09;0.97752;103.805
3.26588e+09;0.968009;104.089
3.27341e+09;0.958574;104.374
3.28095e+09;0.949217;104.659
3.28852e+09;0.939936;104.944
3.2961e+09;0.930731;105.231
3.3037e+09;0.921603;105.518
3.31131e+09;0.912552;105.805
3.31894e+09;0.903577;106.093
3.3266e+09;0.894678;106.382
3.33426e+09;0.885856;106.671
3.34195e+09;0.87711;106.961
3.34965e+09;0.868441;107.252
3.35738e+09;0.859847;107.543
3.36512e+09;0.85133;107.834
3.37287e+09;0.842888;108.127
3.38065e+09;0.834523;108.419
3.38844e+09;0.826233;108.713
3.39625e+09;0.818019;109.007
3.40408e+09;0.809881;109.302
3.41193e+09;0.801819;109.597
3.41979e+09;0.793832;109.893
3.42768e+09;0.785922;110.189
3.43558e+09;0.778086;110.486
3.4435e+09;0.770326;110.784
3.45144e+09;0.762642;111.082
3.45939e+09;0.755033;111.381
3.46737e+09;0.747499;111.681
3.47536e+09;0.740041;111.981
3.48337e+09;0.732658;112.282
3.4914e+09;0.72535;112.583
3.49945e+09;0.718117;112.885
3.50752e+09;0.710959;113.188
3.5156e+09;0.703876;113.491
3.52371e+09;0.696869;113.795
3.53183e+09;0.689936;114.099
3.53997e+09;0.683078;114.405
3.54813e+09;0.676295;114.71
3.55631e+09;0.669586;115.017
3.56451e+09;0.662953;115.324
3.57273e+09;0.656394;115.631
3.58096e+09;0.649909;115.94
3.58922e+09;0.6435;116.249
3.59749e+09;0.637164;116.558
3.60579e+09;0.630903;116.868
3.6141e+09;0.624717;117.179
3.62243e+09;0.618605;117.491
3.63078e+09;0.612567;117.803
