"acfrequency";"number";"r Ganho";"i Ganho"
4.47713e+07;13;0.00957217;0
4.50817e+07;13;0.00970524;0
4.53942e+07;13;0.00984015;0
4.57088e+07;13;0.00997695;0
4.60257e+07;13;0.0101156;0
4.63447e+07;13;0.0102563;0
4.66659e+07;13;0.0103988;0
4.69894e+07;13;0.0105434;0
4.73151e+07;13;0.0106899;0
4.76431e+07;13;0.0108385;0
4.79733e+07;13;0.0109892;0
4.83059e+07;13;0.011142;0
4.86407e+07;13;0.0112968;0
4.89779e+07;13;0.0114539;0
4.93174e+07;13;0.0116131;0
4.96592e+07;13;0.0117745;0
5.00035e+07;13;0.0119381;0
5.03501e+07;13;0.0121041;0
5.06991e+07;13;0.0122723;0
5.10505e+07;13;0.0124429;0
5.14044e+07;13;0.0126158;0
5.17607e+07;13;0.0127912;0
5.21195e+07;13;0.0129689;0
5.24807e+07;13;0.0131492;0
5.28445e+07;13;0.0133319;0
5.32108e+07;13;0.0135172;0
5.35797e+07;13;0.0137051;0
5.39511e+07;13;0.0138955;0
5.4325e+07;13;0.0140886;0
5.47016e+07;13;0.0142844;0
5.50808e+07;13;0.0144829;0
5.54626e+07;13;0.0146842;0
5.5847e+07;13;0.0148883;0
5.62341e+07;13;0.0150952;0
5.66239e+07;13;0.0153049;0
5.70164e+07;13;0.0155176;0
5.74116e+07;13;0.0157332;0
5.78096e+07;13;0.0159518;0
5.82103e+07;13;0.0161735;0
5.86138e+07;13;0.0163982;0
5.90201e+07;13;0.0166261;0
5.94292e+07;13;0.0168571;0
5.98412e+07;13;0.0170913;0
6.0256e+07;13;0.0173288;0
6.06736e+07;13;0.0175695;0
6.10942e+07;13;0.0178136;0
6.15177e+07;13;0.0180611;0
6.19441e+07;13;0.018312;0
6.23735e+07;13;0.0185664;0
6.28058e+07;13;0.0188244;0
6.32412e+07;13;0.0190859;0
6.36796e+07;13;0.019351;0
6.4121e+07;13;0.0196198;0
6.45654e+07;13;0.0198924;0
6.5013e+07;13;0.0201687;0
6.54636e+07;13;0.0204489;0
6.59174e+07;13;0.0207329;0
6.63743e+07;13;0.0210209;0
6.68344e+07;13;0.0213129;0
6.72977e+07;13;0.0216089;0
6.77642e+07;13;0.021909;0
6.82339e+07;13;0.0222133;0
6.87068e+07;13;0.0225219;0
6.91831e+07;13;0.0228346;0
6.96627e+07;13;0.0231518;0
7.01455e+07;13;0.0234733;0
7.06318e+07;13;0.0237993;0
7.11214e+07;13;0.0241298;0
7.16143e+07;13;0.0244649;0
7.21107e+07;13;0.0248046;0
7.26106e+07;13;0.025149;0
7.31139e+07;13;0.0254982;0
7.36207e+07;13;0.0258523;0
7.4131e+07;13;0.0262112;0
7.46449e+07;13;0.0265752;0
7.51623e+07;13;0.0269441;0
7.56833e+07;13;0.0273182;0
7.62079e+07;13;0.0276975;0
7.67361e+07;13;0.028082;0
7.72681e+07;13;0.0284718;0
7.78037e+07;13;0.0288671;0
7.8343e+07;13;0.0292678;0
7.8886e+07;13;0.0296741;0
7.94328e+07;13;0.030086;0
7.99834e+07;13;0.0305036;0
8.05378e+07;13;0.030927;0
8.10961e+07;13;0.0313562;0
8.16582e+07;13;0.0317914;0
8.22243e+07;13;0.0322326;0
8.27942e+07;13;0.03268;0
8.33681e+07;13;0.0331335;0
8.3946e+07;13;0.0335933;0
8.45279e+07;13;0.0340594;0
8.51138e+07;13;0.0345321;0
8.57038e+07;13;0.0350112;0
8.62979e+07;13;0.035497;0
8.6896e+07;13;0.0359895;0
8.74984e+07;13;0.0364888;0
8.81049e+07;13;0.036995;0
8.87156e+07;13;0.0375083;0
8.93305e+07;13;0.0380286;0
8.99498e+07;13;0.0385561;0
9.05733e+07;13;0.039091;0
9.12011e+07;13;0.0396332;0
9.18333e+07;13;0.0401829;0
9.24698e+07;13;0.0407402;0
9.31108e+07;13;0.0413052;0
9.37562e+07;13;0.0418781;0
9.44061e+07;13;0.0424588;0
9.50605e+07;13;0.0430476;0
9.57194e+07;13;0.0436445;0
9.63829e+07;13;0.0442497;0
9.7051e+07;13;0.0448632;0
9.77237e+07;13;0.0454852;0
9.84011e+07;13;0.0461158;0
9.90832e+07;13;0.0467551;0
9.977e+07;13;0.0474032;0
1.00462e+08;13;0.0480603;0
1.01158e+08;13;0.0487265;0
1.01859e+08;13;0.0494018;0
1.02565e+08;13;0.0500865;0
1.03276e+08;13;0.0507807;0
1.03992e+08;13;0.0514844;0
1.04713e+08;13;0.0521978;0
1.05439e+08;13;0.0529211;0
1.0617e+08;13;0.0536543;0
1.06905e+08;13;0.0543977;0
1.07647e+08;13;0.0551513;0
1.08393e+08;13;0.0559153;0
1.09144e+08;13;0.0566899;0
1.09901e+08;13;0.0574751;0
1.10662e+08;13;0.0582712;0
1.11429e+08;13;0.0590782;0
1.12202e+08;13;0.0598964;0
1.1298e+08;13;0.0607258;0
1.13763e+08;13;0.0615666;0
1.14551e+08;13;0.0624191;0
1.15345e+08;13;0.0632833;0
1.16145e+08;13;0.0641594;0
1.1695e+08;13;0.0650475;0
1.17761e+08;13;0.0659479;0
1.18577e+08;13;0.0668607;0
1.19399e+08;13;0.067786;0
1.20226e+08;13;0.0687241;0
1.2106e+08;13;0.0696751;0
1.21899e+08;13;0.0706392;0
1.22744e+08;13;0.0716165;0
1.23595e+08;13;0.0726073;0
1.24451e+08;13;0.0736117;0
1.25314e+08;13;0.0746299;0
1.26183e+08;13;0.0756621;0
1.27057e+08;13;0.0767085;0
1.27938e+08;13;0.0777692;0
1.28825e+08;13;0.0788446;0
1.29718e+08;13;0.0799347;0
1.30617e+08;13;0.0810398;0
1.31522e+08;13;0.08216;0
1.32434e+08;13;0.0832956;0
1.33352e+08;13;0.0844469;0
1.34276e+08;13;0.0856139;0
1.35207e+08;13;0.0867969;0
1.36144e+08;13;0.0879961;0
1.37088e+08;13;0.0892118;0
1.38038e+08;13;0.0904442;0
1.38995e+08;13;0.0916935;0
1.39959e+08;13;0.0929598;0
1.40929e+08;13;0.0942435;0
1.41906e+08;13;0.0955448;0
1.42889e+08;13;0.096864;0
1.4388e+08;13;0.0982011;0
1.44877e+08;13;0.0995566;0
1.45881e+08;13;0.100931;0
1.46893e+08;13;0.102323;0
1.47911e+08;13;0.103735;0
1.48936e+08;13;0.105167;0
1.49968e+08;13;0.106617;0
1.51008e+08;13;0.108088;0
1.52055e+08;13;0.109578;0
1.53109e+08;13;0.111089;0
1.5417e+08;13;0.112621;0
1.55239e+08;13;0.114174;0
1.56315e+08;13;0.115747;0
1.57398e+08;13;0.117342;0
1.58489e+08;13;0.118959;0
1.59588e+08;13;0.120598;0
1.60694e+08;13;0.12226;0
1.61808e+08;13;0.123944;0
1.6293e+08;13;0.12565;0
1.64059e+08;13;0.127381;0
1.65196e+08;13;0.129134;0
1.66341e+08;13;0.130912;0
1.67494e+08;13;0.132713;0
1.68655e+08;13;0.134539;0
1.69824e+08;13;0.13639;0
1.71002e+08;13;0.138266;0
1.72187e+08;13;0.140168;0
1.7338e+08;13;0.142095;0
1.74582e+08;13;0.144049;0
1.75792e+08;13;0.146029;0
1.77011e+08;13;0.148036;0
1.78238e+08;13;0.15007;0
1.79473e+08;13;0.152131;0
1.80717e+08;13;0.154221;0
1.8197e+08;13;0.156338;0
1.83231e+08;13;0.158485;0
1.84502e+08;13;0.16066;0
1.8578e+08;13;0.162865;0
1.87068e+08;13;0.165099;0
1.88365e+08;13;0.167364;0
1.89671e+08;13;0.169659;0
1.90985e+08;13;0.171986;0
1.92309e+08;13;0.174343;0
1.93642e+08;13;0.176732;0
1.94984e+08;13;0.179154;0
1.96336e+08;13;0.181608;0
1.97697e+08;13;0.184095;0
1.99067e+08;13;0.186615;0
2.00447e+08;13;0.189169;0
2.01837e+08;13;0.191758;0
2.03236e+08;13;0.194381;0
2.04644e+08;13;0.197039;0
2.06063e+08;13;0.199733;0
2.07491e+08;13;0.202463;0
2.0893e+08;13;0.20523;0
2.10378e+08;13;0.208033;0
2.11836e+08;13;0.210874;0
2.13304e+08;13;0.213753;0
2.14783e+08;13;0.21667;0
2.16272e+08;13;0.219626;0
2.17771e+08;13;0.222622;0
2.1928e+08;13;0.225657;0
2.208e+08;13;0.228732;0
2.22331e+08;13;0.231849;0
2.23872e+08;13;0.235007;0
2.25424e+08;13;0.238206;0
2.26986e+08;13;0.241448;0
2.2856e+08;13;0.244733;0
2.30144e+08;13;0.248062;0
2.31739e+08;13;0.251434;0
2.33346e+08;13;0.254851;0
2.34963e+08;13;0.258313;0
2.36592e+08;13;0.26182;0
2.38232e+08;13;0.265374;0
2.39883e+08;13;0.268974;0
2.41546e+08;13;0.272622;0
2.4322e+08;13;0.276317;0
2.44906e+08;13;0.280061;0
2.46604e+08;13;0.283854;0
2.48313e+08;13;0.287696;0
2.50035e+08;13;0.291589;0
2.51768e+08;13;0.295532;0
2.53513e+08;13;0.299526;0
2.5527e+08;13;0.303573;0
2.5704e+08;13;0.307672;0
2.58821e+08;13;0.311824;0
2.60615e+08;13;0.31603;0
2.62422e+08;13;0.32029;0
2.64241e+08;13;0.324605;0
2.66073e+08;13;0.328976;0
2.67917e+08;13;0.333403;0
2.69774e+08;13;0.337887;0
2.71644e+08;13;0.342428;0
2.73527e+08;13;0.347028;0
2.75423e+08;13;0.351686;0
2.77332e+08;13;0.356404;0
2.79254e+08;13;0.361182;0
2.8119e+08;13;0.36602;0
2.83139e+08;13;0.37092;0
2.85102e+08;13;0.375882;0
2.87078e+08;13;0.380907;0
2.89068e+08;13;0.385995;0
2.91072e+08;13;0.391147;0
2.93089e+08;13;0.396364;0
2.95121e+08;13;0.401646;0
2.97167e+08;13;0.406994;0
2.99226e+08;13;0.412409;0
3.01301e+08;13;0.417891;0
3.03389e+08;13;0.423442;0
3.05492e+08;13;0.429061;0
3.0761e+08;13;0.434749;0
3.09742e+08;13;0.440507;0
3.11889e+08;13;0.446336;0
3.14051e+08;13;0.452236;0
3.16228e+08;13;0.458209;0
3.1842e+08;13;0.464254;0
3.20627e+08;13;0.470372;0
3.22849e+08;13;0.476564;0
3.25087e+08;13;0.482831;0
3.27341e+08;13;0.489173;0
3.2961e+08;13;0.495591;0
3.31894e+08;13;0.502085;0
3.34195e+08;13;0.508657;0
3.36512e+08;13;0.515306;0
3.38844e+08;13;0.522034;0
3.41193e+08;13;0.52884;0
3.43558e+08;13;0.535726;0
3.45939e+08;13;0.542693;0
3.48337e+08;13;0.549739;0
3.50752e+08;13;0.556867;0
3.53183e+08;13;0.564077;0
3.55631e+08;13;0.571369;0
3.58096e+08;13;0.578744;0
3.60579e+08;13;0.586202;0
3.63078e+08;13;0.593744;0
3.65595e+08;13;0.60137;0
3.68129e+08;13;0.60908;0
3.70681e+08;13;0.616876;0
3.7325e+08;13;0.624757;0
3.75837e+08;13;0.632723;0
3.78443e+08;13;0.640776;0
3.81066e+08;13;0.648915;0
3.83707e+08;13;0.657141;0
3.86367e+08;13;0.665454;0
3.89045e+08;13;0.673854;0
3.91742e+08;13;0.682341;0
3.94457e+08;13;0.690916;0
3.97192e+08;13;0.699578;0
3.99945e+08;13;0.708328;0
4.02717e+08;13;0.717166;0
4.05509e+08;13;0.726091;0
4.08319e+08;13;0.735103;0
4.1115e+08;13;0.744203;0
4.14e+08;13;0.753391;0
4.16869e+08;13;0.762665;0
4.19759e+08;13;0.772026;0
4.22669e+08;13;0.781473;0
4.25598e+08;13;0.791006;0
4.28549e+08;13;0.800625;0
4.31519e+08;13;0.810328;0
4.3451e+08;13;0.820116;0
4.37522e+08;13;0.829987;0
4.40555e+08;13;0.83994;0
4.43609e+08;13;0.849976;0
4.46684e+08;13;0.860092;0
4.4978e+08;13;0.870288;0
4.52898e+08;13;0.880562;0
4.56037e+08;13;0.890914;0
4.59198e+08;13;0.901341;0
4.62381e+08;13;0.911842;0
4.65586e+08;13;0.922417;0
4.68813e+08;13;0.933062;0
4.72063e+08;13;0.943776;0
4.75335e+08;13;0.954557;0
4.7863e+08;13;0.965402;0
4.81948e+08;13;0.97631;0
4.85289e+08;13;0.987278;0
4.88652e+08;13;0.998303;0
4.9204e+08;13;1.00938;0
4.9545e+08;13;1.02051;0
4.98884e+08;13;1.03169;0
5.02343e+08;13;1.04292;0
5.05825e+08;13;1.05418;0
5.09331e+08;13;1.06548;0
5.12861e+08;13;1.07682;0
5.16416e+08;13;1.08818;0
5.19996e+08;13;1.09957;0
5.236e+08;13;1.11098;0
5.2723e+08;13;1.1224;0
5.30884e+08;13;1.13383;0
5.34564e+08;13;1.14526;0
5.3827e+08;13;1.1567;0
5.42001e+08;13;1.16812;0
5.45758e+08;13;1.17953;0
5.49541e+08;13;1.19092;0
5.5335e+08;13;1.20227;0
5.57186e+08;13;1.2136;0
5.61048e+08;13;1.22487;0
5.64937e+08;13;1.23609;0
5.68853e+08;13;1.24726;0
5.72796e+08;13;1.25835;0
5.76766e+08;13;1.26935;0
5.80764e+08;13;1.28027;0
5.8479e+08;13;1.29109;0
5.88844e+08;13;1.30179;0
5.92925e+08;13;1.31238;0
5.97035e+08;13;1.32282;0
6.01174e+08;13;1.33312;0
6.05341e+08;13;1.34325;0
6.09537e+08;13;1.35322;0
6.13762e+08;13;1.36299;0
6.18016e+08;13;1.37256;0
6.223e+08;13;1.3819;0
6.26614e+08;13;1.39102;0
6.30957e+08;13;1.39988;0
6.35331e+08;13;1.40847;0
6.39735e+08;13;1.41678;0
6.44169e+08;13;1.42477;0
6.48634e+08;13;1.43245;0
6.53131e+08;13;1.43977;0
6.57658e+08;13;1.44674;0
6.62217e+08;13;1.45331;0
6.66807e+08;13;1.45947;0
6.71429e+08;13;1.4652;0
6.76083e+08;13;1.47048;0
6.80769e+08;13;1.47527;0
6.85488e+08;13;1.47955;0
6.9024e+08;13;1.4833;0
6.95024e+08;13;1.48649;0
6.99842e+08;13;1.48909;0
7.04693e+08;13;1.49108;0
7.09578e+08;13;1.49242;0
7.14496e+08;13;1.49308;0
7.19449e+08;13;1.49304;0
7.24436e+08;13;1.49225;0
7.29458e+08;13;1.4907;0
7.34514e+08;13;1.48834;0
7.39605e+08;13;1.48514;0
7.44732e+08;13;1.48107;0
7.49894e+08;13;1.47609;0
7.55092e+08;13;1.47017;0
7.60326e+08;13;1.46327;0
7.65597e+08;13;1.45534;0
7.70903e+08;13;1.44637;0
7.76247e+08;13;1.4363;0
7.81628e+08;13;1.4251;0
7.87046e+08;13;1.41273;0
7.92501e+08;13;1.39916;0
7.97995e+08;13;1.38433;0
8.03526e+08;13;1.36822;0
8.09096e+08;13;1.35079;0
8.14704e+08;13;1.33198;0
8.20352e+08;13;1.31178;0
8.26038e+08;13;1.29013;0
8.31764e+08;13;1.267;0
8.37529e+08;13;1.24236;0
8.43335e+08;13;1.21615;0
8.4918e+08;13;1.18835;0
8.55067e+08;13;1.15892;0
8.60994e+08;13;1.12783;0
8.66962e+08;13;1.09504;0
8.72971e+08;13;1.06051;0
8.79023e+08;13;1.02422;0
8.85116e+08;13;0.986125;0
8.91251e+08;13;0.946207;0
8.97429e+08;13;0.904435;0
9.03649e+08;13;0.860781;0
9.09913e+08;13;0.815219;0
9.1622e+08;13;0.767727;0
9.22571e+08;13;0.718282;0
9.28966e+08;13;0.666865;0
9.35406e+08;13;0.613459;0
9.4189e+08;13;0.558046;0
9.48418e+08;13;0.500615;0
9.54993e+08;13;0.441152;0
9.61612e+08;13;0.379649;0
9.68278e+08;13;0.316098;0
9.7499e+08;13;0.250495;0
9.81748e+08;13;0.182837;0
9.88553e+08;13;0.113123;0
9.95405e+08;13;0.0413549;0
1.00231e+09;13;-0.0324632;0
1.00925e+09;13;-0.108325;0
1.01625e+09;13;-0.186222;0
1.02329e+09;13;-0.266144;0
1.03039e+09;13;-0.348079;0
1.03753e+09;13;-0.432011;0
1.04472e+09;13;-0.517925;0
1.05196e+09;13;-0.605801;0
1.05925e+09;13;-0.69562;0
1.0666e+09;13;-0.787359;0
1.07399e+09;13;-0.880995;0
1.08143e+09;13;-0.976503;0
1.08893e+09;13;-1.07386;0
1.09648e+09;13;-1.17303;0
1.10408e+09;13;-1.27399;0
1.11173e+09;13;-1.3767;0
1.11944e+09;13;-1.48115;0
1.1272e+09;13;-1.58728;0
1.13501e+09;13;-1.69508;0
1.14288e+09;13;-1.80451;0
1.1508e+09;13;-1.91553;0
1.15878e+09;13;-2.02811;0
1.16681e+09;13;-2.14221;0
1.1749e+09;13;-2.25781;0
1.18304e+09;13;-2.37485;0
1.19124e+09;13;-2.49331;0
1.1995e+09;13;-2.61315;0
1.20781e+09;13;-2.73434;0
1.21619e+09;13;-2.85683;0
1.22462e+09;13;-2.9806;0
1.2331e+09;13;-3.10561;0
1.24165e+09;13;-3.23182;0
1.25026e+09;13;-3.35921;0
1.25893e+09;13;-3.48773;0
1.26765e+09;13;-3.61735;0
1.27644e+09;13;-3.74804;0
1.28529e+09;13;-3.87978;0
1.2942e+09;13;-4.01251;0
1.30317e+09;13;-4.14623;0
1.3122e+09;13;-4.28089;0
1.3213e+09;13;-4.41646;0
1.33045e+09;13;-4.55293;0
1.33968e+09;13;-4.69025;0
1.34896e+09;13;-4.82841;0
1.35831e+09;13;-4.96738;0
1.36773e+09;13;-5.10713;0
1.37721e+09;13;-5.24763;0
1.38676e+09;13;-5.38887;0
1.39637e+09;13;-5.53082;0
1.40605e+09;13;-5.67346;0
1.41579e+09;13;-5.81677;0
1.42561e+09;13;-5.96073;0
1.43549e+09;13;-6.10532;0
1.44544e+09;13;-6.25052;0
1.45546e+09;13;-6.39631;0
1.46555e+09;13;-6.54268;0
1.47571e+09;13;-6.68961;0
1.48594e+09;13;-6.83709;0
1.49624e+09;13;-6.98509;0
1.50661e+09;13;-7.13362;0
1.51705e+09;13;-7.28265;0
1.52757e+09;13;-7.43217;0
1.53815e+09;13;-7.58217;0
1.54882e+09;13;-7.73265;0
1.55955e+09;13;-7.88359;0
1.57036e+09;13;-8.03498;0
1.58125e+09;13;-8.18681;0
1.59221e+09;13;-8.33908;0
1.60325e+09;13;-8.49178;0
1.61436e+09;13;-8.64491;0
1.62555e+09;13;-8.79845;0
1.63682e+09;13;-8.9524;0
1.64816e+09;13;-9.10677;0
1.65959e+09;13;-9.26153;0
1.67109e+09;13;-9.4167;0
1.68267e+09;13;-9.57227;0
1.69434e+09;13;-9.72823;0
1.70608e+09;13;-9.88459;0
1.71791e+09;13;-10.0413;0
1.72982e+09;13;-10.1985;0
1.74181e+09;13;-10.356;0
1.75388e+09;13;-10.514;0
1.76604e+09;13;-10.6723;0
1.77828e+09;13;-10.831;0
1.79061e+09;13;-10.9902;0
1.80302e+09;13;-11.1497;0
1.81552e+09;13;-11.3097;0
1.8281e+09;13;-11.47;0
1.84077e+09;13;-11.6308;0
1.85353e+09;13;-11.792;0
1.86638e+09;13;-11.9536;0
1.87932e+09;13;-12.1156;0
1.89234e+09;13;-12.2781;0
1.90546e+09;13;-12.441;0
1.91867e+09;13;-12.6044;0
1.93197e+09;13;-12.7682;0
1.94536e+09;13;-12.9325;0
1.95884e+09;13;-13.0973;0
1.97242e+09;13;-13.2626;0
1.98609e+09;13;-13.4283;0
1.99986e+09;13;-13.5946;0
2.01372e+09;13;-13.7613;0
2.02768e+09;13;-13.9286;0
2.04174e+09;13;-14.0965;0
2.05589e+09;13;-14.2648;0
2.07014e+09;13;-14.4338;0
2.08449e+09;13;-14.6033;0
2.09894e+09;13;-14.7734;0
2.11349e+09;13;-14.9441;0
2.12814e+09;13;-15.1155;0
2.14289e+09;13;-15.2874;0
2.15774e+09;13;-15.4601;0
2.1727e+09;13;-15.6333;0
2.18776e+09;13;-15.8073;0
2.20293e+09;13;-15.982;0
2.2182e+09;13;-16.1574;0
2.23357e+09;13;-16.3335;0
2.24905e+09;13;-16.5104;0
2.26464e+09;13;-16.6881;0
2.28034e+09;13;-16.8665;0
2.29615e+09;13;-17.0458;0
2.31206e+09;13;-17.226;0
2.32809e+09;13;-17.407;0
2.34423e+09;13;-17.5889;0
2.36048e+09;13;-17.7718;0
2.37684e+09;13;-17.9555;0
2.39332e+09;13;-18.1403;0
2.40991e+09;13;-18.3261;0
2.42661e+09;13;-18.5129;0
2.44343e+09;13;-18.7007;0
2.46037e+09;13;-18.8897;0
2.47742e+09;13;-19.0798;0
2.49459e+09;13;-19.271;0
2.51189e+09;13;-19.4635;0
2.5293e+09;13;-19.6572;0
2.54683e+09;13;-19.8522;0
2.56448e+09;13;-20.0485;0
2.58226e+09;13;-20.2461;0
2.60016e+09;13;-20.4452;0
2.61818e+09;13;-20.6457;0
2.63633e+09;13;-20.8477;0
2.65461e+09;13;-21.0513;0
2.67301e+09;13;-21.2564;0
2.69153e+09;13;-21.4632;0
2.71019e+09;13;-21.6717;0
2.72898e+09;13;-21.882;0
2.74789e+09;13;-22.0941;0
2.76694e+09;13;-22.3081;0
2.78612e+09;13;-22.5241;0
2.80543e+09;13;-22.7421;0
2.82488e+09;13;-22.9622;0
2.84446e+09;13;-23.1845;0
2.86418e+09;13;-23.409;0
2.88403e+09;13;-23.6359;0
2.90402e+09;13;-23.8652;0
2.92415e+09;13;-24.0971;0
2.94442e+09;13;-24.3316;0
2.96483e+09;13;-24.5689;0
2.98538e+09;13;-24.809;0
3.00608e+09;13;-25.052;0
3.02691e+09;13;-25.2982;0
3.04789e+09;13;-25.5476;0
3.06902e+09;13;-25.8003;0
3.0903e+09;13;-26.0566;0
3.11172e+09;13;-26.3166;0
3.13329e+09;13;-26.5804;0
3.155e+09;13;-26.8482;0
3.17687e+09;13;-27.1202;0
3.1989e+09;13;-27.3966;0
3.22107e+09;13;-27.6777;0
3.2434e+09;13;-27.9636;0
3.26588e+09;13;-28.2547;0
3.28852e+09;13;-28.5511;0
3.31131e+09;13;-28.8532;0
3.33426e+09;13;-29.1614;0
3.35738e+09;13;-29.4758;0
3.38065e+09;13;-29.7969;0
3.40408e+09;13;-30.1252;0
3.42768e+09;13;-30.461;0
3.45144e+09;13;-30.8047;0
3.47536e+09;13;-31.157;0
3.49945e+09;13;-31.5184;0
3.52371e+09;13;-31.8895;0
3.54813e+09;13;-32.271;0
3.57273e+09;13;-32.6636;0
3.59749e+09;13;-33.0682;0
3.62243e+09;13;-33.4858;0
3.64754e+09;13;-33.9173;0
3.67282e+09;13;-34.3639;0
3.69828e+09;13;-34.827;0
3.72392e+09;13;-35.3081;0
3.74973e+09;13;-35.8087;0
3.77572e+09;13;-36.3309;0
3.80189e+09;13;-36.8769;0
3.82825e+09;13;-37.4491;0
3.85478e+09;13;-38.0504;0
3.8815e+09;13;-38.6844;0
3.90841e+09;13;-39.3548;0
3.9355e+09;13;-40.0662;0
3.96278e+09;13;-40.8241;0
3.99025e+09;13;-41.6345;0
4.01791e+09;13;-42.5045;0
4.04576e+09;13;-43.442;0
4.0738e+09;13;-44.4549;0
4.10204e+09;13;-45.5499;0
4.13048e+09;13;-46.7286;0
4.15911e+09;13;-47.9789;0
4.18794e+09;13;-49.2569;0
4.21697e+09;13;-50.455;0
4.2462e+09;13;-51.3719;0
4.27563e+09;13;-51.7561;0
4.30527e+09;13;-51.4848;0
4.33511e+09;13;-50.6879;0
4.36516e+09;13;-49.6172;0
4.39542e+09;13;-48.4713;0
4.42588e+09;13;-47.3553;0
4.45656e+09;13;-46.3115;0
4.48745e+09;13;-45.3516;0
4.51856e+09;13;-44.4737;0
4.54988e+09;13;-43.6709;0
4.58142e+09;13;-42.9353;0
4.61318e+09;13;-42.2592;0
4.64515e+09;13;-41.6354;0
4.67735e+09;13;-41.0579;0
4.70977e+09;13;-40.5213;0
4.74242e+09;13;-40.0211;0
4.77529e+09;13;-39.5533;0
4.80839e+09;13;-39.1147;0
4.84172e+09;13;-38.7023;0
4.87528e+09;13;-38.3136;0
4.90908e+09;13;-37.9463;0
4.94311e+09;13;-37.5987;0
4.97737e+09;13;-37.2691;0
5.01187e+09;13;-36.9559;0
5.04661e+09;13;-36.6578;0
5.08159e+09;13;-36.3737;0
5.11682e+09;13;-36.1026;0
5.15229e+09;13;-35.8435;0
5.188e+09;13;-35.5955;0
5.22396e+09;13;-35.358;0
5.26017e+09;13;-35.1303;0
5.29663e+09;13;-34.9116;0
5.33335e+09;13;-34.7016;0
5.37032e+09;13;-34.4996;0
5.40754e+09;13;-34.3051;0
5.44503e+09;13;-34.1179;0
5.48277e+09;13;-33.9373;0
5.52077e+09;13;-33.7632;0
5.55904e+09;13;-33.5952;0
5.59758e+09;13;-33.4329;0
5.63638e+09;13;-33.276;0
5.67545e+09;13;-33.1244;0
5.71479e+09;13;-32.9777;0
5.7544e+09;13;-32.8357;0
5.79429e+09;13;-32.6982;0
5.83445e+09;13;-32.565;0
5.87489e+09;13;-32.4359;0
5.91562e+09;13;-32.3107;0
5.95662e+09;13;-32.1893;0
5.99791e+09;13;-32.0715;0
6.03949e+09;13;-31.9572;0
6.08135e+09;13;-31.8462;0
6.1235e+09;13;-31.7384;0
6.16595e+09;13;-31.6337;0
6.20869e+09;13;-31.5319;0
6.25173e+09;13;-31.433;0
6.29506e+09;13;-31.3369;0
6.3387e+09;13;-31.2433;0
6.38263e+09;13;-31.1524;0
6.42688e+09;13;-31.0639;0
6.47143e+09;13;-30.9778;0
6.51628e+09;13;-30.894;0
6.56145e+09;13;-30.8124;0
6.60693e+09;13;-30.733;0
6.65273e+09;13;-30.6557;0
6.69885e+09;13;-30.5804;0
6.74528e+09;13;-30.5071;0
6.79204e+09;13;-30.4356;0
6.83912e+09;13;-30.3661;0
6.88652e+09;13;-30.2983;0
6.93426e+09;13;-30.2322;0
6.98232e+09;13;-30.1679;0
7.03072e+09;13;-30.1051;0
7.07946e+09;13;-30.044;0
7.12853e+09;13;-29.9844;0
7.17794e+09;13;-29.9264;0
7.2277e+09;13;-29.8698;0
7.2778e+09;13;-29.8146;0
7.32825e+09;13;-29.7609;0
7.37904e+09;13;-29.7085;0
7.43019e+09;13;-29.6574;0
7.4817e+09;13;-29.6077;0
7.53356e+09;13;-29.5591;0
7.58578e+09;13;-29.5119;0
7.63836e+09;13;-29.4658;0
7.6913e+09;13;-29.4209;0
7.74462e+09;13;-29.3771;0
7.7983e+09;13;-29.3345;0
7.85236e+09;13;-29.293;0
7.90679e+09;13;-29.2525;0
7.96159e+09;13;-29.2131;0
8.01678e+09;13;-29.1747;0
8.07235e+09;13;-29.1373;0
8.12831e+09;13;-29.1009;0
8.18465e+09;13;-29.0654;0
8.24138e+09;13;-29.0309;0
8.29851e+09;13;-28.9974;0
8.35603e+09;13;-28.9647;0
8.41395e+09;13;-28.9329;0
8.47227e+09;13;-28.902;0
8.531e+09;13;-28.872;0
8.59014e+09;13;-28.8427;0
8.64968e+09;13;-28.8144;0
8.70964e+09;13;-28.7868;0
8.77001e+09;13;-28.76;0
8.8308e+09;13;-28.734;0
8.89201e+09;13;-28.7087;0
8.95365e+09;13;-28.6842;0
9.01571e+09;13;-28.6605;0
9.07821e+09;13;-28.6374;0
9.14113e+09;13;-28.6151;0
9.2045e+09;13;-28.5935;0
9.2683e+09;13;-28.5726;0
9.33254e+09;13;-28.5523;0
9.39723e+09;13;-28.5328;0
9.46237e+09;13;-28.5139;0
9.52796e+09;13;-28.4956;0
9.59401e+09;13;-28.478;0
9.66051e+09;13;-28.461;0
9.72747e+09;13;-28.4446;0
9.7949e+09;13;-28.4289;0
9.86279e+09;13;-28.4137;0
9.93116e+09;13;-28.3992;0
1e+10;13;-28.3852;0
1e+07;14;0.000477675;0
1.00693e+07;14;0.00048432;0
1.01391e+07;14;0.000491058;0
1.02094e+07;14;0.000497889;0
1.02802e+07;14;0.000504815;0
1.03514e+07;14;0.000511837;0
1.04232e+07;14;0.000518957;0
1.04954e+07;14;0.000526176;0
1.05682e+07;14;0.000533496;0
1.06414e+07;14;0.000540917;0
1.07152e+07;14;0.000548442;0
