"acfrequency";"number";"r Zin";"i Zin"
1.34586e+09;4;0.3711;-22.2018
1.34896e+09;4;0.3711;-22.1398
1.35207e+09;4;0.3711;-22.0779
1.35519e+09;4;0.3711;-22.0162
1.35831e+09;4;0.3711;-21.9546
1.36144e+09;4;0.3711;-21.8931
1.36458e+09;4;0.3711;-21.8317
1.36773e+09;4;0.3711;-21.7705
1.37088e+09;4;0.3711;-21.7093
1.37404e+09;4;0.3711;-21.6483
1.37721e+09;4;0.3711;-21.5873
1.38038e+09;4;0.3711;-21.5265
1.38357e+09;4;0.3711;-21.4658
1.38676e+09;4;0.3711;-21.4053
1.38995e+09;4;0.3711;-21.3448
1.39316e+09;4;0.3711;-21.2844
1.39637e+09;4;0.3711;-21.2242
1.39959e+09;4;0.3711;-21.1641
1.40281e+09;4;0.3711;-21.1041
1.40605e+09;4;0.3711;-21.0442
1.40929e+09;4;0.3711;-20.9844
1.41254e+09;4;0.3711;-20.9247
1.41579e+09;4;0.3711;-20.8651
1.41906e+09;4;0.3711;-20.8057
1.42233e+09;4;0.3711;-20.7463
1.42561e+09;4;0.3711;-20.6871
1.42889e+09;4;0.3711;-20.6279
1.43219e+09;4;0.3711;-20.5689
1.43549e+09;4;0.3711;-20.51
1.4388e+09;4;0.3711;-20.4512
1.44212e+09;4;0.3711;-20.3925
1.44544e+09;4;0.3711;-20.3339
1.44877e+09;4;0.3711;-20.2755
1.45211e+09;4;0.3711;-20.2171
1.45546e+09;4;0.3711;-20.1588
1.45881e+09;4;0.3711;-20.1007
1.46218e+09;4;0.3711;-20.0426
1.46555e+09;4;0.3711;-19.9847
1.46893e+09;4;0.3711;-19.9268
1.47231e+09;4;0.3711;-19.8691
1.47571e+09;4;0.3711;-19.8115
1.47911e+09;4;0.3711;-19.754
1.48252e+09;4;0.3711;-19.6965
1.48594e+09;4;0.3711;-19.6392
1.48936e+09;4;0.3711;-19.582
1.49279e+09;4;0.3711;-19.5249
1.49624e+09;4;0.3711;-19.4679
1.49968e+09;4;0.3711;-19.411
1.50314e+09;4;0.3711;-19.3542
1.50661e+09;4;0.3711;-19.2975
1.51008e+09;4;0.3711;-19.2409
1.51356e+09;4;0.3711;-19.1845
1.51705e+09;4;0.3711;-19.1281
1.52055e+09;4;0.3711;-19.0718
1.52405e+09;4;0.3711;-19.0156
1.52757e+09;4;0.3711;-18.9595
1.53109e+09;4;0.3711;-18.9035
1.53462e+09;4;0.3711;-18.8477
1.53815e+09;4;0.3711;-18.7919
1.5417e+09;4;0.3711;-18.7362
1.54525e+09;4;0.3711;-18.6806
1.54882e+09;4;0.3711;-18.6251
1.55239e+09;4;0.3711;-18.5697
1.55597e+09;4;0.3711;-18.5145
1.55955e+09;4;0.3711;-18.4593
1.56315e+09;4;0.3711;-18.4042
1.56675e+09;4;0.3711;-18.3492
1.57036e+09;4;0.3711;-18.2943
1.57398e+09;4;0.3711;-18.2395
1.57761e+09;4;0.3711;-18.1848
1.58125e+09;4;0.3711;-18.1302
1.58489e+09;4;0.3711;-18.0757
1.58855e+09;4;0.3711;-18.0213
1.59221e+09;4;0.3711;-17.9669
1.59588e+09;4;0.3711;-17.9127
1.59956e+09;4;0.3711;-17.8586
1.60325e+09;4;0.3711;-17.8046
1.60694e+09;4;0.3711;-17.7506
1.61065e+09;4;0.3711;-17.6968
1.61436e+09;4;0.3711;-17.643
1.61808e+09;4;0.3711;-17.5894
1.62181e+09;4;0.3711;-17.5358
1.62555e+09;4;0.3711;-17.4823
1.6293e+09;4;0.3711;-17.429
1.63305e+09;4;0.3711;-17.3757
1.63682e+09;4;0.3711;-17.3225
1.64059e+09;4;0.3711;-17.2694
1.64437e+09;4;0.3711;-17.2164
1.64816e+09;4;0.3711;-17.1634
1.65196e+09;4;0.3711;-17.1106
1.65577e+09;4;0.3711;-17.0579
1.65959e+09;4;0.3711;-17.0052
1.66341e+09;4;0.3711;-16.9527
1.66725e+09;4;0.3711;-16.9002
1.67109e+09;4;0.3711;-16.8478
1.67494e+09;4;0.3711;-16.7955
1.6788e+09;4;0.3711;-16.7433
1.68267e+09;4;0.3711;-16.6912
1.68655e+09;4;0.3711;-16.6392
1.69044e+09;4;0.3711;-16.5873
1.69434e+09;4;0.3711;-16.5354
1.69824e+09;4;0.3711;-16.4837
1.70216e+09;4;0.3711;-16.432
1.70608e+09;4;0.3711;-16.3804
1.71002e+09;4;0.3711;-16.3289
1.71396e+09;4;0.3711;-16.2775
1.71791e+09;4;0.3711;-16.2262
1.72187e+09;4;0.3711;-16.175
1.72584e+09;4;0.3711;-16.1238
1.72982e+09;4;0.3711;-16.0727
1.7338e+09;4;0.3711;-16.0218
1.7378e+09;4;0.3711;-15.9709
1.74181e+09;4;0.3711;-15.92
1.74582e+09;4;0.3711;-15.8693
1.74985e+09;4;0.3711;-15.8187
1.75388e+09;4;0.3711;-15.7681
1.75792e+09;4;0.3711;-15.7176
1.76198e+09;4;0.3711;-15.6673
1.76604e+09;4;0.3711;-15.6169
1.77011e+09;4;0.3711;-15.5667
1.77419e+09;4;0.3711;-15.5166
1.77828e+09;4;0.3711;-15.4665
1.78238e+09;4;0.3711;-15.4165
1.78649e+09;4;0.3711;-15.3666
1.79061e+09;4;0.3711;-15.3168
1.79473e+09;4;0.3711;-15.2671
1.79887e+09;4;0.3711;-15.2174
1.80302e+09;4;0.3711;-15.1679
1.80717e+09;4;0.3711;-15.1184
1.81134e+09;4;0.3711;-15.069
1.81552e+09;4;0.3711;-15.0196
1.8197e+09;4;0.3711;-14.9704
1.8239e+09;4;0.3711;-14.9212
1.8281e+09;4;0.3711;-14.8721
1.83231e+09;4;0.3711;-14.8231
1.83654e+09;4;0.3711;-14.7741
1.84077e+09;4;0.3711;-14.7253
1.84502e+09;4;0.3711;-14.6765
1.84927e+09;4;0.3711;-14.6278
1.85353e+09;4;0.3711;-14.5792
1.8578e+09;4;0.3711;-14.5306
1.86209e+09;4;0.3711;-14.4822
1.86638e+09;4;0.3711;-14.4338
1.87068e+09;4;0.3711;-14.3854
1.87499e+09;4;0.3711;-14.3372
1.87932e+09;4;0.3711;-14.289
1.88365e+09;4;0.3711;-14.2409
1.88799e+09;4;0.3711;-14.1929
1.89234e+09;4;0.3711;-14.145
1.89671e+09;4;0.3711;-14.0971
1.90108e+09;4;0.3711;-14.0493
1.90546e+09;4;0.3711;-14.0016
1.90985e+09;4;0.3711;-13.954
1.91426e+09;4;0.3711;-13.9064
1.91867e+09;4;0.3711;-13.8589
1.92309e+09;4;0.3711;-13.8115
1.92752e+09;4;0.3711;-13.7642
1.93197e+09;4;0.3711;-13.7169
1.93642e+09;4;0.3711;-13.6697
1.94089e+09;4;0.3711;-13.6226
1.94536e+09;4;0.3711;-13.5755
1.94984e+09;4;0.3711;-13.5285
1.95434e+09;4;0.3711;-13.4816
1.95884e+09;4;0.3711;-13.4348
1.96336e+09;4;0.3711;-13.388
1.96789e+09;4;0.3711;-13.3413
1.97242e+09;4;0.3711;-13.2947
1.97697e+09;4;0.3711;-13.2481
1.98153e+09;4;0.3711;-13.2016
1.98609e+09;4;0.3711;-13.1552
1.99067e+09;4;0.3711;-13.1089
1.99526e+09;4;0.3711;-13.0626
1.99986e+09;4;0.3711;-13.0164
2.00447e+09;4;0.3711;-12.9702
2.00909e+09;4;0.3711;-12.9242
2.01372e+09;4;0.3711;-12.8782
2.01837e+09;4;0.3711;-12.8322
2.02302e+09;4;0.3711;-12.7864
2.02768e+09;4;0.3711;-12.7406
2.03236e+09;4;0.3711;-12.6948
2.03704e+09;4;0.3711;-12.6492
2.04174e+09;4;0.3711;-12.6036
2.04644e+09;4;0.3711;-12.558
2.05116e+09;4;0.3711;-12.5126
2.05589e+09;4;0.3711;-12.4672
2.06063e+09;4;0.3711;-12.4219
2.06538e+09;4;0.3711;-12.3766
2.07014e+09;4;0.3711;-12.3314
2.07491e+09;4;0.3711;-12.2863
2.0797e+09;4;0.3711;-12.2412
2.08449e+09;4;0.3711;-12.1962
2.0893e+09;4;0.3711;-12.1513
2.09411e+09;4;0.3711;-12.1064
2.09894e+09;4;0.3711;-12.0616
2.10378e+09;4;0.3711;-12.0168
2.10863e+09;4;0.3711;-11.9721
2.11349e+09;4;0.3711;-11.9275
2.11836e+09;4;0.3711;-11.883
2.12324e+09;4;0.3711;-11.8385
2.12814e+09;4;0.3711;-11.794
2.13304e+09;4;0.3711;-11.7497
2.13796e+09;4;0.3711;-11.7054
2.14289e+09;4;0.3711;-11.6611
2.14783e+09;4;0.3711;-11.6169
2.15278e+09;4;0.3711;-11.5728
2.15774e+09;4;0.3711;-11.5288
2.16272e+09;4;0.3711;-11.4848
2.1677e+09;4;0.3711;-11.4408
2.1727e+09;4;0.3711;-11.397
2.17771e+09;4;0.3711;-11.3531
2.18273e+09;4;0.3711;-11.3094
2.18776e+09;4;0.3711;-11.2657
2.1928e+09;4;0.3711;-11.2221
2.19786e+09;4;0.3711;-11.1785
2.20293e+09;4;0.3711;-11.135
2.208e+09;4;0.3711;-11.0915
2.21309e+09;4;0.3711;-11.0481
2.2182e+09;4;0.3711;-11.0048
2.22331e+09;4;0.3711;-10.9615
2.22844e+09;4;0.3711;-10.9183
2.23357e+09;4;0.3711;-10.8751
2.23872e+09;4;0.3711;-10.832
2.24388e+09;4;0.3711;-10.7889
2.24905e+09;4;0.3711;-10.7459
2.25424e+09;4;0.3711;-10.703
2.25944e+09;4;0.3711;-10.6601
2.26464e+09;4;0.3711;-10.6173
2.26986e+09;4;0.3711;-10.5745
2.2751e+09;4;0.3711;-10.5318
2.28034e+09;4;0.3711;-10.4892
2.2856e+09;4;0.3711;-10.4466
2.29087e+09;4;0.3711;-10.404
2.29615e+09;4;0.3711;-10.3615
2.30144e+09;4;0.3711;-10.3191
2.30675e+09;4;0.3711;-10.2767
2.31206e+09;4;0.3711;-10.2344
2.31739e+09;4;0.3711;-10.1921
2.32274e+09;4;0.3711;-10.1499
2.32809e+09;4;0.3711;-10.1078
2.33346e+09;4;0.3711;-10.0656
2.33884e+09;4;0.3711;-10.0236
2.34423e+09;4;0.3711;-9.98159
2.34963e+09;4;0.3711;-9.93964
2.35505e+09;4;0.3711;-9.89774
2.36048e+09;4;0.3711;-9.8559
2.36592e+09;4;0.3711;-9.8141
2.37137e+09;4;0.3711;-9.77236
2.37684e+09;4;0.3711;-9.73068
2.38232e+09;4;0.3711;-9.68904
2.38781e+09;4;0.3711;-9.64745
2.39332e+09;4;0.3711;-9.60592
2.39883e+09;4;0.3711;-9.56444
2.40436e+09;4;0.3711;-9.523
2.40991e+09;4;0.3711;-9.48162
2.41546e+09;4;0.3711;-9.44029
2.42103e+09;4;0.3711;-9.39901
2.42661e+09;4;0.3711;-9.35778
2.4322e+09;4;0.3711;-9.31659
2.43781e+09;4;0.3711;-9.27546
2.44343e+09;4;0.3711;-9.23438
2.44906e+09;4;0.3711;-9.19334
2.45471e+09;4;0.3711;-9.15236
2.46037e+09;4;0.3711;-9.11142
2.46604e+09;4;0.3711;-9.07053
2.47172e+09;4;0.3711;-9.02969
2.47742e+09;4;0.3711;-8.98889
2.48313e+09;4;0.3711;-8.94815
2.48886e+09;4;0.3711;-8.90745
2.49459e+09;4;0.3711;-8.8668
2.50035e+09;4;0.3711;-8.8262
2.50611e+09;4;0.3711;-8.78564
2.51189e+09;4;0.3711;-8.74513
2.51768e+09;4;0.3711;-8.70466
2.52348e+09;4;0.3711;-8.66425
2.5293e+09;4;0.3711;-8.62387
2.53513e+09;4;0.3711;-8.58355
2.54097e+09;4;0.3711;-8.54327
2.54683e+09;4;0.3711;-8.50303
2.5527e+09;4;0.3711;-8.46284
2.55859e+09;4;0.3711;-8.4227
2.56448e+09;4;0.3711;-8.38259
2.5704e+09;4;0.3711;-8.34254
2.57632e+09;4;0.3711;-8.30253
2.58226e+09;4;0.3711;-8.26256
2.58821e+09;4;0.3711;-8.22263
2.59418e+09;4;0.3711;-8.18275
2.60016e+09;4;0.3711;-8.14292
2.60615e+09;4;0.3711;-8.10312
2.61216e+09;4;0.3711;-8.06337
2.61818e+09;4;0.3711;-8.02366
2.62422e+09;4;0.3711;-7.98399
2.63027e+09;4;0.3711;-7.94437
2.63633e+09;4;0.3711;-7.90479
2.64241e+09;4;0.3711;-7.86525
2.6485e+09;4;0.3711;-7.82575
2.65461e+09;4;0.3711;-7.7863
2.66073e+09;4;0.3711;-7.74688
2.66686e+09;4;0.3711;-7.70751
2.67301e+09;4;0.3711;-7.66817
2.67917e+09;4;0.3711;-7.62888
2.68534e+09;4;0.3711;-7.58963
2.69153e+09;4;0.3711;-7.55042
2.69774e+09;4;0.3711;-7.51124
2.70396e+09;4;0.3711;-7.47211
2.71019e+09;4;0.3711;-7.43302
2.71644e+09;4;0.3711;-7.39397
2.7227e+09;4;0.3711;-7.35495
2.72898e+09;4;0.3711;-7.31598
2.73527e+09;4;0.3711;-7.27704
2.74157e+09;4;0.3711;-7.23814
2.74789e+09;4;0.3711;-7.19929
2.75423e+09;4;0.3711;-7.16046
2.76058e+09;4;0.3711;-7.12168
2.76694e+09;4;0.3711;-7.08294
2.77332e+09;4;0.3711;-7.04423
2.77971e+09;4;0.3711;-7.00556
2.78612e+09;4;0.3711;-6.96693
2.79254e+09;4;0.3711;-6.92833
2.79898e+09;4;0.3711;-6.88977
2.80543e+09;4;0.3711;-6.85125
2.8119e+09;4;0.3711;-6.81276
2.81838e+09;4;0.3711;-6.77431
2.82488e+09;4;0.3711;-6.7359
2.83139e+09;4;0.3711;-6.69752
2.83792e+09;4;0.3711;-6.65917
2.84446e+09;4;0.3711;-6.62086
2.85102e+09;4;0.3711;-6.58259
2.85759e+09;4;0.3711;-6.54435
2.86418e+09;4;0.3711;-6.50615
2.87078e+09;4;0.3711;-6.46798
2.8774e+09;4;0.3711;-6.42985
2.88403e+09;4;0.3711;-6.39175
2.89068e+09;4;0.3711;-6.35368
2.89734e+09;4;0.3711;-6.31565
2.90402e+09;4;0.3711;-6.27765
2.91072e+09;4;0.3711;-6.23968
2.91743e+09;4;0.3711;-6.20175
2.92415e+09;4;0.3711;-6.16385
2.93089e+09;4;0.3711;-6.12598
2.93765e+09;4;0.3711;-6.08815
2.94442e+09;4;0.3711;-6.05034
2.95121e+09;4;0.3711;-6.01257
2.95801e+09;4;0.3711;-5.97483
2.96483e+09;4;0.3711;-5.93713
2.97167e+09;4;0.3711;-5.89945
2.97852e+09;4;0.3711;-5.86181
2.98538e+09;4;0.3711;-5.82419
2.99226e+09;4;0.3711;-5.78661
2.99916e+09;4;0.3711;-5.74906
3.00608e+09;4;0.3711;-5.71154
3.01301e+09;4;0.3711;-5.67405
3.01995e+09;4;0.3711;-5.63659
3.02691e+09;4;0.3711;-5.59916
3.03389e+09;4;0.3711;-5.56175
3.04089e+09;4;0.3711;-5.52438
3.04789e+09;4;0.3711;-5.48704
3.05492e+09;4;0.3711;-5.44973
3.06196e+09;4;0.3711;-5.41244
3.06902e+09;4;0.3711;-5.37519
3.0761e+09;4;0.3711;-5.33796
3.08319e+09;4;0.3711;-5.30076
3.0903e+09;4;0.3711;-5.26359
3.09742e+09;4;0.3711;-5.22645
3.10456e+09;4;0.3711;-5.18933
3.11172e+09;4;0.3711;-5.15224
3.11889e+09;4;0.3711;-5.11518
3.12608e+09;4;0.3711;-5.07815
3.13329e+09;4;0.3711;-5.04114
3.14051e+09;4;0.3711;-5.00416
3.14775e+09;4;0.3711;-4.96721
3.155e+09;4;0.3711;-4.93028
3.16228e+09;4;0.3711;-4.89338
3.16957e+09;4;0.3711;-4.85651
3.17687e+09;4;0.3711;-4.81966
3.1842e+09;4;0.3711;-4.78283
3.19154e+09;4;0.3711;-4.74604
3.1989e+09;4;0.3711;-4.70926
3.20627e+09;4;0.3711;-4.67252
3.21366e+09;4;0.3711;-4.63579
3.22107e+09;4;0.3711;-4.59909
3.22849e+09;4;0.3711;-4.56242
3.23594e+09;4;0.3711;-4.52577
3.2434e+09;4;0.3711;-4.48914
3.25087e+09;4;0.3711;-4.45254
3.25837e+09;4;0.3711;-4.41596
3.26588e+09;4;0.3711;-4.37941
3.27341e+09;4;0.3711;-4.34288
3.28095e+09;4;0.3711;-4.30637
3.28852e+09;4;0.3711;-4.26988
3.2961e+09;4;0.3711;-4.23342
3.3037e+09;4;0.3711;-4.19698
3.31131e+09;4;0.3711;-4.16056
3.31894e+09;4;0.3711;-4.12416
3.3266e+09;4;0.3711;-4.08779
3.33426e+09;4;0.3711;-4.05143
3.34195e+09;4;0.3711;-4.0151
3.34965e+09;4;0.3711;-3.97879
3.35738e+09;4;0.3711;-3.9425
3.36512e+09;4;0.3711;-3.90623
3.37287e+09;4;0.3711;-3.86998
3.38065e+09;4;0.3711;-3.83376
3.38844e+09;4;0.3711;-3.79755
3.39625e+09;4;0.3711;-3.76136
3.40408e+09;4;0.3711;-3.7252
3.41193e+09;4;0.3711;-3.68905
3.41979e+09;4;0.3711;-3.65292
3.42768e+09;4;0.3711;-3.61681
3.43558e+09;4;0.3711;-3.58073
3.4435e+09;4;0.3711;-3.54466
3.45144e+09;4;0.3711;-3.5086
3.45939e+09;4;0.3711;-3.47257
3.46737e+09;4;0.3711;-3.43656
3.47536e+09;4;0.3711;-3.40056
3.48337e+09;4;0.3711;-3.36458
3.4914e+09;4;0.3711;-3.32862
3.49945e+09;4;0.3711;-3.29268
3.50752e+09;4;0.3711;-3.25676
3.5156e+09;4;0.3711;-3.22085
3.52371e+09;4;0.3711;-3.18496
3.53183e+09;4;0.3711;-3.14908
3.53997e+09;4;0.3711;-3.11323
3.54813e+09;4;0.3711;-3.07739
3.55631e+09;4;0.3711;-3.04156
3.56451e+09;4;0.3711;-3.00575
3.57273e+09;4;0.3711;-2.96996
3.58096e+09;4;0.3711;-2.93419
3.58922e+09;4;0.3711;-2.89842
3.59749e+09;4;0.3711;-2.86268
3.60579e+09;4;0.3711;-2.82695
3.6141e+09;4;0.3711;-2.79123
3.62243e+09;4;0.3711;-2.75553
3.63078e+09;4;0.3711;-2.71985
3.63915e+09;4;0.3711;-2.68418
3.64754e+09;4;0.3711;-2.64852
3.65595e+09;4;0.3711;-2.61288
3.66438e+09;4;0.3711;-2.57725
3.67282e+09;4;0.3711;-2.54163
3.68129e+09;4;0.3711;-2.50603
3.68978e+09;4;0.3711;-2.47044
3.69828e+09;4;0.3711;-2.43486
3.70681e+09;4;0.3711;-2.3993
3.71535e+09;4;0.3711;-2.36375
3.72392e+09;4;0.3711;-2.32821
3.7325e+09;4;0.3711;-2.29269
3.74111e+09;4;0.3711;-2.25717
3.74973e+09;4;0.3711;-2.22167
3.75837e+09;4;0.3711;-2.18618
3.76704e+09;4;0.3711;-2.15071
3.77572e+09;4;0.3711;-2.11524
3.78443e+09;4;0.3711;-2.07978
3.79315e+09;4;0.3711;-2.04434
3.80189e+09;4;0.3711;-2.00891
3.81066e+09;4;0.3711;-1.97348
3.81944e+09;4;0.3711;-1.93807
3.82825e+09;4;0.3711;-1.90267
3.83707e+09;4;0.3711;-1.86728
3.84592e+09;4;0.3711;-1.83189
3.85478e+09;4;0.3711;-1.79652
3.86367e+09;4;0.3711;-1.76116
3.87258e+09;4;0.3711;-1.72581
3.8815e+09;4;0.3711;-1.69046
3.89045e+09;4;0.3711;-1.65513
3.89942e+09;4;0.3711;-1.6198
3.90841e+09;4;0.3711;-1.58448
3.91742e+09;4;0.3711;-1.54917
3.92645e+09;4;0.3711;-1.51387
3.9355e+09;4;0.3711;-1.47858
3.94457e+09;4;0.3711;-1.44329
3.95367e+09;4;0.3711;-1.40802
3.96278e+09;4;0.3711;-1.37274
3.97192e+09;4;0.3711;-1.33748
3.98107e+09;4;0.3711;-1.30223
3.99025e+09;4;0.3711;-1.26698
3.99945e+09;4;0.3711;-1.23173
4.00867e+09;4;0.3711;-1.1965
4.01791e+09;4;0.3711;-1.16127
4.02717e+09;4;0.3711;-1.12605
4.03645e+09;4;0.3711;-1.09083
4.04576e+09;4;0.3711;-1.05562
4.05509e+09;4;0.3711;-1.02041
4.06443e+09;4;0.3711;-0.98521
4.0738e+09;4;0.3711;-0.950015
4.08319e+09;4;0.3711;-0.914825
4.09261e+09;4;0.3711;-0.879639
4.10204e+09;4;0.3711;-0.844458
4.1115e+09;4;0.3711;-0.809282
4.12098e+09;4;0.3711;-0.77411
4.13048e+09;4;0.3711;-0.738942
4.14e+09;4;0.3711;-0.703778
4.14954e+09;4;0.3711;-0.668618
4.15911e+09;4;0.3711;-0.633461
4.16869e+09;4;0.3711;-0.598308
4.1783e+09;4;0.3711;-0.563158
4.18794e+09;4;0.3711;-0.528011
4.19759e+09;4;0.3711;-0.492866
4.20727e+09;4;0.3711;-0.457724
4.21697e+09;4;0.3711;-0.422585
4.22669e+09;4;0.3711;-0.387448
4.23643e+09;4;0.3711;-0.352313
4.2462e+09;4;0.3711;-0.31718
4.25598e+09;4;0.3711;-0.282048
4.2658e+09;4;0.3711;-0.246918
4.27563e+09;4;0.3711;-0.211789
4.28549e+09;4;0.3711;-0.176662
4.29536e+09;4;0.3711;-0.141535
4.30527e+09;4;0.3711;-0.106409
4.31519e+09;4;0.3711;-0.0712839
4.32514e+09;4;0.3711;-0.0361589
4.33511e+09;4;0.3711;-0.00103414
4.3451e+09;4;0.3711;0.0340906
4.35512e+09;4;0.3711;0.0692156
4.36516e+09;4;0.3711;0.104341
4.37522e+09;4;0.3711;0.139467
4.38531e+09;4;0.3711;0.174593
4.39542e+09;4;0.3711;0.209721
4.40555e+09;4;0.3711;0.244849
4.4157e+09;4;0.3711;0.279979
4.42588e+09;4;0.3711;0.315111
4.43609e+09;4;0.3711;0.350244
4.44631e+09;4;0.3711;0.385379
4.45656e+09;4;0.3711;0.420516
4.46684e+09;4;0.3711;0.455655
4.47713e+09;4;0.3711;0.490797
4.48745e+09;4;0.3711;0.525941
4.4978e+09;4;0.3711;0.561088
4.50817e+09;4;0.3711;0.596238
4.51856e+09;4;0.3711;0.631391
4.52898e+09;4;0.3711;0.666548
4.53942e+09;4;0.3711;0.701708
4.54988e+09;4;0.3711;0.736872
4.56037e+09;4;0.3711;0.772039
4.57088e+09;4;0.3711;0.807211
4.58142e+09;4;0.3711;0.842387
4.59198e+09;4;0.3711;0.877568
4.60257e+09;4;0.3711;0.912753
4.61318e+09;4;0.3711;0.947943
4.62381e+09;4;0.3711;0.983138
4.63447e+09;4;0.3711;1.01834
4.64515e+09;4;0.3711;1.05354
4.65586e+09;4;0.3711;1.08875
4.66659e+09;4;0.3711;1.12397
4.67735e+09;4;0.3711;1.15919
4.68813e+09;4;0.3711;1.19442
4.69894e+09;4;0.3711;1.22966
4.70977e+09;4;0.3711;1.2649
4.72063e+09;4;0.3711;1.30015
4.73151e+09;4;0.3711;1.33541
4.74242e+09;4;0.3711;1.37067
4.75335e+09;4;0.3711;1.40594
4.76431e+09;4;0.3711;1.44122
4.77529e+09;4;0.3711;1.4765
4.7863e+09;4;0.3711;1.51179
4.79733e+09;4;0.3711;1.54709
4.80839e+09;4;0.3711;1.5824
4.81948e+09;4;0.3711;1.61772
4.83059e+09;4;0.3711;1.65305
4.84172e+09;4;0.3711;1.68838
4.85289e+09;4;0.3711;1.72373
4.86407e+09;4;0.3711;1.75908
4.87528e+09;4;0.3711;1.79444
4.88652e+09;4;0.3711;1.82981
4.89779e+09;4;0.3711;1.86519
4.90908e+09;4;0.3711;1.90058
4.9204e+09;4;0.3711;1.93599
4.93174e+09;4;0.3711;1.9714
4.94311e+09;4;0.3711;2.00682
4.9545e+09;4;0.3711;2.04225
4.96592e+09;4;0.3711;2.0777
4.97737e+09;4;0.3711;2.11315
4.98884e+09;4;0.3711;2.14862
5.00035e+09;4;0.3711;2.18409
5.01187e+09;4;0.3711;2.21958
5.02343e+09;4;0.3711;2.25508
5.03501e+09;4;0.3711;2.2906
5.04661e+09;4;0.3711;2.32612
5.05825e+09;4;0.3711;2.36166
5.06991e+09;4;0.3711;2.39721
5.08159e+09;4;0.3711;2.43277
5.09331e+09;4;0.3711;2.46834
5.10505e+09;4;0.3711;2.50393
5.11682e+09;4;0.3711;2.53953
5.12861e+09;4;0.3711;2.57515
5.14044e+09;4;0.3711;2.61078
5.15229e+09;4;0.3711;2.64642
5.16416e+09;4;0.3711;2.68208
5.17607e+09;4;0.3711;2.71775
5.188e+09;4;0.3711;2.75343
5.19996e+09;4;0.3711;2.78913
5.21195e+09;4;0.3711;2.82485
5.22396e+09;4;0.3711;2.86057
5.236e+09;4;0.3711;2.89632
5.24807e+09;4;0.3711;2.93208
5.26017e+09;4;0.3711;2.96785
5.2723e+09;4;0.3711;3.00365
5.28445e+09;4;0.3711;3.03945
5.29663e+09;4;0.3711;3.07528
5.30884e+09;4;0.3711;3.11112
5.32108e+09;4;0.3711;3.14697
5.33335e+09;4;0.3711;3.18284
5.34564e+09;4;0.3711;3.21873
5.35797e+09;4;0.3711;3.25464
5.37032e+09;4;0.3711;3.29057
5.3827e+09;4;0.3711;3.32651
5.39511e+09;4;0.3711;3.36247
5.40754e+09;4;0.3711;3.39844
5.42001e+09;4;0.3711;3.43444
5.4325e+09;4;0.3711;3.47045
5.44503e+09;4;0.3711;3.50648
5.45758e+09;4;0.3711;3.54253
5.47016e+09;4;0.3711;3.5786
5.48277e+09;4;0.3711;3.61469
5.49541e+09;4;0.3711;3.6508
5.50808e+09;4;0.3711;3.68692
5.52077e+09;4;0.3711;3.72307
5.5335e+09;4;0.3711;3.75923
5.54626e+09;4;0.3711;3.79542
5.55904e+09;4;0.3711;3.83162
5.57186e+09;4;0.3711;3.86785
5.5847e+09;4;0.3711;3.9041
5.59758e+09;4;0.3711;3.94036
5.61048e+09;4;0.3711;3.97665
5.62341e+09;4;0.3711;4.01296
5.63638e+09;4;0.3711;4.04929
5.64937e+09;4;0.3711;4.08564
5.66239e+09;4;0.3711;4.12202
5.67545e+09;4;0.3711;4.15841
5.68853e+09;4;0.3711;4.19483
5.70164e+09;4;0.3711;4.23127
5.71479e+09;4;0.3711;4.26773
5.72796e+09;4;0.3711;4.30422
5.74116e+09;4;0.3711;4.34073
5.7544e+09;4;0.3711;4.37726
5.76766e+09;4;0.3711;4.41381
5.78096e+09;4;0.3711;4.45039
5.79429e+09;4;0.3711;4.48699
5.80764e+09;4;0.3711;4.52361
5.82103e+09;4;0.3711;4.56026
5.83445e+09;4;0.3711;4.59693
5.8479e+09;4;0.3711;4.63363
5.86138e+09;4;0.3711;4.67035
5.87489e+09;4;0.3711;4.7071
5.88844e+09;4;0.3711;4.74387
5.90201e+09;4;0.3711;4.78067
5.91562e+09;4;0.3711;4.81749
5.92925e+09;4;0.3711;4.85434
5.94292e+09;4;0.3711;4.89121
5.95662e+09;4;0.3711;4.92811
5.97035e+09;4;0.3711;4.96503
5.98412e+09;4;0.3711;5.00199
5.99791e+09;4;0.3711;5.03896
6.01174e+09;4;0.3711;5.07597
6.0256e+09;4;0.3711;5.113
6.03949e+09;4;0.3711;5.15006
6.05341e+09;4;0.3711;5.18715
6.06736e+09;4;0.3711;5.22426
6.08135e+09;4;0.3711;5.2614
6.09537e+09;4;0.3711;5.29857
6.10942e+09;4;0.3711;5.33577
6.1235e+09;4;0.3711;5.37299
6.13762e+09;4;0.3711;5.41025
6.15177e+09;4;0.3711;5.44753
6.16595e+09;4;0.3711;5.48484
6.18016e+09;4;0.3711;5.52218
6.19441e+09;4;0.3711;5.55955
6.20869e+09;4;0.3711;5.59695
6.223e+09;4;0.3711;5.63438
6.23735e+09;4;0.3711;5.67184
6.25173e+09;4;0.3711;5.70933
6.26614e+09;4;0.3711;5.74685
6.28058e+09;4;0.3711;5.7844
6.29506e+09;4;0.3711;5.82198
6.30957e+09;4;0.3711;5.85959
6.32412e+09;4;0.3711;5.89723
6.3387e+09;4;0.3711;5.93491
