"acfrequency";"number";"r Z";"i Z"
1.97242e+09;42;4.52751;54.5114
1.97697e+09;42;4.50174;54.6919
1.98153e+09;42;4.47606;54.8728
1.98609e+09;42;4.45045;55.054
1.99067e+09;42;4.42494;55.2357
1.99526e+09;42;4.39951;55.4178
1.99986e+09;42;4.37416;55.6002
2.00447e+09;42;4.3489;55.7831
2.00909e+09;42;4.32372;55.9663
2.01372e+09;42;4.29862;56.1499
2.01837e+09;42;4.27362;56.3339
2.02302e+09;42;4.24869;56.5184
2.02768e+09;42;4.22385;56.7032
2.03236e+09;42;4.1991;56.8884
2.03704e+09;42;4.17443;57.074
2.04174e+09;42;4.14984;57.26
2.04644e+09;42;4.12534;57.4464
2.05116e+09;42;4.10093;57.6332
2.05589e+09;42;4.0766;57.8204
2.06063e+09;42;4.05235;58.008
2.06538e+09;42;4.02819;58.196
2.07014e+09;42;4.00411;58.3844
2.07491e+09;42;3.98012;58.5732
2.0797e+09;42;3.95621;58.7624
2.08449e+09;42;3.93239;58.952
2.0893e+09;42;3.90865;59.142
2.09411e+09;42;3.885;59.3325
2.09894e+09;42;3.86143;59.5233
2.10378e+09;42;3.83795;59.7145
2.10863e+09;42;3.81455;59.9061
2.11349e+09;42;3.79123;60.0982
2.11836e+09;42;3.768;60.2906
2.12324e+09;42;3.74486;60.4835
2.12814e+09;42;3.7218;60.6767
2.13304e+09;42;3.69882;60.8704
2.13796e+09;42;3.67593;61.0645
2.14289e+09;42;3.65312;61.2589
2.14783e+09;42;3.6304;61.4538
2.15278e+09;42;3.60776;61.6491
2.15774e+09;42;3.5852;61.8449
2.16272e+09;42;3.56273;62.041
2.1677e+09;42;3.54035;62.2375
2.1727e+09;42;3.51805;62.4345
2.17771e+09;42;3.49583;62.6319
2.18273e+09;42;3.4737;62.8297
2.18776e+09;42;3.45165;63.0279
2.1928e+09;42;3.42969;63.2265
2.19786e+09;42;3.40781;63.4255
2.20293e+09;42;3.38601;63.625
2.208e+09;42;3.3643;63.8248
2.21309e+09;42;3.34268;64.0251
2.2182e+09;42;3.32113;64.2258
2.22331e+09;42;3.29967;64.427
2.22844e+09;42;3.2783;64.6285
2.23357e+09;42;3.25701;64.8305
2.23872e+09;42;3.2358;65.0329
2.24388e+09;42;3.21468;65.2357
2.24905e+09;42;3.19364;65.4389
2.25424e+09;42;3.17268;65.6426
2.25944e+09;42;3.15181;65.8467
2.26464e+09;42;3.13102;66.0512
2.26986e+09;42;3.11032;66.2561
2.2751e+09;42;3.0897;66.4615
2.28034e+09;42;3.06916;66.6673
2.2856e+09;42;3.04871;66.8735
2.29087e+09;42;3.02834;67.0802
2.29615e+09;42;3.00805;67.2873
2.30144e+09;42;2.98785;67.4948
2.30675e+09;42;2.96773;67.7027
2.31206e+09;42;2.9477;67.9111
2.31739e+09;42;2.92774;68.1199
2.32274e+09;42;2.90787;68.3291
2.32809e+09;42;2.88809;68.5388
2.33346e+09;42;2.86838;68.7489
2.33884e+09;42;2.84876;68.9595
2.34423e+09;42;2.82923;69.1705
2.34963e+09;42;2.80977;69.3819
2.35505e+09;42;2.7904;69.5937
2.36048e+09;42;2.77111;69.806
2.36592e+09;42;2.75191;70.0188
2.37137e+09;42;2.73278;70.232
2.37684e+09;42;2.71374;70.4456
2.38232e+09;42;2.69478;70.6596
2.38781e+09;42;2.67591;70.8741
2.39332e+09;42;2.65712;71.0891
2.39883e+09;42;2.63841;71.3045
2.40436e+09;42;2.61978;71.5203
2.40991e+09;42;2.60123;71.7366
2.41546e+09;42;2.58277;71.9533
2.42103e+09;42;2.56439;72.1705
2.42661e+09;42;2.54609;72.3881
2.4322e+09;42;2.52787;72.6062
2.43781e+09;42;2.50974;72.8247
2.44343e+09;42;2.49169;73.0436
2.44906e+09;42;2.47372;73.2631
2.45471e+09;42;2.45583;73.4829
2.46037e+09;42;2.43802;73.7033
2.46604e+09;42;2.42029;73.924
2.47172e+09;42;2.40265;74.1453
2.47742e+09;42;2.38509;74.367
2.48313e+09;42;2.36761;74.5891
2.48886e+09;42;2.35021;74.8117
2.49459e+09;42;2.33289;75.0348
2.50035e+09;42;2.31565;75.2583
2.50611e+09;42;2.2985;75.4823
2.51189e+09;42;2.28142;75.7067
2.51768e+09;42;2.26443;75.9316
2.52348e+09;42;2.24752;76.1569
2.5293e+09;42;2.23069;76.3828
2.53513e+09;42;2.21394;76.6091
2.54097e+09;42;2.19727;76.8358
2.54683e+09;42;2.18068;77.063
2.5527e+09;42;2.16417;77.2907
2.55859e+09;42;2.14774;77.5188
2.56448e+09;42;2.1314;77.7475
2.5704e+09;42;2.11513;77.9765
2.57632e+09;42;2.09894;78.2061
2.58226e+09;42;2.08284;78.4361
2.58821e+09;42;2.06681;78.6666
2.59418e+09;42;2.05087;78.8976
2.60016e+09;42;2.035;79.129
2.60615e+09;42;2.01922;79.3609
2.61216e+09;42;2.00351;79.5933
2.61818e+09;42;1.98789;79.8262
2.62422e+09;42;1.97234;80.0595
2.63027e+09;42;1.95688;80.2934
2.63633e+09;42;1.94149;80.5277
2.64241e+09;42;1.92619;80.7624
2.6485e+09;42;1.91096;80.9977
2.65461e+09;42;1.89581;81.2334
2.66073e+09;42;1.88075;81.4697
2.66686e+09;42;1.86576;81.7064
2.67301e+09;42;1.85085;81.9436
2.67917e+09;42;1.83602;82.1812
2.68534e+09;42;1.82127;82.4194
2.69153e+09;42;1.8066;82.658
2.69774e+09;42;1.792;82.8972
2.70396e+09;42;1.77749;83.1368
2.71019e+09;42;1.76305;83.3769
2.71644e+09;42;1.7487;83.6175
2.7227e+09;42;1.73442;83.8586
2.72898e+09;42;1.72022;84.1002
2.73527e+09;42;1.7061;84.3423
2.74157e+09;42;1.69206;84.5849
2.74789e+09;42;1.67809;84.828
2.75423e+09;42;1.66421;85.0715
2.76058e+09;42;1.6504;85.3156
2.76694e+09;42;1.63667;85.5602
2.77332e+09;42;1.62302;85.8052
2.77971e+09;42;1.60944;86.0508
2.78612e+09;42;1.59595;86.2969
2.79254e+09;42;1.58253;86.5434
2.79898e+09;42;1.56919;86.7905
2.80543e+09;42;1.55593;87.0381
2.8119e+09;42;1.54274;87.2862
2.81838e+09;42;1.52963;87.5348
2.82488e+09;42;1.5166;87.7839
2.83139e+09;42;1.50365;88.0335
2.83792e+09;42;1.49078;88.2836
2.84446e+09;42;1.47798;88.5342
2.85102e+09;42;1.46526;88.7854
2.85759e+09;42;1.45261;89.037
2.86418e+09;42;1.44004;89.2892
2.87078e+09;42;1.42755;89.5419
2.8774e+09;42;1.41514;89.7951
2.88403e+09;42;1.4028;90.0488
2.89068e+09;42;1.39054;90.303
2.89734e+09;42;1.37836;90.5578
2.90402e+09;42;1.36625;90.8131
2.91072e+09;42;1.35422;91.0689
2.91743e+09;42;1.34227;91.3252
2.92415e+09;42;1.33039;91.582
2.93089e+09;42;1.31859;91.8394
2.93765e+09;42;1.30686;92.0973
2.94442e+09;42;1.29521;92.3557
2.95121e+09;42;1.28364;92.6146
2.95801e+09;42;1.27214;92.8741
2.96483e+09;42;1.26072;93.1341
2.97167e+09;42;1.24937;93.3947
2.97852e+09;42;1.2381;93.6557
2.98538e+09;42;1.22691;93.9173
2.99226e+09;42;1.21579;94.1795
2.99916e+09;42;1.20474;94.4421
3.00608e+09;42;1.19378;94.7053
3.01301e+09;42;1.18288;94.9691
3.01995e+09;42;1.17206;95.2334
3.02691e+09;42;1.16132;95.4982
3.03389e+09;42;1.15065;95.7636
3.04089e+09;42;1.14006;96.0295
3.04789e+09;42;1.12954;96.2959
3.05492e+09;42;1.1191;96.5629
3.06196e+09;42;1.10873;96.8304
3.06902e+09;42;1.09844;97.0985
3.0761e+09;42;1.08822;97.3672
3.08319e+09;42;1.07808;97.6363
3.0903e+09;42;1.06801;97.9061
3.09742e+09;42;1.05801;98.1764
3.10456e+09;42;1.04809;98.4472
3.11172e+09;42;1.03825;98.7186
3.11889e+09;42;1.02847;98.9905
3.12608e+09;42;1.01878;99.263
3.13329e+09;42;1.00915;99.5361
3.14051e+09;42;0.999603;99.8097
3.14775e+09;42;0.990127;100.084
3.155e+09;42;0.980725;100.359
3.16228e+09;42;0.971397;100.634
3.16957e+09;42;0.962143;100.91
3.17687e+09;42;0.952963;101.186
3.1842e+09;42;0.943856;101.463
3.19154e+09;42;0.934822;101.741
3.1989e+09;42;0.925863;102.019
3.20627e+09;42;0.916976;102.298
3.21366e+09;42;0.908163;102.577
3.22107e+09;42;0.899424;102.857
3.22849e+09;42;0.890757;103.137
3.23594e+09;42;0.882164;103.418
3.2434e+09;42;0.873644;103.7
3.25087e+09;42;0.865197;103.982
3.25837e+09;42;0.856823;104.265
3.26588e+09;42;0.848521;104.548
3.27341e+09;42;0.840293;104.832
3.28095e+09;42;0.832137;105.116
3.28852e+09;42;0.824055;105.401
3.2961e+09;42;0.816045;105.687
3.3037e+09;42;0.808107;105.973
3.31131e+09;42;0.800242;106.26
3.31894e+09;42;0.79245;106.547
3.3266e+09;42;0.78473;106.835
3.33426e+09;42;0.777082;107.124
3.34195e+09;42;0.769507;107.413
3.34965e+09;42;0.762003;107.703
3.35738e+09;42;0.754573;107.993
3.36512e+09;42;0.747214;108.284
3.37287e+09;42;0.739927;108.576
3.38065e+09;42;0.732712;108.868
3.38844e+09;42;0.72557;109.16
3.39625e+09;42;0.718499;109.454
3.40408e+09;42;0.7115;109.748
3.41193e+09;42;0.704573;110.042
3.41979e+09;42;0.697718;110.337
3.42768e+09;42;0.690934;110.633
3.43558e+09;42;0.684222;110.93
3.4435e+09;42;0.677581;111.227
3.45144e+09;42;0.671012;111.524
3.45939e+09;42;0.664515;111.822
3.46737e+09;42;0.658089;112.121
3.47536e+09;42;0.651734;112.421
3.48337e+09;42;0.645451;112.721
3.4914e+09;42;0.639239;113.021
3.49945e+09;42;0.633098;113.323
3.50752e+09;42;0.627028;113.624
3.5156e+09;42;0.62103;113.927
3.52371e+09;42;0.615102;114.23
3.53183e+09;42;0.609246;114.534
3.53997e+09;42;0.60346;114.838
3.54813e+09;42;0.597746;115.143
3.55631e+09;42;0.592102;115.449
3.56451e+09;42;0.586529;115.755
3.57273e+09;42;0.581027;116.062
3.58096e+09;42;0.575596;116.37
3.58922e+09;42;0.570235;116.678
3.59749e+09;42;0.564945;116.987
3.60579e+09;42;0.559726;117.296
3.6141e+09;42;0.554577;117.606
3.62243e+09;42;0.549499;117.917
3.63078e+09;42;0.544491;118.228
3.63915e+09;42;0.539553;118.54
3.64754e+09;42;0.534686;118.853
3.65595e+09;42;0.52989;119.166
3.66438e+09;42;0.525164;119.48
3.67282e+09;42;0.520508;119.795
3.68129e+09;42;0.515922;120.11
3.68978e+09;42;0.511406;120.426
3.69828e+09;42;0.506961;120.742
3.70681e+09;42;0.502585;121.06
3.71535e+09;42;0.49828;121.377
3.72392e+09;42;0.494045;121.696
3.7325e+09;42;0.48988;122.015
3.74111e+09;42;0.485785;122.335
3.74973e+09;42;0.48176;122.655
3.75837e+09;42;0.477804;122.976
3.76704e+09;42;0.473919;123.298
3.77572e+09;42;0.470103;123.621
3.78443e+09;42;0.466358;123.944
3.79315e+09;42;0.462682;124.268
3.80189e+09;42;0.459075;124.592
3.81066e+09;42;0.455539;124.917
3.81944e+09;42;0.452072;125.243
3.82825e+09;42;0.448675;125.57
3.83707e+09;42;0.445347;125.897
3.84592e+09;42;0.442089;126.225
3.85478e+09;42;0.438901;126.553
3.86367e+09;42;0.435782;126.882
3.87258e+09;42;0.432732;127.212
3.8815e+09;42;0.429753;127.543
3.89045e+09;42;0.426842;127.874
3.89942e+09;42;0.424001;128.206
3.90841e+09;42;0.42123;128.539
3.91742e+09;42;0.418527;128.872
3.92645e+09;42;0.415895;129.206
3.9355e+09;42;0.413331;129.541
3.94457e+09;42;0.410837;129.876
3.95367e+09;42;0.408412;130.212
3.96278e+09;42;0.406057;130.549
3.97192e+09;42;0.40377;130.887
3.98107e+09;42;0.401553;131.225
3.99025e+09;42;0.399405;131.564
3.99945e+09;42;0.397327;131.903
4.00867e+09;42;0.395317;132.244
4.01791e+09;42;0.393377;132.585
4.02717e+09;42;0.391506;132.926
4.03645e+09;42;0.389704;133.269
4.04576e+09;42;0.387971;133.612
4.05509e+09;42;0.386307;133.956
4.06443e+09;42;0.384712;134.3
4.0738e+09;42;0.383186;134.646
4.08319e+09;42;0.38173;134.992
4.09261e+09;42;0.380342;135.339
4.10204e+09;42;0.379024;135.686
4.1115e+09;42;0.377774;136.034
4.12098e+09;42;0.376594;136.383
4.13048e+09;42;0.375482;136.733
4.14e+09;42;0.374439;137.083
4.14954e+09;42;0.373466;137.434
4.15911e+09;42;0.372561;137.786
4.16869e+09;42;0.371726;138.139
4.1783e+09;42;0.370959;138.492
4.18794e+09;42;0.370261;138.846
4.19759e+09;42;0.369632;139.201
4.20727e+09;42;0.369072;139.556
4.21697e+09;42;0.368582;139.912
4.22669e+09;42;0.36816;140.269
4.23643e+09;42;0.367806;140.627
4.2462e+09;42;0.367522;140.986
4.25598e+09;42;0.367307;141.345
4.2658e+09;42;0.367161;141.705
4.27563e+09;42;0.367083;142.066
4.28549e+09;42;0.367075;142.427
4.29536e+09;42;0.367135;142.789
4.30527e+09;42;0.367264;143.152
4.31519e+09;42;0.367463;143.516
4.32514e+09;42;0.36773;143.881
4.33511e+09;42;0.368066;144.246
4.3451e+09;42;0.368471;144.612
4.35512e+09;42;0.368945;144.979
4.36516e+09;42;0.369488;145.346
4.37522e+09;42;0.370099;145.715
4.38531e+09;42;0.37078;146.084
4.39542e+09;42;0.37153;146.454
4.40555e+09;42;0.372348;146.824
4.4157e+09;42;0.373236;147.196
4.42588e+09;42;0.374193;147.568
4.43609e+09;42;0.375218;147.941
4.44631e+09;42;0.376313;148.315
4.45656e+09;42;0.377476;148.689
4.46684e+09;42;0.378709;149.065
4.47713e+09;42;0.38001;149.441
4.48745e+09;42;0.381381;149.818
4.4978e+09;42;0.38282;150.195
4.50817e+09;42;0.384329;150.574
4.51856e+09;42;0.385907;150.953
4.52898e+09;42;0.387553;151.333
4.53942e+09;42;0.389269;151.714
4.54988e+09;42;0.391054;152.096
4.56037e+09;42;0.392908;152.478
4.57088e+09;42;0.394831;152.861
4.58142e+09;42;0.396824;153.246
4.59198e+09;42;0.398885;153.63
4.60257e+09;42;0.401016;154.016
4.61318e+09;42;0.403216;154.403
4.62381e+09;42;0.405485;154.79
4.63447e+09;42;0.407824;155.178
4.64515e+09;42;0.410232;155.567
4.65586e+09;42;0.412709;155.957
4.66659e+09;42;0.415255;156.347
4.67735e+09;42;0.417871;156.739
4.68813e+09;42;0.420556;157.131
4.69894e+09;42;0.42331;157.524
4.70977e+09;42;0.426134;157.918
4.72063e+09;42;0.429027;158.313
4.73151e+09;42;0.43199;158.708
4.74242e+09;42;0.435022;159.105
4.75335e+09;42;0.438124;159.502
4.76431e+09;42;0.441295;159.9
4.77529e+09;42;0.444536;160.299
4.7863e+09;42;0.447846;160.699
4.79733e+09;42;0.451226;161.099
4.80839e+09;42;0.454676;161.501
4.81948e+09;42;0.458195;161.903
4.83059e+09;42;0.461784;162.306
4.84172e+09;42;0.465443;162.71
4.85289e+09;42;0.469172;163.115
4.86407e+09;42;0.47297;163.52
4.87528e+09;42;0.476838;163.927
4.88652e+09;42;0.480776;164.334
4.89779e+09;42;0.484784;164.742
4.90908e+09;42;0.488862;165.152
4.9204e+09;42;0.49301;165.562
4.93174e+09;42;0.497228;165.972
4.94311e+09;42;0.501516;166.384
4.9545e+09;42;0.505874;166.797
4.96592e+09;42;0.510302;167.21
4.97737e+09;42;0.5148;167.624
4.98884e+09;42;0.519368;168.039
5.00035e+09;42;0.524007;168.456
5.01187e+09;42;0.528716;168.872
5.02343e+09;42;0.533495;169.29
5.03501e+09;42;0.538345;169.709
5.04661e+09;42;0.543265;170.129
5.05825e+09;42;0.548255;170.549
5.06991e+09;42;0.553316;170.97
5.08159e+09;42;0.558447;171.393
5.09331e+09;42;0.563649;171.816
5.10505e+09;42;0.568922;172.24
5.11682e+09;42;0.574265;172.665
5.12861e+09;42;0.579679;173.091
5.14044e+09;42;0.585163;173.517
5.15229e+09;42;0.590719;173.945
5.16416e+09;42;0.596345;174.373
5.17607e+09;42;0.602042;174.803
5.188e+09;42;0.60781;175.233
5.19996e+09;42;0.613649;175.664
5.21195e+09;42;0.619559;176.097
5.22396e+09;42;0.62554;176.53
5.236e+09;42;0.631592;176.964
5.24807e+09;42;0.637715;177.399
5.26017e+09;42;0.64391;177.835
5.2723e+09;42;0.650175;178.271
5.28445e+09;42;0.656513;178.709
5.29663e+09;42;0.662921;179.148
5.30884e+09;42;0.669401;179.587
5.32108e+09;42;0.675952;180.028
5.33335e+09;42;0.682575;180.469
5.34564e+09;42;0.689269;180.911
5.35797e+09;42;0.696035;181.355
5.37032e+09;42;0.702873;181.799
5.3827e+09;42;0.709782;182.244
5.39511e+09;42;0.716763;182.69
5.40754e+09;42;0.723817;183.137
5.42001e+09;42;0.730941;183.585
5.4325e+09;42;0.738138;184.034
5.44503e+09;42;0.745407;184.484
5.45758e+09;42;0.752748;184.935
5.47016e+09;42;0.760161;185.387
5.48277e+09;42;0.767646;185.84
5.49541e+09;42;0.775204;186.293
5.50808e+09;42;0.782834;186.748
5.52077e+09;42;0.790536;187.204
5.5335e+09;42;0.798311;187.661
5.54626e+09;42;0.806158;188.118
5.55904e+09;42;0.814077;188.577
5.57186e+09;42;0.822069;189.036
5.5847e+09;42;0.830134;189.497
5.59758e+09;42;0.838272;189.958
5.61048e+09;42;0.846482;190.421
5.62341e+09;42;0.854765;190.884
5.63638e+09;42;0.863121;191.349
5.64937e+09;42;0.87155;191.814
5.66239e+09;42;0.880053;192.281
5.67545e+09;42;0.888628;192.748
5.68853e+09;42;0.897276;193.217
5.70164e+09;42;0.905998;193.686
5.71479e+09;42;0.914793;194.157
5.72796e+09;42;0.923661;194.628
5.74116e+09;42;0.932602;195.1
5.7544e+09;42;0.941618;195.574
5.76766e+09;42;0.950706;196.048
5.78096e+09;42;0.959869;196.524
5.79429e+09;42;0.969105;197
5.80764e+09;42;0.978414;197.478
5.82103e+09;42;0.987798;197.956
5.83445e+09;42;0.997255;198.436
5.8479e+09;42;1.00679;198.916
5.86138e+09;42;1.01639;199.398
5.87489e+09;42;1.02607;199.88
5.88844e+09;42;1.03583;200.364
5.90201e+09;42;1.04565;200.849
5.91562e+09;42;1.05556;201.334
5.92925e+09;42;1.06553;201.821
5.94292e+09;42;1.07558;202.309
5.95662e+09;42;1.08571;202.798
5.97035e+09;42;1.09591;203.288
5.98412e+09;42;1.10618;203.778
5.99791e+09;42;1.11653;204.27
6.01174e+09;42;1.12696;204.763
6.0256e+09;42;1.13746;205.257
6.03949e+09;42;1.14803;205.753
6.05341e+09;42;1.15868;206.249
6.06736e+09;42;1.1694;206.746
6.08135e+09;42;1.1802;207.244
6.09537e+09;42;1.19108;207.744
6.10942e+09;42;1.20203;208.244
6.1235e+09;42;1.21305;208.745
6.13762e+09;42;1.22415;209.248
6.15177e+09;42;1.23533;209.752
6.16595e+09;42;1.24658;210.256
6.18016e+09;42;1.25791;210.762
6.19441e+09;42;1.26931;211.269
6.20869e+09;42;1.28079;211.777
6.223e+09;42;1.29235;212.286
6.23735e+09;42;1.30398;212.796
6.25173e+09;42;1.31568;213.307
6.26614e+09;42;1.32747;213.819
6.28058e+09;42;1.33933;214.333
6.29506e+09;42;1.35126;214.847
6.30957e+09;42;1.36327;215.363
6.32412e+09;42;1.37536;215.879
6.3387e+09;42;1.38753;216.397
6.35331e+09;42;1.39977;216.916
6.36796e+09;42;1.41209;217.436
6.38263e+09;42;1.42448;217.957
6.39735e+09;42;1.43695;218.479
6.4121e+09;42;1.4495;219.003
6.42688e+09;42;1.46213;219.527
6.44169e+09;42;1.47483;220.053
6.45654e+09;42;1.48761;220.58
6.47143e+09;42;1.50046;221.107
6.48634e+09;42;1.5134;221.636
6.5013e+09;42;1.52641;222.166
6.51628e+09;42;1.5395;222.698
6.53131e+09;42;1.55266;223.23
6.54636e+09;42;1.56591;223.764
6.56145e+09;42;1.57923;224.298
6.57658e+09;42;1.59263;224.834
6.59174e+09;42;1.6061;225.371
6.60693e+09;42;1.61966;225.909
6.62217e+09;42;1.63329;226.448
6.63743e+09;42;1.647;226.989
6.65273e+09;42;1.66079;227.53
6.66807e+09;42;1.67465;228.073
6.68344e+09;42;1.6886;228.617
6.69885e+09;42;1.70262;229.162
6.71429e+09;42;1.71672;229.708
6.72977e+09;42;1.7309;230.255
6.74528e+09;42;1.74516;230.804
6.76083e+09;42;1.7595;231.354
6.77642e+09;42;1.77392;231.905
6.79204e+09;42;1.78841;232.457
6.80769e+09;42;1.80298;233.01
6.82339e+09;42;1.81764;233.564
6.83912e+09;42;1.83237;234.12
6.85488e+09;42;1.84718;234.677
6.87068e+09;42;1.86207;235.235
6.88652e+09;42;1.87704;235.794
6.9024e+09;42;1.89208;236.355
6.91831e+09;42;1.90721;236.916
6.93426e+09;42;1.92242;237.479
6.95024e+09;42;1.93771;238.043
6.96627e+09;42;1.95307;238.608
6.98232e+09;42;1.96852;239.175
6.99842e+09;42;1.98404;239.742
7.01455e+09;42;1.99965;240.311
7.03072e+09;42;2.01533;240.881
7.04693e+09;42;2.0311;241.453
7.06318e+09;42;2.04694;242.025
7.07946e+09;42;2.06287;242.599
7.09578e+09;42;2.07887;243.174
7.11214e+09;42;2.09496;243.75
7.12853e+09;42;2.11113;244.328
7.14496e+09;42;2.12737;244.907
7.16143e+09;42;2.1437;245.487
7.17794e+09;42;2.16011;246.068
7.19449e+09;42;2.17659;246.65
7.21107e+09;42;2.19316;247.234
7.2277e+09;42;2.20981;247.819
7.24436e+09;42;2.22654;248.405
7.26106e+09;42;2.24335;248.993
7.2778e+09;42;2.26024;249.581
7.29458e+09;42;2.27722;250.171
7.31139e+09;42;2.29427;250.763
7.32825e+09;42;2.31141;251.355
7.34514e+09;42;2.32862;251.949
7.36207e+09;42;2.34592;252.544
7.37904e+09;42;2.3633;253.14
7.39605e+09;42;2.38076;253.738
7.4131e+09;42;2.3983;254.337
7.43019e+09;42;2.41593;254.937
7.44732e+09;42;2.43363;255.539
7.46449e+09;42;2.45142;256.142
7.4817e+09;42;2.46929;256.746
7.49894e+09;42;2.48724;257.351
7.51623e+09;42;2.50527;257.958
7.53356e+09;42;2.52339;258.566
7.55092e+09;42;2.54158;259.175
7.56833e+09;42;2.55986;259.786
7.58578e+09;42;2.57822;260.398
7.60326e+09;42;2.59666;261.011
7.62079e+09;42;2.61519;261.625
7.63836e+09;42;2.6338;262.241
7.65597e+09;42;2.65249;262.858
7.67361e+09;42;2.67126;263.477
7.6913e+09;42;2.69011;264.097
7.70903e+09;42;2.70905;264.718
7.72681e+09;42;2.72807;265.341
7.74462e+09;42;2.74717;265.964
7.76247e+09;42;2.76636;266.59
7.78037e+09;42;2.78563;267.216
7.7983e+09;42;2.80498;267.844
7.81628e+09;42;2.82441;268.473
7.8343e+09;42;2.84393;269.104
7.85236e+09;42;2.86353;269.736
7.87046e+09;42;2.88321;270.369
7.8886e+09;42;2.90298;271.004
7.90679e+09;42;2.92283;271.64
7.92501e+09;42;2.94276;272.277
7.94328e+09;42;2.96277;272.916
7.96159e+09;42;2.98287;273.556
7.97995e+09;42;3.00306;274.198
7.99834e+09;42;3.02332;274.841
8.01678e+09;42;3.04367;275.485
8.03526e+09;42;3.0641;276.131
8.05378e+09;42;3.08462;276.778
8.07235e+09;42;3.10522;277.426
8.09096e+09;42;3.1259;278.076
8.10961e+09;42;3.14667;278.727
8.12831e+09;42;3.16752;279.38
8.14704e+09;42;3.18846;280.034
8.16582e+09;42;3.20947;280.689
8.18465e+09;42;3.23058;281.346
8.20352e+09;42;3.25176;282.005
8.22243e+09;42;3.27303;282.664
8.24138e+09;42;3.29439;283.326
8.26038e+09;42;3.31582;283.988
8.27942e+09;42;3.33735;284.652
8.29851e+09;42;3.35895;285.317
8.31764e+09;42;3.38064;285.984
8.33681e+09;42;3.40242;286.653
8.35603e+09;42;3.42428;287.322
8.37529e+09;42;3.44622;287.993
8.3946e+09;42;3.46825;288.666
8.41395e+09;42;3.49036;289.34
8.43335e+09;42;3.51255;290.016
8.45279e+09;42;3.53483;290.693
8.47227e+09;42;3.5572;291.371
8.4918e+09;42;3.57965;292.051
8.51138e+09;42;3.60218;292.732
8.531e+09;42;3.6248;293.415
8.55067e+09;42;3.6475;294.099
8.57038e+09;42;3.67029;294.785
8.59014e+09;42;3.69316;295.472
8.60994e+09;42;3.71611;296.161
8.62979e+09;42;3.73915;296.851
8.64968e+09;42;3.76228;297.543
8.66962e+09;42;3.78549;298.236
8.6896e+09;42;3.80878;298.931
8.70964e+09;42;3.83216;299.627
8.72971e+09;42;3.85562;300.325
8.74984e+09;42;3.87917;301.024
8.77001e+09;42;3.9028;301.724
8.79023e+09;42;3.92652;302.427
8.81049e+09;42;3.95032;303.13
8.8308e+09;42;3.97421;303.835
8.85116e+09;42;3.99818;304.542
8.87156e+09;42;4.02223;305.25
8.89201e+09;42;4.04637;305.96
8.91251e+09;42;4.0706;306.671
8.93305e+09;42;4.09491;307.384
8.95365e+09;42;4.1193;308.099
8.97429e+09;42;4.14378;308.815
8.99498e+09;42;4.16835;309.532
9.01571e+09;42;4.193;310.251
9.03649e+09;42;4.21773;310.972
9.05733e+09;42;4.24255;311.694
9.07821e+09;42;4.26745;312.417
9.09913e+09;42;4.29244;313.143
9.12011e+09;42;4.31751;313.869
9.14113e+09;42;4.34267;314.598
9.1622e+09;42;4.36791;315.328
9.18333e+09;42;4.39324;316.059
9.2045e+09;42;4.41865;316.792
9.22571e+09;42;4.44414;317.527
9.24698e+09;42;4.46972;318.263
9.2683e+09;42;4.49539;319.001
9.28966e+09;42;4.52114;319.74
9.31108e+09;42;4.54697;320.481
9.33254e+09;42;4.57289;321.224
9.35406e+09;42;4.59889;321.968
9.37562e+09;42;4.62498;322.714
9.39723e+09;42;4.65115;323.461
9.4189e+09;42;4.67741;324.21
9.44061e+09;42;4.70375;324.961
9.46237e+09;42;4.73018;325.713
9.48418e+09;42;4.75669;326.467
9.50605e+09;42;4.78328;327.223
9.52796e+09;42;4.80996;327.98
9.54993e+09;42;4.83672;328.739
9.57194e+09;42;4.86357;329.499
9.59401e+09;42;4.8905;330.261
9.61612e+09;42;4.91751;331.025
9.63829e+09;42;4.94461;331.79
9.66051e+09;42;4.9718;332.557
9.68278e+09;42;4.99906;333.326
9.7051e+09;42;5.02641;334.096
9.72747e+09;42;5.05385;334.868
9.7499e+09;42;5.08137;335.642
9.77237e+09;42;5.10897;336.417
9.7949e+09;42;5.13666;337.194
9.81748e+09;42;5.16443;337.973
9.84011e+09;42;5.19228;338.753
9.86279e+09;42;5.22022;339.535
9.88553e+09;42;5.24824;340.319
9.90832e+09;42;5.27635;341.104
9.93116e+09;42;5.30453;341.892
9.95405e+09;42;5.33281;342.68
9.977e+09;42;5.36116;343.471
1e+10;42;5.3896;344.263
1e+09;43;15.6857;16.5738
1.00231e+09;43;15.6432;16.6541
1.00462e+09;43;15.6007;16.7346
1.00693e+09;43;15.5582;16.8154
1.00925e+09;43;15.5157;16.8965
1.01158e+09;43;15.4732;16.9779
1.01391e+09;43;15.4307;17.0595
1.01625e+09;43;15.3881;17.1415
1.01859e+09;43;15.3456;17.2237
1.02094e+09;43;15.3031;17.3062
1.02329e+09;43;15.2606;17.3891
1.02565e+09;43;15.2181;17.4722
1.02802e+09;43;15.1756;17.5556
1.03039e+09;43;15.1331;17.6393
1.03276e+09;43;15.0906;17.7232
1.03514e+09;43;15.0481;17.8075
1.03753e+09;43;15.0057;17.8921
1.03992e+09;43;14.9632;17.9769
1.04232e+09;43;14.9207;18.0621
1.04472e+09;43;14.8782;18.1475
