"acfrequency";"T";"r Pin";"i Pin"
2.2186e+09;-10;0.00181492;0.0879911
2.2384e+09;-10;0.00187041;0.0893255
2.2582e+09;-10;0.00192765;0.0906815
2.278e+09;-10;0.00198672;0.0920597
2.2978e+09;-10;0.00204769;0.0934609
2.3176e+09;-10;0.00211062;0.0948856
2.3374e+09;-10;0.00217561;0.0963346
2.3572e+09;-10;0.00224274;0.0978087
2.377e+09;-10;0.00231209;0.0993086
2.3968e+09;-10;0.00238375;0.100835
2.4166e+09;-10;0.00245783;0.102389
2.4364e+09;-10;0.00253442;0.103971
2.4562e+09;-10;0.00261364;0.105582
2.476e+09;-10;0.00269559;0.107224
2.4958e+09;-10;0.00278039;0.108896
2.5156e+09;-10;0.00286818;0.110601
2.5354e+09;-10;0.00295908;0.112339
2.5552e+09;-10;0.00305323;0.114111
2.575e+09;-10;0.00315079;0.115918
2.5948e+09;-10;0.0032519;0.117762
2.6146e+09;-10;0.00335674;0.119644
2.6344e+09;-10;0.00346548;0.121565
2.6542e+09;-10;0.00357831;0.123526
2.674e+09;-10;0.00369541;0.125529
2.6938e+09;-10;0.00381701;0.127576
2.7136e+09;-10;0.00394331;0.129668
2.7334e+09;-10;0.00407456;0.131806
2.7532e+09;-10;0.00421101;0.133993
2.773e+09;-10;0.00435291;0.136229
2.7928e+09;-10;0.00450055;0.138518
2.8126e+09;-10;0.00465423;0.140861
2.8324e+09;-10;0.00481427;0.143259
2.8522e+09;-10;0.00498101;0.145716
2.872e+09;-10;0.00515481;0.148233
2.8918e+09;-10;0.00533607;0.150814
2.9116e+09;-10;0.00552518;0.15346
2.9314e+09;-10;0.0057226;0.156174
2.9512e+09;-10;0.0059288;0.158959
2.971e+09;-10;0.00614429;0.161817
2.9908e+09;-10;0.00636962;0.164753
3.0106e+09;-10;0.00660536;0.16777
3.0304e+09;-10;0.00685215;0.17087
3.0502e+09;-10;0.00711067;0.174059
3.07e+09;-10;0.00738163;0.177338
3.0898e+09;-10;0.00766583;0.180714
3.1096e+09;-10;0.00796412;0.18419
3.1294e+09;-10;0.0082774;0.187771
3.1492e+09;-10;0.00860667;0.191461
3.169e+09;-10;0.008953;0.195268
3.1888e+09;-10;0.00931754;0.199195
3.2086e+09;-10;0.00970156;0.203249
3.2284e+09;-10;0.0101064;0.207437
3.2482e+09;-10;0.0105337;0.211765
3.268e+09;-10;0.0109848;0.216242
3.2878e+09;-10;0.0114618;0.220874
3.3076e+09;-10;0.0119664;0.22567
3.3274e+09;-10;0.0125008;0.230639
3.3472e+09;-10;0.0130673;0.235792
3.367e+09;-10;0.0136685;0.241139
3.3868e+09;-10;0.0143073;0.24669
3.4066e+09;-10;0.0149866;0.252459
3.4264e+09;-10;0.01571;0.258458
3.4462e+09;-10;0.0164813;0.264702
3.466e+09;-10;0.0173046;0.271207
3.4858e+09;-10;0.0181846;0.277988
3.5056e+09;-10;0.0191265;0.285066
3.5254e+09;-10;0.0201362;0.292458
3.5452e+09;-10;0.0212201;0.300188
3.565e+09;-10;0.0223856;0.30828
3.5848e+09;-10;0.0236409;0.316758
3.6046e+09;-10;0.0249951;0.325653
3.6244e+09;-10;0.0264589;0.334994
3.6442e+09;-10;0.028044;0.344818
3.664e+09;-10;0.0297639;0.355163
3.6838e+09;-10;0.0316342;0.366071
3.7036e+09;-10;0.0336724;0.377589
3.7234e+09;-10;0.035899;0.389771
3.7432e+09;-10;0.0383373;0.402674
3.763e+09;-10;0.0410146;0.416365
3.7828e+09;-10;0.0439625;0.430918
3.8026e+09;-10;0.0472181;0.446417
3.8224e+09;-10;0.0508249;0.462955
3.8422e+09;-10;0.0548343;0.480641
3.862e+09;-10;0.0593074;0.499595
3.8818e+09;-10;0.0643172;0.519958
3.9016e+09;-10;0.0699514;0.541891
3.9214e+09;-10;0.0763162;0.565578
3.9412e+09;-10;0.083541;0.591234
3.961e+09;-10;0.0917851;0.619109
3.9808e+09;-10;0.101245;0.649496
4.0006e+09;-10;0.112168;0.682738
4.0204e+09;-10;0.124865;0.719241
4.0402e+09;-10;0.139732;0.75949
4.06e+09;-10;0.157282;0.80406
4.0798e+09;-10;0.178184;0.853642
4.0996e+09;-10;0.203324;0.909068
4.1194e+09;-10;0.233892;0.97134
4.1392e+09;-10;0.271517;1.04166
4.159e+09;-10;0.318459;1.12147
4.1788e+09;-10;0.377919;1.21246
4.1986e+09;-10;0.45452;1.31652
4.2184e+09;-10;0.555068;1.43556
4.2382e+09;-10;0.689773;1.571
4.258e+09;-10;0.874159;1.72238
4.2778e+09;-10;1.13181;1.88397
4.2976e+09;-10;1.49733;2.03674
4.3174e+09;-10;2.01499;2.13059
4.3372e+09;-10;2.71598;2.05298
4.357e+09;-10;3.53367;1.61065
4.3768e+09;-10;4.16503;0.654249
4.3966e+09;-10;4.18543;-0.587157
4.4164e+09;-10;3.58526;-1.56432
4.4362e+09;-10;2.78139;-2.0333
4.456e+09;-10;2.08235;-2.13328
4.4758e+09;-10;1.56134;-2.05565
4.4956e+09;-10;1.1908;-1.91418
4.5154e+09;-10;0.927986;-1.76048
4.5352e+09;-10;0.738834;-1.61472
4.555e+09;-10;0.599903;-1.48337
4.5748e+09;-10;0.495666;-1.36738
4.5946e+09;-10;0.415856;-1.26564
4.6144e+09;-10;0.3536;-1.17646
4.6342e+09;-10;0.304212;-1.09808
4.654e+09;-10;0.264437;-1.0289
4.6738e+09;-10;0.231967;-0.967564
4.6936e+09;-10;0.205137;-0.91291
4.7134e+09;-10;0.182726;-0.863973
4.7332e+09;-10;0.16382;-0.819948
4.753e+09;-10;0.147729;-0.780164
4.7728e+09;-10;0.133924;-0.74406
4.7926e+09;-10;0.121992;-0.711165
4.8124e+09;-10;0.11161;-0.681083
4.8322e+09;-10;0.102521;-0.653475
4.852e+09;-10;0.094519;-0.628056
4.8718e+09;-10;0.087437;-0.604581
4.8916e+09;-10;0.081139;-0.58284
4.9114e+09;-10;0.0755133;-0.562649
4.9312e+09;-10;0.070467;-0.543851
4.951e+09;-10;0.0659231;-0.526309
4.9708e+09;-10;0.0618168;-0.509902
4.9906e+09;-10;0.0580932;-0.494526
5.0104e+09;-10;0.054706;-0.480085
5.0302e+09;-10;0.0516158;-0.466499
5.05e+09;-10;0.0487884;-0.453695
5.0698e+09;-10;0.0461947;-0.441606
5.0896e+09;-10;0.0438095;-0.430176
5.1094e+09;-10;0.0416108;-0.419351
5.1292e+09;-10;0.0395796;-0.409086
5.149e+09;-10;0.037699;-0.399338
5.1688e+09;-10;0.0359544;-0.390069
5.1886e+09;-10;0.034333;-0.381245
5.2084e+09;-10;0.0328231;-0.372834
5.2282e+09;-10;0.0314148;-0.364809
5.248e+09;-10;0.030099;-0.357142
5.2678e+09;-10;0.0288677;-0.349812
5.2876e+09;-10;0.0277137;-0.342795
5.3074e+09;-10;0.0266306;-0.336073
5.3272e+09;-10;0.0256127;-0.329627
5.347e+09;-10;0.0246548;-0.323441
5.3668e+09;-10;0.0237521;-0.317498
5.3866e+09;-10;0.0229005;-0.311786
5.4064e+09;-10;0.0220961;-0.30629
5.4262e+09;-10;0.0213354;-0.300998
5.446e+09;-10;0.0206153;-0.2959
5.4658e+09;-10;0.0199329;-0.290985
5.4856e+09;-10;0.0192856;-0.286243
5.5054e+09;-10;0.018671;-0.281665
5.5252e+09;-10;0.0180868;-0.277243
5.545e+09;-10;0.0175311;-0.272969
5.5648e+09;-10;0.017002;-0.268835
5.5846e+09;-10;0.0164978;-0.264835
5.6044e+09;-10;0.016017;-0.260961
5.6242e+09;-10;0.0155581;-0.25721
5.644e+09;-10;0.0151197;-0.253573
5.6638e+09;-10;0.0147007;-0.250047
5.6836e+09;-10;0.0142998;-0.246626
5.7034e+09;-10;0.0139161;-0.243306
5.7232e+09;-10;0.0135486;-0.240082
5.743e+09;-10;0.0131963;-0.236949
5.7628e+09;-10;0.0128584;-0.233905
5.7826e+09;-10;0.0125341;-0.230946
5.8024e+09;-10;0.0122226;-0.228067
5.8222e+09;-10;0.0119234;-0.225265
5.842e+09;-10;0.0116357;-0.222539
5.8618e+09;-10;0.0113589;-0.219883
5.8816e+09;-10;0.0110925;-0.217296
5.9014e+09;-10;0.010836;-0.214776
5.9212e+09;-10;0.0105889;-0.212319
5.941e+09;-10;0.0103506;-0.209922
5.9608e+09;-10;0.0101209;-0.207585
5.9806e+09;-10;0.0098992;-0.205304
6.0004e+09;-10;0.0096852;-0.203078
6.0202e+09;-10;0.00947852;-0.200905
6.04e+09;-10;0.00927884;-0.198782
6.0598e+09;-10;0.00908582;-0.196708
6.0796e+09;-10;0.00889918;-0.194681
6.0994e+09;-10;0.00871862;-0.1927
6.1192e+09;-10;0.00854388;-0.190763
6.139e+09;-10;0.00837471;-0.188869
6.1588e+09;-10;0.00821085;-0.187016
6.1786e+09;-10;0.0080521;-0.185202
6.1984e+09;-10;0.00789823;-0.183428
6.2182e+09;-10;0.00774904;-0.18169
6.238e+09;-10;0.00760434;-0.179989
6.2578e+09;-10;0.00746394;-0.178323
6.2776e+09;-10;0.00732767;-0.17669
6.2974e+09;-10;0.00719537;-0.17509
6.3172e+09;-10;0.00706688;-0.173523
6.337e+09;-10;0.00694205;-0.171986
6.3568e+09;-10;0.00682074;-0.170479
6.3766e+09;-10;0.00670281;-0.169001
6.3964e+09;-10;0.00658814;-0.167551
6.4162e+09;-10;0.00647661;-0.166129
6.436e+09;-10;0.00636809;-0.164734
6.4558e+09;-10;0.00626248;-0.163364
6.4756e+09;-10;0.00615967;-0.16202
6.4954e+09;-10;0.00605957;-0.160699
6.5152e+09;-10;0.00596206;-0.159403
6.535e+09;-10;0.00586707;-0.15813
6.5548e+09;-10;0.0057745;-0.156879
6.5746e+09;-10;0.00568427;-0.15565
6.5944e+09;-10;0.0055963;-0.154443
6.6142e+09;-10;0.00551051;-0.153256
6.634e+09;-10;0.00542683;-0.152089
6.6538e+09;-10;0.00534519;-0.150943
6.6736e+09;-10;0.00526552;-0.149815
6.6934e+09;-10;0.00518775;-0.148706
6.7132e+09;-10;0.00511182;-0.147615
6.733e+09;-10;0.00503768;-0.146542
6.7528e+09;-10;0.00496527;-0.145486
6.7726e+09;-10;0.00489453;-0.144447
6.7924e+09;-10;0.0048254;-0.143425
6.8122e+09;-10;0.00475785;-0.142418
6.832e+09;-10;0.00469181;-0.141427
6.8518e+09;-10;0.00462725;-0.140452
6.8716e+09;-10;0.00456412;-0.139492
6.8914e+09;-10;0.00450237;-0.138546
6.9112e+09;-10;0.00444196;-0.137614
6.931e+09;-10;0.00438286;-0.136697
6.9508e+09;-10;0.00432502;-0.135793
6.9706e+09;-10;0.00426841;-0.134902
6.9904e+09;-10;0.00421299;-0.134024
7.0102e+09;-10;0.00415873;-0.133159
7.03e+09;-10;0.0041056;-0.132307
7.0498e+09;-10;0.00405356;-0.131466
7.0696e+09;-10;0.00400258;-0.130638
7.0894e+09;-10;0.00395263;-0.129821
7.1092e+09;-10;0.00390369;-0.129015
7.129e+09;-10;0.00385573;-0.128221
7.1488e+09;-10;0.00380871;-0.127437
7.1686e+09;-10;0.00376262;-0.126665
7.1884e+09;-10;0.00371742;-0.125902
7.2082e+09;-10;0.0036731;-0.12515
7.228e+09;-10;0.00362963;-0.124408
7.2478e+09;-10;0.003587;-0.123676
7.2676e+09;-10;0.00354517;-0.122953
7.2874e+09;-10;0.00350412;-0.12224
7.3072e+09;-10;0.00346384;-0.121536
7.327e+09;-10;0.00342431;-0.120841
7.3468e+09;-10;0.00338551;-0.120155
7.3666e+09;-10;0.00334741;-0.119478
7.3864e+09;-10;0.00331001;-0.118809
7.4062e+09;-10;0.00327328;-0.118148
7.426e+09;-10;0.00323721;-0.117496
7.4458e+09;-10;0.00320178;-0.116852
7.4656e+09;-10;0.00316698;-0.116215
7.4854e+09;-10;0.00313278;-0.115587
7.5052e+09;-10;0.00309918;-0.114966
7.525e+09;-10;0.00306617;-0.114352
7.5448e+09;-10;0.00303372;-0.113746
7.5646e+09;-10;0.00300182;-0.113147
7.5844e+09;-10;0.00297047;-0.112555
7.6042e+09;-10;0.00293965;-0.11197
7.624e+09;-10;0.00290934;-0.111391
7.6438e+09;-10;0.00287953;-0.11082
7.6636e+09;-10;0.00285022;-0.110255
7.6834e+09;-10;0.00282139;-0.109696
7.7032e+09;-10;0.00279304;-0.109144
7.723e+09;-10;0.00276514;-0.108598
7.7428e+09;-10;0.00273769;-0.108058
7.7626e+09;-10;0.00271068;-0.107524
7.7824e+09;-10;0.0026841;-0.106995
7.8022e+09;-10;0.00265795;-0.106473
7.822e+09;-10;0.0026322;-0.105957
7.8418e+09;-10;0.00260686;-0.105446
7.8616e+09;-10;0.00258191;-0.10494
7.8814e+09;-10;0.00255734;-0.10444
7.9012e+09;-10;0.00253316;-0.103945
7.921e+09;-10;0.00250934;-0.103456
7.9408e+09;-10;0.00248589;-0.102971
7.9606e+09;-10;0.00246279;-0.102492
7.9804e+09;-10;0.00244003;-0.102018
8.0002e+09;-10;0.00241762;-0.101548
8.02e+09;-10;0.00239553;-0.101084
8.0398e+09;-10;0.00237378;-0.100624
8.0596e+09;-10;0.00235234;-0.100169
8.0794e+09;-10;0.00233121;-0.0997183
8.0992e+09;-10;0.0023104;-0.0992722
8.119e+09;-10;0.00228988;-0.0988307
8.1388e+09;-10;0.00226965;-0.0983935
8.1586e+09;-10;0.00224972;-0.0979607
8.1784e+09;-10;0.00223006;-0.0975321
8.1982e+09;-10;0.00221069;-0.0971076
8.218e+09;-10;0.00219158;-0.0966874
8.2378e+09;-10;0.00217275;-0.0962711
8.2576e+09;-10;0.00215417;-0.0958589
8.2774e+09;-10;0.00213585;-0.0954507
8.2972e+09;-10;0.00211778;-0.0950463
8.317e+09;-10;0.00209996;-0.0946457
8.3368e+09;-10;0.00208238;-0.0942489
8.3566e+09;-10;0.00206504;-0.0938558
8.3764e+09;-10;0.00204793;-0.0934664
8.3962e+09;-10;0.00203105;-0.0930806
8.416e+09;-10;0.0020144;-0.0926984
8.4358e+09;-10;0.00199796;-0.0923196
8.4556e+09;-10;0.00198174;-0.0919443
8.4754e+09;-10;0.00196574;-0.0915724
8.4952e+09;-10;0.00194994;-0.0912039
8.515e+09;-10;0.00193435;-0.0908387
8.5348e+09;-10;0.00191895;-0.0904767
8.5546e+09;-10;0.00190376;-0.090118
8.5744e+09;-10;0.00188876;-0.0897624
8.5942e+09;-10;0.00187395;-0.08941
8.614e+09;-10;0.00185933;-0.0890607
8.6338e+09;-10;0.00184489;-0.0887144
8.6536e+09;-10;0.00183064;-0.0883711
8.6734e+09;-10;0.00181656;-0.0880307
8.6932e+09;-10;0.00180265;-0.0876933
8.713e+09;-10;0.00178892;-0.0873588
8.7328e+09;-10;0.00177536;-0.0870271
8.7526e+09;-10;0.00176196;-0.0866982
8.7724e+09;-10;0.00174872;-0.0863721
8.7922e+09;-10;0.00173565;-0.0860488
8.812e+09;-10;0.00172273;-0.0857281
8.8318e+09;-10;0.00170997;-0.0854101
8.8516e+09;-10;0.00169736;-0.0850947
8.8714e+09;-10;0.0016849;-0.0847819
8.8912e+09;-10;0.00167258;-0.0844717
8.911e+09;-10;0.00166042;-0.084164
8.9308e+09;-10;0.00164839;-0.0838588
8.9506e+09;-10;0.00163651;-0.0835561
8.9704e+09;-10;0.00162476;-0.0832558
8.9902e+09;-10;0.00161315;-0.0829579
9.01e+09;-10;0.00160167;-0.0826623
9.0298e+09;-10;0.00159033;-0.0823692
9.0496e+09;-10;0.00157911;-0.0820783
9.0694e+09;-10;0.00156802;-0.0817897
9.0892e+09;-10;0.00155706;-0.0815034
9.109e+09;-10;0.00154622;-0.0812193
9.1288e+09;-10;0.0015355;-0.0809374
9.1486e+09;-10;0.0015249;-0.0806577
9.1684e+09;-10;0.00151442;-0.0803801
9.1882e+09;-10;0.00150406;-0.0801047
9.208e+09;-10;0.00149381;-0.0798313
9.2278e+09;-10;0.00148367;-0.0795601
9.2476e+09;-10;0.00147364;-0.0792909
9.2674e+09;-10;0.00146372;-0.0790237
9.2872e+09;-10;0.00145391;-0.0787585
9.307e+09;-10;0.00144421;-0.0784953
9.3268e+09;-10;0.00143461;-0.078234
9.3466e+09;-10;0.00142511;-0.0779747
9.3664e+09;-10;0.00141571;-0.0777173
9.3862e+09;-10;0.00140641;-0.0774617
9.406e+09;-10;0.00139721;-0.0772081
9.4258e+09;-10;0.00138811;-0.0769562
9.4456e+09;-10;0.0013791;-0.0767062
9.4654e+09;-10;0.00137019;-0.076458
9.4852e+09;-10;0.00136137;-0.0762116
9.505e+09;-10;0.00135264;-0.075967
9.5248e+09;-10;0.001344;-0.0757241
9.5446e+09;-10;0.00133545;-0.0754829
9.5644e+09;-10;0.00132699;-0.0752434
9.5842e+09;-10;0.00131861;-0.0750056
9.604e+09;-10;0.00131032;-0.0747695
9.6238e+09;-10;0.00130211;-0.074535
9.6436e+09;-10;0.00129399;-0.0743021
9.6634e+09;-10;0.00128594;-0.0740709
9.6832e+09;-10;0.00127798;-0.0738412
9.703e+09;-10;0.00127009;-0.0736132
9.7228e+09;-10;0.00126229;-0.0733867
9.7426e+09;-10;0.00125456;-0.0731617
9.7624e+09;-10;0.0012469;-0.0729383
9.7822e+09;-10;0.00123933;-0.0727163
9.802e+09;-10;0.00123182;-0.0724959
9.8218e+09;-10;0.00122439;-0.072277
9.8416e+09;-10;0.00121703;-0.0720595
9.8614e+09;-10;0.00120974;-0.0718434
9.8812e+09;-10;0.00120252;-0.0716288
9.901e+09;-10;0.00119537;-0.0714156
9.9208e+09;-10;0.00118829;-0.0712038
9.9406e+09;-10;0.00118128;-0.0709935
9.9604e+09;-10;0.00117433;-0.0707844
9.9802e+09;-10;0.00116745;-0.0705768
1e+10;-10;0.00116063;-0.0703705
1e+08;35;3.50344e-06;0.00295463
1.198e+08;35;5.03039e-06;0.00354044
1.396e+08;35;6.83421e-06;0.00412669
1.594e+08;35;8.91579e-06;0.00471344
1.792e+08;35;1.12761e-05;0.00530077
1.99e+08;35;1.39164e-05;0.00588875
2.188e+08;35;1.6838e-05;0.00647744
2.386e+08;35;2.00422e-05;0.00706693
2.584e+08;35;2.35306e-05;0.00765729
2.782e+08;35;2.73051e-05;0.00824859
2.98e+08;35;3.13673e-05;0.00884091
3.178e+08;35;3.57195e-05;0.00943431
3.376e+08;35;4.03636e-05;0.0100289
3.574e+08;35;4.53021e-05;0.0106247
3.772e+08;35;5.05374e-05;0.0112218
3.97e+08;35;5.6072e-05;0.0118203
4.168e+08;35;6.19089e-05;0.0124203
4.366e+08;35;6.80509e-05;0.0130218
4.564e+08;35;7.45011e-05;0.013625
4.762e+08;35;8.12628e-05;0.0142298
4.96e+08;35;8.83394e-05;0.0148365
5.158e+08;35;9.57346e-05;0.015445
5.356e+08;35;0.000103452;0.0160554
5.554e+08;35;0.000111496;0.0166679
5.752e+08;35;0.00011987;0.0172825
5.95e+08;35;0.000128579;0.0178992
6.148e+08;35;0.000137627;0.0185183
6.346e+08;35;0.000147019;0.0191397
6.544e+08;35;0.00015676;0.0197636
6.742e+08;35;0.000166855;0.02039
6.94e+08;35;0.00017731;0.021019
7.138e+08;35;0.000188129;0.0216507
7.336e+08;35;0.000199319;0.0222853
7.534e+08;35;0.000210886;0.0229227
7.732e+08;35;0.000222835;0.0235632
7.93e+08;35;0.000235174;0.0242067
8.128e+08;35;0.00024791;0.0248534
8.326e+08;35;0.000261048;0.0255034
8.524e+08;35;0.000274596;0.0261568
8.722e+08;35;0.000288563;0.0268137
8.92e+08;35;0.000302955;0.0274741
9.118e+08;35;0.000317781;0.0281383
9.316e+08;35;0.000333049;0.0288062
9.514e+08;35;0.000348768;0.0294781
9.712e+08;35;0.000364947;0.0301539
9.91e+08;35;0.000381594;0.0308339
1.0108e+09;35;0.000398721;0.0315182
1.0306e+09;35;0.000416336;0.0322068
1.0504e+09;35;0.00043445;0.0328998
1.0702e+09;35;0.000453075;0.0335975
1.09e+09;35;0.00047222;0.0342999
1.1098e+09;35;0.000491898;0.0350071
1.1296e+09;35;0.00051212;0.0357193
1.1494e+09;35;0.000532898;0.0364365
1.1692e+09;35;0.000554247;0.037159
1.189e+09;35;0.000576178;0.0378869
1.2088e+09;35;0.000598705;0.0386203
1.2286e+09;35;0.000621843;0.0393593
1.2484e+09;35;0.000645607;0.0401041
1.2682e+09;35;0.000670011;0.0408549
1.288e+09;35;0.000695072;0.0416117
1.3078e+09;35;0.000720805;0.0423748
1.3276e+09;35;0.000747229;0.0431443
1.3474e+09;35;0.000774359;0.0439203
1.3672e+09;35;0.000802215;0.044703
1.387e+09;35;0.000830815;0.0454926
1.4068e+09;35;0.000860179;0.0462893
1.4266e+09;35;0.000890328;0.0470933
1.4464e+09;35;0.000921281;0.0479046
1.4662e+09;35;0.000953062;0.0487235
1.486e+09;35;0.000985691;0.0495503
1.5058e+09;35;0.00101919;0.050385
1.5256e+09;35;0.00105359;0.0512279
1.5454e+09;35;0.00108892;0.0520791
1.5652e+09;35;0.00112519;0.052939
1.585e+09;35;0.00116243;0.0538077
1.6048e+09;35;0.00120069;0.0546854
1.6246e+09;35;0.00123997;0.0555724
1.6444e+09;35;0.00128032;0.0564688
1.6642e+09;35;0.00132176;0.057375
1.684e+09;35;0.00136433;0.0582911
1.7038e+09;35;0.00140807;0.0592175
1.7236e+09;35;0.001453;0.0601543
1.7434e+09;35;0.00149916;0.0611019
1.7632e+09;35;0.0015466;0.0620605
1.783e+09;35;0.00159535;0.0630304
1.8028e+09;35;0.00164546;0.0640119
1.8226e+09;35;0.00169696;0.0650053
1.8424e+09;35;0.0017499;0.0660109
1.8622e+09;35;0.00180433;0.067029
1.882e+09;35;0.0018603;0.0680599
1.9018e+09;35;0.00191786;0.069104
1.9216e+09;35;0.00197706;0.0701616
1.9414e+09;35;0.00203796;0.071233
1.9612e+09;35;0.00210061;0.0723187
1.981e+09;35;0.00216507;0.073419
2.0008e+09;35;0.00223141;0.0745344
2.0206e+09;35;0.00229969;0.0756651
2.0404e+09;35;0.00236998;0.0768117
2.0602e+09;35;0.00244235;0.0779745
2.08e+09;35;0.00251688;0.079154
2.0998e+09;35;0.00259363;0.0803507
2.1196e+09;35;0.0026727;0.081565
2.1394e+09;35;0.00275417;0.0827974
2.1592e+09;35;0.00283813;0.0840485
2.179e+09;35;0.00292466;0.0853187
2.1988e+09;35;0.00301387;0.0866086
2.2186e+09;35;0.00310587;0.0879188
2.2384e+09;35;0.00320074;0.0892499
2.2582e+09;35;0.00329861;0.0906024
2.278e+09;35;0.0033996;0.0919769
2.2978e+09;35;0.00350383;0.0933742
2.3176e+09;35;0.00361142;0.094795
2.3374e+09;35;0.00372251;0.0962398
2.3572e+09;35;0.00383725;0.0977094
2.377e+09;35;0.00395578;0.0992047
2.3968e+09;35;0.00407825;0.100726
2.4166e+09;35;0.00420485;0.102275
2.4364e+09;35;0.00433573;0.103852
2.4562e+09;35;0.00447109;0.105458
2.476e+09;35;0.0046111;0.107093
2.4958e+09;35;0.00475599;0.108759
2.5156e+09;35;0.00490596;0.110458
2.5354e+09;35;0.00506123;0.112188
2.5552e+09;35;0.00522205;0.113953
2.575e+09;35;0.00538867;0.115753
2.5948e+09;35;0.00556135;0.117589
2.6146e+09;35;0.00574037;0.119462
2.6344e+09;35;0.00592604;0.121374
2.6542e+09;35;0.00611866;0.123326
2.674e+09;35;0.00631856;0.12532
2.6938e+09;35;0.00652611;0.127356
2.7136e+09;35;0.00674168;0.129437
2.7334e+09;35;0.00696566;0.131563
2.7532e+09;35;0.00719847;0.133737
2.773e+09;35;0.00744056;0.135961
2.7928e+09;35;0.00769242;0.138236
2.8126e+09;35;0.00795454;0.140564
2.8324e+09;35;0.00822747;0.142947
2.8522e+09;35;0.00851178;0.145388
2.872e+09;35;0.00880809;0.147888
2.8918e+09;35;0.00911705;0.15045
2.9116e+09;35;0.00943936;0.153076
2.9314e+09;35;0.00977577;0.15577
2.9512e+09;35;0.0101271;0.158533
2.971e+09;35;0.0104941;0.161368
2.9908e+09;35;0.0108779;0.164279
3.0106e+09;35;0.0112793;0.167269
3.0304e+09;35;0.0116994;0.170342
3.0502e+09;35;0.0121393;0.1735
3.07e+09;35;0.0126004;0.176747
3.0898e+09;35;0.0130839;0.180089
3.1096e+09;35;0.0135911;0.183528
3.1294e+09;35;0.0141238;0.187069
3.1492e+09;35;0.0146834;0.190718
3.169e+09;35;0.0152719;0.194479
3.1888e+09;35;0.0158911;0.198358
3.2086e+09;35;0.0165432;0.20236
3.2284e+09;35;0.0172304;0.206492
3.2482e+09;35;0.0179553;0.21076
3.268e+09;35;0.0187206;0.215171
3.2878e+09;35;0.0195292;0.219733
3.3076e+09;35;0.0203843;0.224453
3.3274e+09;35;0.0212895;0.229341
3.3472e+09;35;0.0222487;0.234405
3.367e+09;35;0.0232661;0.239655
3.3868e+09;35;0.0243463;0.245101
3.4066e+09;35;0.0254946;0.250756
3.4264e+09;35;0.0267165;0.256632
3.4462e+09;35;0.0280183;0.26274
3.466e+09;35;0.029407;0.269097
3.4858e+09;35;0.0308903;0.275717
3.5056e+09;35;0.0324766;0.282617
3.5254e+09;35;0.0341756;0.289815
3.5452e+09;35;0.0359977;0.29733
3.565e+09;35;0.037955;0.305185
3.5848e+09;35;0.0400607;0.313402
3.6046e+09;35;0.0423299;0.322006
3.6244e+09;35;0.0447794;0.331027
3.6442e+09;35;0.0474284;0.340493
3.664e+09;35;0.0502986;0.350438
3.6838e+09;35;0.0534145;0.360899
3.7036e+09;35;0.0568044;0.371916
3.7234e+09;35;0.0605004;0.383533
3.7432e+09;35;0.0645395;0.3958
3.763e+09;35;0.0689644;0.40877
3.7828e+09;35;0.0738244;0.422504
3.8026e+09;35;0.0791769;0.437068
3.8224e+09;35;0.0850888;0.452536
3.8422e+09;35;0.0916385;0.468991
3.862e+09;35;0.0989184;0.486524
3.8818e+09;35;0.107038;0.505238
3.9016e+09;35;0.116126;0.525246
3.9214e+09;35;0.126339;0.546678
3.9412e+09;35;0.137863;0.569675
3.961e+09;35;0.150925;0.594395
3.9808e+09;35;0.165799;0.621013
4.0006e+09;35;0.182821;0.649723
4.0204e+09;35;0.202407;0.680736
4.0402e+09;35;0.225073;0.714276
4.06e+09;35;0.251461;0.750581
4.0798e+09;35;0.282382;0.789884
4.0996e+09;35;0.318863;0.832398
4.1194e+09;35;0.36221;0.878281
4.1392e+09;35;0.414094;0.927571
4.159e+09;35;0.47666;0.980083
4.1788e+09;35;0.552649;1.03523
4.1986e+09;35;0.645539;1.09173
4.2184e+09;35;0.759651;1.14711
4.2382e+09;35;0.900115;1.19697
4.258e+09;35;1.07247;1.23379
4.2778e+09;35;1.28144;1.24542
4.2976e+09;35;1.52802;1.21357
4.3174e+09;35;1.8042;1.11385
4.3372e+09;35;2.08561;0.92047
4.357e+09;35;2.32704;0.619294
4.3768e+09;35;2.47107;0.226635
4.3966e+09;35;2.47525;-0.202745
4.4164e+09;35;2.33999;-0.596124
4.4362e+09;35;2.10784;-0.899694
4.456e+09;35;1.83523;-1.09775
4.4758e+09;35;1.56628;-1.20404
4.4956e+09;35;1.32482;-1.24343
4.5154e+09;35;1.11897;-1.23944
4.5352e+09;35;0.948081;-1.2098
4.555e+09;35;0.8079;-1.16639
4.5748e+09;35;0.693263;-1.11665
4.5946e+09;35;0.599332;-1.06501
4.6144e+09;35;0.521996;-1.01403
4.6342e+09;35;0.457918;-0.965079
4.654e+09;35;0.404451;-0.918832
4.6738e+09;35;0.359511;-0.875558
4.6936e+09;35;0.321466;-0.835287
4.7134e+09;35;0.28903;-0.797924
4.7332e+09;35;0.261191;-0.763302
4.753e+09;35;0.237146;-0.731228
4.7728e+09;35;0.216252;-0.701501
4.7926e+09;35;0.197994;-0.673922
4.8124e+09;35;0.181955;-0.648304
4.8322e+09;35;0.167795;-0.624473
