"acfrequency";"r Ganho";"i Ganho"
6.54636e+06;1;-0.00643658
6.56145e+06;1;-0.00645142
6.57658e+06;1;-0.00646629
6.59174e+06;1;-0.0064812
6.60693e+06;1;-0.00649614
6.62217e+06;1;-0.00651112
6.63743e+06;1;-0.00652613
6.65273e+06;1;-0.00654118
6.66807e+06;1;-0.00655626
6.68344e+06;1;-0.00657137
6.69885e+06;1;-0.00658652
6.71429e+06;1;-0.00660171
6.72977e+06;1;-0.00661693
6.74528e+06;1;-0.00663218
6.76083e+06;1;-0.00664747
6.77642e+06;1;-0.0066628
6.79204e+06;1;-0.00667816
6.80769e+06;1;-0.00669355
6.82339e+06;1;-0.00670899
6.83912e+06;1;-0.00672445
6.85488e+06;1;-0.00673996
6.87068e+06;1;-0.00675549
6.88652e+06;1;-0.00677107
6.9024e+06;1;-0.00678668
6.91831e+06;1;-0.00680233
6.93426e+06;1;-0.00681801
6.95024e+06;1;-0.00683373
6.96627e+06;1;-0.00684948
6.98232e+06;1;-0.00686527
6.99842e+06;1;-0.0068811
7.01455e+06;1;-0.00689696
7.03072e+06;1;-0.00691287
7.04693e+06;1;-0.0069288
7.06318e+06;1;-0.00694478
7.07946e+06;1;-0.00696079
7.09578e+06;1;-0.00697684
7.11214e+06;1;-0.00699292
7.12853e+06;1;-0.00700904
7.14496e+06;1;-0.0070252
7.16143e+06;1;-0.0070414
7.17794e+06;1;-0.00705763
7.19449e+06;1;-0.0070739
7.21107e+06;1;-0.00709021
7.2277e+06;1;-0.00710656
7.24436e+06;1;-0.00712294
7.26106e+06;1;-0.00713936
7.2778e+06;1;-0.00715582
7.29458e+06;1;-0.00717232
7.31139e+06;1;-0.00718886
7.32825e+06;1;-0.00720543
7.34514e+06;1;-0.00722204
7.36207e+06;1;-0.00723869
7.37904e+06;1;-0.00725538
7.39605e+06;1;-0.00727211
7.4131e+06;1;-0.00728888
7.43019e+06;1;-0.00730568
7.44732e+06;1;-0.00732252
7.46449e+06;1;-0.0073394
7.4817e+06;1;-0.00735633
7.49894e+06;1;-0.00737329
7.51623e+06;1;-0.00739028
7.53356e+06;1;-0.00740732
7.55092e+06;1;-0.0074244
7.56833e+06;1;-0.00744152
7.58578e+06;1;-0.00745867
7.60326e+06;1;-0.00747587
7.62079e+06;1;-0.00749311
7.63836e+06;1;-0.00751038
7.65597e+06;1;-0.0075277
7.67361e+06;1;-0.00754505
7.6913e+06;1;-0.00756245
7.70903e+06;1;-0.00757988
7.72681e+06;1;-0.00759736
7.74462e+06;1;-0.00761487
7.76247e+06;1;-0.00763243
7.78037e+06;1;-0.00765003
7.7983e+06;1;-0.00766766
7.81628e+06;1;-0.00768534
7.8343e+06;1;-0.00770306
7.85236e+06;1;-0.00772082
7.87046e+06;1;-0.00773862
7.8886e+06;1;-0.00775646
7.90679e+06;1;-0.00777434
7.92501e+06;1;-0.00779227
7.94328e+06;1;-0.00781023
7.96159e+06;1;-0.00782824
7.97995e+06;1;-0.00784629
7.99834e+06;1;-0.00786438
8.01678e+06;1;-0.00788251
8.03526e+06;1;-0.00790068
8.05378e+06;1;-0.0079189
8.07235e+06;1;-0.00793716
8.09096e+06;1;-0.00795546
8.10961e+06;1;-0.0079738
8.12831e+06;1;-0.00799218
8.14704e+06;1;-0.00801061
8.16582e+06;1;-0.00802908
8.18465e+06;1;-0.00804759
8.20352e+06;1;-0.00806614
8.22243e+06;1;-0.00808474
8.24138e+06;1;-0.00810338
8.26038e+06;1;-0.00812206
8.27942e+06;1;-0.00814079
8.29851e+06;1;-0.00815956
8.31764e+06;1;-0.00817837
8.33681e+06;1;-0.00819722
8.35603e+06;1;-0.00821612
8.37529e+06;1;-0.00823507
8.3946e+06;1;-0.00825405
8.41395e+06;1;-0.00827308
8.43335e+06;1;-0.00829216
8.45279e+06;1;-0.00831127
8.47227e+06;1;-0.00833044
8.4918e+06;1;-0.00834964
8.51138e+06;1;-0.00836889
8.531e+06;1;-0.00838819
8.55067e+06;1;-0.00840753
8.57038e+06;1;-0.00842691
8.59014e+06;1;-0.00844634
8.60994e+06;1;-0.00846582
8.62979e+06;1;-0.00848533
8.64968e+06;1;-0.0085049
8.66962e+06;1;-0.00852451
8.6896e+06;1;-0.00854416
8.70964e+06;1;-0.00856386
8.72971e+06;1;-0.0085836
8.74984e+06;1;-0.00860339
8.77001e+06;1;-0.00862323
8.79023e+06;1;-0.00864311
8.81049e+06;1;-0.00866304
8.8308e+06;1;-0.00868301
8.85116e+06;1;-0.00870303
8.87156e+06;1;-0.0087231
8.89201e+06;1;-0.00874321
8.91251e+06;1;-0.00876337
8.93305e+06;1;-0.00878357
8.95365e+06;1;-0.00880383
8.97429e+06;1;-0.00882412
8.99498e+06;1;-0.00884447
9.01571e+06;1;-0.00886486
9.03649e+06;1;-0.0088853
9.05733e+06;1;-0.00890579
9.07821e+06;1;-0.00892632
9.09913e+06;1;-0.0089469
9.12011e+06;1;-0.00896753
9.14113e+06;1;-0.0089882
9.1622e+06;1;-0.00900893
9.18333e+06;1;-0.0090297
9.2045e+06;1;-0.00905052
9.22571e+06;1;-0.00907138
9.24698e+06;1;-0.0090923
9.2683e+06;1;-0.00911326
9.28966e+06;1;-0.00913427
9.31108e+06;1;-0.00915533
9.33254e+06;1;-0.00917644
9.35406e+06;1;-0.0091976
9.37562e+06;1;-0.00921881
9.39723e+06;1;-0.00924006
9.4189e+06;1;-0.00926137
9.44061e+06;1;-0.00928272
9.46237e+06;1;-0.00930412
9.48418e+06;1;-0.00932558
9.50605e+06;1;-0.00934708
9.52796e+06;1;-0.00936863
9.54993e+06;1;-0.00939023
9.57194e+06;1;-0.00941188
9.59401e+06;1;-0.00943358
9.61612e+06;1;-0.00945533
9.63829e+06;1;-0.00947713
9.66051e+06;1;-0.00949898
9.68278e+06;1;-0.00952088
9.7051e+06;1;-0.00954284
9.72747e+06;1;-0.00956484
9.7499e+06;1;-0.00958689
9.77237e+06;1;-0.009609
9.7949e+06;1;-0.00963115
9.81748e+06;1;-0.00965336
9.84011e+06;1;-0.00967562
9.86279e+06;1;-0.00969792
9.88553e+06;1;-0.00972029
9.90832e+06;1;-0.0097427
9.93116e+06;1;-0.00976516
9.95405e+06;1;-0.00978768
9.977e+06;1;-0.00981024
1e+07;1;-0.00983286
1.00231e+07;1;-0.00985553
1.00462e+07;1;-0.00987826
1.00693e+07;1;-0.00990103
1.00925e+07;1;-0.00992386
1.01158e+07;1;-0.00994675
1.01391e+07;1;-0.00996968
1.01625e+07;1;-0.00999267
1.01859e+07;1;-0.0100157
1.02094e+07;1;-0.0100388
1.02329e+07;1;-0.0100619
1.02565e+07;1;-0.0100851
1.02802e+07;1;-0.0101084
1.03039e+07;1;-0.0101317
1.03276e+07;1;-0.0101551
1.03514e+07;1;-0.0101785
1.03753e+07;1;-0.010202
1.03992e+07;1;-0.0102255
1.04232e+07;1;-0.0102491
1.04472e+07;1;-0.0102727
1.04713e+07;1;-0.0102964
1.04954e+07;1;-0.0103201
1.05196e+07;1;-0.0103439
1.05439e+07;1;-0.0103678
1.05682e+07;1;-0.0103917
1.05925e+07;1;-0.0104156
1.0617e+07;1;-0.0104396
1.06414e+07;1;-0.0104637
1.0666e+07;1;-0.0104878
1.06905e+07;1;-0.010512
1.07152e+07;1;-0.0105363
1.07399e+07;1;-0.0105606
1.07647e+07;1;-0.0105849
1.07895e+07;1;-0.0106093
1.08143e+07;1;-0.0106338
1.08393e+07;1;-0.0106583
1.08643e+07;1;-0.0106829
1.08893e+07;1;-0.0107075
1.09144e+07;1;-0.0107322
1.09396e+07;1;-0.0107569
1.09648e+07;1;-0.0107817
1.09901e+07;1;-0.0108066
1.10154e+07;1;-0.0108315
1.10408e+07;1;-0.0108565
1.10662e+07;1;-0.0108815
1.10917e+07;1;-0.0109066
1.11173e+07;1;-0.0109318
1.11429e+07;1;-0.010957
1.11686e+07;1;-0.0109822
1.11944e+07;1;-0.0110076
1.12202e+07;1;-0.0110329
1.1246e+07;1;-0.0110584
1.1272e+07;1;-0.0110839
1.1298e+07;1;-0.0111094
1.1324e+07;1;-0.0111351
1.13501e+07;1;-0.0111607
1.13763e+07;1;-0.0111865
1.14025e+07;1;-0.0112123
1.14288e+07;1;-0.0112381
1.14551e+07;1;-0.011264
1.14815e+07;1;-0.01129
1.1508e+07;1;-0.011316
1.15345e+07;1;-0.0113421
1.15611e+07;1;-0.0113683
1.15878e+07;1;-0.0113945
1.16145e+07;1;-0.0114208
1.16413e+07;1;-0.0114471
1.16681e+07;1;-0.0114735
1.1695e+07;1;-0.0114999
1.1722e+07;1;-0.0115265
1.1749e+07;1;-0.011553
1.17761e+07;1;-0.0115797
1.18032e+07;1;-0.0116064
1.18304e+07;1;-0.0116331
1.18577e+07;1;-0.01166
1.1885e+07;1;-0.0116869
1.19124e+07;1;-0.0117138
1.19399e+07;1;-0.0117408
1.19674e+07;1;-0.0117679
1.1995e+07;1;-0.011795
1.20226e+07;1;-0.0118222
1.20504e+07;1;-0.0118495
1.20781e+07;1;-0.0118768
1.2106e+07;1;-0.0119042
1.21339e+07;1;-0.0119316
1.21619e+07;1;-0.0119592
1.21899e+07;1;-0.0119867
1.2218e+07;1;-0.0120144
1.22462e+07;1;-0.0120421
1.22744e+07;1;-0.0120699
1.23027e+07;1;-0.0120977
1.2331e+07;1;-0.0121256
1.23595e+07;1;-0.0121535
1.2388e+07;1;-0.0121816
1.24165e+07;1;-0.0122097
1.24451e+07;1;-0.0122378
1.24738e+07;1;-0.012266
1.25026e+07;1;-0.0122943
1.25314e+07;1;-0.0123227
1.25603e+07;1;-0.0123511
1.25893e+07;1;-0.0123796
1.26183e+07;1;-0.0124081
1.26474e+07;1;-0.0124367
1.26765e+07;1;-0.0124654
1.27057e+07;1;-0.0124941
1.2735e+07;1;-0.012523
1.27644e+07;1;-0.0125518
1.27938e+07;1;-0.0125808
1.28233e+07;1;-0.0126098
1.28529e+07;1;-0.0126389
1.28825e+07;1;-0.012668
1.29122e+07;1;-0.0126972
1.2942e+07;1;-0.0127265
1.29718e+07;1;-0.0127559
1.30017e+07;1;-0.0127853
1.30317e+07;1;-0.0128148
1.30617e+07;1;-0.0128443
1.30918e+07;1;-0.0128739
1.3122e+07;1;-0.0129036
1.31522e+07;1;-0.0129334
1.31826e+07;1;-0.0129632
1.3213e+07;1;-0.0129931
1.32434e+07;1;-0.013023
1.32739e+07;1;-0.0130531
1.33045e+07;1;-0.0130832
1.33352e+07;1;-0.0131134
1.3366e+07;1;-0.0131436
1.33968e+07;1;-0.0131739
1.34276e+07;1;-0.0132043
1.34586e+07;1;-0.0132347
1.34896e+07;1;-0.0132653
1.35207e+07;1;-0.0132958
1.35519e+07;1;-0.0133265
1.35831e+07;1;-0.0133572
1.36144e+07;1;-0.013388
1.36458e+07;1;-0.0134189
1.36773e+07;1;-0.0134499
1.37088e+07;1;-0.0134809
1.37404e+07;1;-0.013512
1.37721e+07;1;-0.0135431
1.38038e+07;1;-0.0135744
1.38357e+07;1;-0.0136057
1.38676e+07;1;-0.013637
1.38995e+07;1;-0.0136685
1.39316e+07;1;-0.0137
1.39637e+07;1;-0.0137316
1.39959e+07;1;-0.0137633
1.40281e+07;1;-0.013795
1.40605e+07;1;-0.0138268
1.40929e+07;1;-0.0138587
1.41254e+07;1;-0.0138907
1.41579e+07;1;-0.0139227
1.41906e+07;1;-0.0139548
1.42233e+07;1;-0.013987
1.42561e+07;1;-0.0140192
1.42889e+07;1;-0.0140516
1.43219e+07;1;-0.014084
1.43549e+07;1;-0.0141165
1.4388e+07;1;-0.014149
1.44212e+07;1;-0.0141816
1.44544e+07;1;-0.0142144
1.44877e+07;1;-0.0142471
1.45211e+07;1;-0.01428
1.45546e+07;1;-0.0143129
1.45881e+07;1;-0.0143459
1.46218e+07;1;-0.014379
1.46555e+07;1;-0.0144122
1.46893e+07;1;-0.0144454
1.47231e+07;1;-0.0144787
1.47571e+07;1;-0.0145121
1.47911e+07;1;-0.0145456
1.48252e+07;1;-0.0145791
1.48594e+07;1;-0.0146128
1.48936e+07;1;-0.0146465
1.49279e+07;1;-0.0146802
1.49624e+07;1;-0.0147141
1.49968e+07;1;-0.014748
1.50314e+07;1;-0.014782
1.50661e+07;1;-0.0148161
1.51008e+07;1;-0.0148503
1.51356e+07;1;-0.0148846
1.51705e+07;1;-0.0149189
1.52055e+07;1;-0.0149533
1.52405e+07;1;-0.0149878
1.52757e+07;1;-0.0150223
1.53109e+07;1;-0.015057
1.53462e+07;1;-0.0150917
1.53815e+07;1;-0.0151265
1.5417e+07;1;-0.0151614
1.54525e+07;1;-0.0151964
1.54882e+07;1;-0.0152314
1.55239e+07;1;-0.0152666
1.55597e+07;1;-0.0153018
1.55955e+07;1;-0.0153371
1.56315e+07;1;-0.0153724
1.56675e+07;1;-0.0154079
1.57036e+07;1;-0.0154434
1.57398e+07;1;-0.015479
1.57761e+07;1;-0.0155147
1.58125e+07;1;-0.0155505
1.58489e+07;1;-0.0155864
1.58855e+07;1;-0.0156223
1.59221e+07;1;-0.0156584
1.59588e+07;1;-0.0156945
1.59956e+07;1;-0.0157307
1.60325e+07;1;-0.015767
1.60694e+07;1;-0.0158033
1.61065e+07;1;-0.0158398
1.61436e+07;1;-0.0158763
1.61808e+07;1;-0.0159129
1.62181e+07;1;-0.0159496
1.62555e+07;1;-0.0159864
1.6293e+07;1;-0.0160233
1.63305e+07;1;-0.0160602
1.63682e+07;1;-0.0160973
1.64059e+07;1;-0.0161344
1.64437e+07;1;-0.0161716
1.64816e+07;1;-0.0162089
1.65196e+07;1;-0.0162463
1.65577e+07;1;-0.0162838
1.65959e+07;1;-0.0163213
1.66341e+07;1;-0.016359
1.66725e+07;1;-0.0163967
1.67109e+07;1;-0.0164345
1.67494e+07;1;-0.0164724
1.6788e+07;1;-0.0165104
1.68267e+07;1;-0.0165485
1.68655e+07;1;-0.0165867
1.69044e+07;1;-0.0166249
1.69434e+07;1;-0.0166633
1.69824e+07;1;-0.0167017
1.70216e+07;1;-0.0167403
1.70608e+07;1;-0.0167789
1.71002e+07;1;-0.0168176
1.71396e+07;1;-0.0168564
1.71791e+07;1;-0.0168952
1.72187e+07;1;-0.0169342
1.72584e+07;1;-0.0169733
1.72982e+07;1;-0.0170124
1.7338e+07;1;-0.0170517
1.7378e+07;1;-0.017091
1.74181e+07;1;-0.0171304
1.74582e+07;1;-0.0171699
1.74985e+07;1;-0.0172095
1.75388e+07;1;-0.0172492
1.75792e+07;1;-0.017289
1.76198e+07;1;-0.0173289
1.76604e+07;1;-0.0173689
1.77011e+07;1;-0.0174089
1.77419e+07;1;-0.0174491
1.77828e+07;1;-0.0174893
1.78238e+07;1;-0.0175297
1.78649e+07;1;-0.0175701
1.79061e+07;1;-0.0176107
1.79473e+07;1;-0.0176513
1.79887e+07;1;-0.017692
1.80302e+07;1;-0.0177328
1.80717e+07;1;-0.0177737
1.81134e+07;1;-0.0178147
1.81552e+07;1;-0.0178558
1.8197e+07;1;-0.017897
1.8239e+07;1;-0.0179383
1.8281e+07;1;-0.0179797
1.83231e+07;1;-0.0180211
1.83654e+07;1;-0.0180627
1.84077e+07;1;-0.0181044
1.84502e+07;1;-0.0181461
1.84927e+07;1;-0.018188
1.85353e+07;1;-0.0182299
1.8578e+07;1;-0.018272
1.86209e+07;1;-0.0183141
1.86638e+07;1.00001;-0.0183564
1.87068e+07;1.00001;-0.0183987
1.87499e+07;1.00001;-0.0184412
1.87932e+07;1.00001;-0.0184837
1.88365e+07;1.00001;-0.0185264
1.88799e+07;1.00001;-0.0185691
1.89234e+07;1.00001;-0.0186119
1.89671e+07;1.00001;-0.0186549
1.90108e+07;1.00001;-0.0186979
1.90546e+07;1.00001;-0.018741
1.90985e+07;1.00001;-0.0187843
1.91426e+07;1.00001;-0.0188276
1.91867e+07;1.00001;-0.018871
1.92309e+07;1.00001;-0.0189146
1.92752e+07;1.00001;-0.0189582
1.93197e+07;1.00001;-0.0190019
1.93642e+07;1.00001;-0.0190458
1.94089e+07;1.00001;-0.0190897
1.94536e+07;1.00001;-0.0191338
1.94984e+07;1.00001;-0.0191779
1.95434e+07;1.00001;-0.0192221
1.95884e+07;1.00001;-0.0192665
1.96336e+07;1.00001;-0.0193109
1.96789e+07;1.00001;-0.0193555
1.97242e+07;1.00001;-0.0194001
1.97697e+07;1.00001;-0.0194449
1.98153e+07;1.00001;-0.0194898
1.98609e+07;1.00001;-0.0195347
1.99067e+07;1.00001;-0.0195798
1.99526e+07;1.00001;-0.019625
1.99986e+07;1.00001;-0.0196702
2.00447e+07;1.00001;-0.0197156
2.00909e+07;1.00001;-0.0197611
2.01372e+07;1.00001;-0.0198067
2.01837e+07;1.00001;-0.0198524
2.02302e+07;1.00001;-0.0198982
2.02768e+07;1.00001;-0.0199441
2.03236e+07;1.00001;-0.0199901
2.03704e+07;1.00001;-0.0200362
2.04174e+07;1.00001;-0.0200825
2.04644e+07;1.00001;-0.0201288
2.05116e+07;1.00001;-0.0201752
2.05589e+07;1.00001;-0.0202218
2.06063e+07;1.00001;-0.0202684
2.06538e+07;1.00001;-0.0203152
2.07014e+07;1.00001;-0.0203621
2.07491e+07;1.00001;-0.0204091
2.0797e+07;1.00001;-0.0204561
2.08449e+07;1.00001;-0.0205033
2.0893e+07;1.00001;-0.0205506
2.09411e+07;1.00001;-0.0205981
2.09894e+07;1.00001;-0.0206456
2.10378e+07;1.00001;-0.0206932
2.10863e+07;1.00001;-0.020741
2.11349e+07;1.00001;-0.0207888
2.11836e+07;1.00001;-0.0208368
2.12324e+07;1.00001;-0.0208849
2.12814e+07;1.00001;-0.0209331
2.13304e+07;1.00001;-0.0209814
2.13796e+07;1.00001;-0.0210298
2.14289e+07;1.00001;-0.0210783
2.14783e+07;1.00001;-0.0211269
2.15278e+07;1.00001;-0.0211757
2.15774e+07;1.00001;-0.0212245
2.16272e+07;1.00001;-0.0212735
2.1677e+07;1.00001;-0.0213226
2.1727e+07;1.00001;-0.0213718
2.17771e+07;1.00001;-0.0214211
2.18273e+07;1.00001;-0.0214705
2.18776e+07;1.00001;-0.0215201
2.1928e+07;1.00001;-0.0215697
2.19786e+07;1.00001;-0.0216195
2.20293e+07;1.00001;-0.0216694
2.208e+07;1.00001;-0.0217194
2.21309e+07;1.00001;-0.0217695
2.2182e+07;1.00001;-0.0218197
2.22331e+07;1.00001;-0.0218701
2.22844e+07;1.00001;-0.0219206
2.23357e+07;1.00001;-0.0219711
2.23872e+07;1.00001;-0.0220218
2.24388e+07;1.00001;-0.0220727
2.24905e+07;1.00001;-0.0221236
2.25424e+07;1.00001;-0.0221746
2.25944e+07;1.00001;-0.0222258
2.26464e+07;1.00001;-0.0222771
2.26986e+07;1.00001;-0.0223285
2.2751e+07;1.00001;-0.02238
2.28034e+07;1.00001;-0.0224317
2.2856e+07;1.00001;-0.0224834
2.29087e+07;1.00001;-0.0225353
2.29615e+07;1.00001;-0.0225873
2.30144e+07;1.00001;-0.0226394
2.30675e+07;1.00001;-0.0226917
2.31206e+07;1.00001;-0.0227441
2.31739e+07;1.00001;-0.0227965
2.32274e+07;1.00001;-0.0228492
2.32809e+07;1.00001;-0.0229019
2.33346e+07;1.00001;-0.0229547
2.33884e+07;1.00001;-0.0230077
2.34423e+07;1.00001;-0.0230608
2.34963e+07;1.00001;-0.023114
2.35505e+07;1.00001;-0.0231674
2.36048e+07;1.00001;-0.0232208
2.36592e+07;1.00001;-0.0232744
2.37137e+07;1.00001;-0.0233281
2.37684e+07;1.00001;-0.023382
2.38232e+07;1.00001;-0.0234359
2.38781e+07;1.00001;-0.02349
2.39332e+07;1.00001;-0.0235442
2.39883e+07;1.00001;-0.0235986
2.40436e+07;1.00001;-0.023653
2.40991e+07;1.00001;-0.0237076
2.41546e+07;1.00001;-0.0237623
2.42103e+07;1.00001;-0.0238172
2.42661e+07;1.00001;-0.0238721
2.4322e+07;1.00001;-0.0239272
2.43781e+07;1.00001;-0.0239825
2.44343e+07;1.00001;-0.0240378
2.44906e+07;1.00001;-0.0240933
2.45471e+07;1.00001;-0.0241489
2.46037e+07;1.00001;-0.0242046
2.46604e+07;1.00001;-0.0242605
2.47172e+07;1.00001;-0.0243165
2.47742e+07;1.00001;-0.0243726
2.48313e+07;1.00001;-0.0244289
2.48886e+07;1.00001;-0.0244853
2.49459e+07;1.00001;-0.0245418
2.50035e+07;1.00001;-0.0245984
2.50611e+07;1.00001;-0.0246552
2.51189e+07;1.00001;-0.0247121
2.51768e+07;1.00001;-0.0247691
2.52348e+07;1.00001;-0.0248263
2.5293e+07;1.00001;-0.0248836
2.53513e+07;1.00001;-0.024941
2.54097e+07;1.00001;-0.0249986
2.54683e+07;1.00001;-0.0250563
2.5527e+07;1.00001;-0.0251142
2.55859e+07;1.00001;-0.0251721
2.56448e+07;1.00001;-0.0252302
2.5704e+07;1.00001;-0.0252885
2.57632e+07;1.00001;-0.0253468
2.58226e+07;1.00001;-0.0254053
2.58821e+07;1.00001;-0.025464
2.59418e+07;1.00001;-0.0255228
2.60016e+07;1.00001;-0.0255817
2.60615e+07;1.00001;-0.0256407
2.61216e+07;1.00001;-0.0256999
2.61818e+07;1.00001;-0.0257592
2.62422e+07;1.00001;-0.0258187
2.63027e+07;1.00001;-0.0258783
2.63633e+07;1.00001;-0.025938
2.64241e+07;1.00001;-0.0259979
2.6485e+07;1.00001;-0.0260579
2.65461e+07;1.00001;-0.0261181
2.66073e+07;1.00001;-0.0261784
2.66686e+07;1.00001;-0.0262388
2.67301e+07;1.00001;-0.0262994
2.67917e+07;1.00001;-0.0263601
2.68534e+07;1.00001;-0.026421
2.69153e+07;1.00001;-0.026482
2.69774e+07;1.00001;-0.0265431
2.70396e+07;1.00001;-0.0266044
2.71019e+07;1.00001;-0.0266658
2.71644e+07;1.00001;-0.0267273
2.7227e+07;1.00001;-0.026789
2.72898e+07;1.00001;-0.0268509
2.73527e+07;1.00001;-0.0269129
2.74157e+07;1.00001;-0.026975
2.74789e+07;1.00001;-0.0270373
2.75423e+07;1.00001;-0.0270997
2.76058e+07;1.00001;-0.0271623
2.76694e+07;1.00001;-0.027225
2.77332e+07;1.00001;-0.0272879
2.77971e+07;1.00001;-0.0273509
2.78612e+07;1.00001;-0.027414
2.79254e+07;1.00001;-0.0274773
2.79898e+07;1.00001;-0.0275407
2.80543e+07;1.00001;-0.0276043
2.8119e+07;1.00001;-0.0276681
2.81838e+07;1.00001;-0.0277319
2.82488e+07;1.00001;-0.027796
2.83139e+07;1.00001;-0.0278601
2.83792e+07;1.00001;-0.0279245
2.84446e+07;1.00001;-0.027989
2.85102e+07;1.00001;-0.0280536
2.85759e+07;1.00001;-0.0281184
2.86418e+07;1.00001;-0.0281833
2.87078e+07;1.00001;-0.0282484
2.8774e+07;1.00001;-0.0283136
2.88403e+07;1.00001;-0.028379
2.89068e+07;1.00001;-0.0284445
2.89734e+07;1.00001;-0.0285102
2.90402e+07;1.00001;-0.028576
2.91072e+07;1.00001;-0.028642
2.91743e+07;1.00001;-0.0287081
2.92415e+07;1.00001;-0.0287744
2.93089e+07;1.00001;-0.0288409
2.93765e+07;1.00001;-0.0289075
2.94442e+07;1.00001;-0.0289742
2.95121e+07;1.00001;-0.0290411
2.95801e+07;1.00001;-0.0291082
2.96483e+07;1.00001;-0.0291754
2.97167e+07;1.00001;-0.0292428
2.97852e+07;1.00001;-0.0293103
2.98538e+07;1.00001;-0.029378
2.99226e+07;1.00001;-0.0294458
2.99916e+07;1.00001;-0.0295138
3.00608e+07;1.00001;-0.029582
3.01301e+07;1.00001;-0.0296503
3.01995e+07;1.00001;-0.0297188
3.02691e+07;1.00001;-0.0297874
3.03389e+07;1.00001;-0.0298562
3.04089e+07;1.00001;-0.0299252
3.04789e+07;1.00001;-0.0299943
3.05492e+07;1.00001;-0.0300636
3.06196e+07;1.00001;-0.030133
3.06902e+07;1.00001;-0.0302026
3.0761e+07;1.00001;-0.0302723
3.08319e+07;1.00001;-0.0303422
3.0903e+07;1.00001;-0.0304123
3.09742e+07;1.00001;-0.0304826
3.10456e+07;1.00001;-0.030553
3.11172e+07;1.00001;-0.0306235
3.11889e+07;1.00001;-0.0306943
3.12608e+07;1.00001;-0.0307652
3.13329e+07;1.00001;-0.0308362
3.14051e+07;1.00001;-0.0309075
3.14775e+07;1.00001;-0.0309788
3.155e+07;1.00001;-0.0310504
3.16228e+07;1.00001;-0.0311221
3.16957e+07;1.00001;-0.031194
3.17687e+07;1.00001;-0.0312661
3.1842e+07;1.00001;-0.0313383
3.19154e+07;1.00001;-0.0314107
3.1989e+07;1.00001;-0.0314832
3.20627e+07;1.00001;-0.0315559
3.21366e+07;1.00001;-0.0316288
3.22107e+07;1.00001;-0.0317019
3.22849e+07;1.00001;-0.0317751
3.23594e+07;1.00001;-0.0318485
3.2434e+07;1.00001;-0.0319221
3.25087e+07;1.00001;-0.0319959
3.25837e+07;1.00001;-0.0320698
3.26588e+07;1.00001;-0.0321439
3.27341e+07;1.00001;-0.0322181
3.28095e+07;1.00001;-0.0322925
3.28852e+07;1.00001;-0.0323671
3.2961e+07;1.00001;-0.0324419
3.3037e+07;1.00001;-0.0325169
3.31131e+07;1.00001;-0.032592
3.31894e+07;1.00002;-0.0326673
3.3266e+07;1.00002;-0.0327428
3.33426e+07;1.00002;-0.0328184
3.34195e+07;1.00002;-0.0328942
3.34965e+07;1.00002;-0.0329702
3.35738e+07;1.00002;-0.0330464
3.36512e+07;1.00002;-0.0331227
3.37287e+07;1.00002;-0.0331993
3.38065e+07;1.00002;-0.033276
3.38844e+07;1.00002;-0.0333529
3.39625e+07;1.00002;-0.0334299
3.40408e+07;1.00002;-0.0335072
3.41193e+07;1.00002;-0.0335846
3.41979e+07;1.00002;-0.0336622
3.42768e+07;1.00002;-0.03374
3.43558e+07;1.00002;-0.0338179
3.4435e+07;1.00002;-0.0338961
3.45144e+07;1.00002;-0.0339744
3.45939e+07;1.00002;-0.0340529
3.46737e+07;1.00002;-0.0341316
3.47536e+07;1.00002;-0.0342105
3.48337e+07;1.00002;-0.0342895
3.4914e+07;1.00002;-0.0343688
3.49945e+07;1.00002;-0.0344482
3.50752e+07;1.00002;-0.0345278
3.5156e+07;1.00002;-0.0346076
3.52371e+07;1.00002;-0.0346875
3.53183e+07;1.00002;-0.0347677
3.53997e+07;1.00002;-0.0348481
3.54813e+07;1.00002;-0.0349286
3.55631e+07;1.00002;-0.0350093
3.56451e+07;1.00002;-0.0350902
3.57273e+07;1.00002;-0.0351713
3.58096e+07;1.00002;-0.0352526
3.58922e+07;1.00002;-0.0353341
3.59749e+07;1.00002;-0.0354157
3.60579e+07;1.00002;-0.0354976
3.6141e+07;1.00002;-0.0355796
3.62243e+07;1.00002;-0.0356619
3.63078e+07;1.00002;-0.0357443
3.63915e+07;1.00002;-0.0358269
3.64754e+07;1.00002;-0.0359097
3.65595e+07;1.00002;-0.0359927
3.66438e+07;1.00002;-0.0360759
3.67282e+07;1.00002;-0.0361593
3.68129e+07;1.00002;-0.0362429
3.68978e+07;1.00002;-0.0363266
3.69828e+07;1.00002;-0.0364106
3.70681e+07;1.00002;-0.0364948
3.71535e+07;1.00002;-0.0365791
3.72392e+07;1.00002;-0.0366637
3.7325e+07;1.00002;-0.0367484
3.74111e+07;1.00002;-0.0368334
3.74973e+07;1.00002;-0.0369185
3.75837e+07;1.00002;-0.0370039
3.76704e+07;1.00002;-0.0370894
3.77572e+07;1.00002;-0.0371752
3.78443e+07;1.00002;-0.0372611
3.79315e+07;1.00002;-0.0373473
3.80189e+07;1.00002;-0.0374336
3.81066e+07;1.00002;-0.0375201
3.81944e+07;1.00002;-0.0376069
3.82825e+07;1.00002;-0.0376938
3.83707e+07;1.00002;-0.037781
3.84592e+07;1.00002;-0.0378683
