"acfrequency";"number";"r Pin";"i Pin"
1.02094e+06;3;4.26112e-10;2.96441e-05
1.02329e+06;3;4.27618e-10;2.97124e-05
1.02565e+06;3;4.2913e-10;2.97809e-05
1.02802e+06;3;4.30649e-10;2.98496e-05
1.03039e+06;3;4.32175e-10;2.99184e-05
1.03276e+06;3;4.33708e-10;2.99874e-05
1.03514e+06;3;4.35249e-10;3.00565e-05
1.03753e+06;3;4.36796e-10;3.01258e-05
1.03992e+06;3;4.38351e-10;3.01952e-05
1.04232e+06;3;4.39913e-10;3.02648e-05
1.04472e+06;3;4.41482e-10;3.03346e-05
1.04713e+06;3;4.43058e-10;3.04045e-05
1.04954e+06;3;4.44641e-10;3.04746e-05
1.05196e+06;3;4.46232e-10;3.05449e-05
1.05439e+06;3;4.4783e-10;3.06153e-05
1.05682e+06;3;4.49436e-10;3.06858e-05
1.05925e+06;3;4.51049e-10;3.07566e-05
1.0617e+06;3;4.52669e-10;3.08275e-05
1.06414e+06;3;4.54297e-10;3.08986e-05
1.0666e+06;3;4.55932e-10;3.09698e-05
1.06905e+06;3;4.57575e-10;3.10412e-05
1.07152e+06;3;4.59226e-10;3.11127e-05
1.07399e+06;3;4.60884e-10;3.11845e-05
1.07647e+06;3;4.62549e-10;3.12563e-05
1.07895e+06;3;4.64223e-10;3.13284e-05
1.08143e+06;3;4.65904e-10;3.14006e-05
1.08393e+06;3;4.67593e-10;3.1473e-05
1.08643e+06;3;4.6929e-10;3.15456e-05
1.08893e+06;3;4.70994e-10;3.16183e-05
1.09144e+06;3;4.72707e-10;3.16912e-05
1.09396e+06;3;4.74427e-10;3.17642e-05
1.09648e+06;3;4.76155e-10;3.18374e-05
1.09901e+06;3;4.77892e-10;3.19108e-05
1.10154e+06;3;4.79636e-10;3.19844e-05
1.10408e+06;3;4.81388e-10;3.20581e-05
1.10662e+06;3;4.83149e-10;3.2132e-05
1.10917e+06;3;4.84917e-10;3.22061e-05
1.11173e+06;3;4.86694e-10;3.22803e-05
1.11429e+06;3;4.88479e-10;3.23548e-05
1.11686e+06;3;4.90272e-10;3.24293e-05
1.11944e+06;3;4.92073e-10;3.25041e-05
1.12202e+06;3;4.93883e-10;3.2579e-05
1.1246e+06;3;4.95701e-10;3.26541e-05
1.1272e+06;3;4.97528e-10;3.27294e-05
1.1298e+06;3;4.99362e-10;3.28049e-05
1.1324e+06;3;5.01206e-10;3.28805e-05
1.13501e+06;3;5.03058e-10;3.29563e-05
1.13763e+06;3;5.04918e-10;3.30322e-05
1.14025e+06;3;5.06787e-10;3.31084e-05
1.14288e+06;3;5.08665e-10;3.31847e-05
1.14551e+06;3;5.10551e-10;3.32612e-05
1.14815e+06;3;5.12446e-10;3.33379e-05
1.1508e+06;3;5.1435e-10;3.34147e-05
1.15345e+06;3;5.16262e-10;3.34918e-05
1.15611e+06;3;5.18184e-10;3.3569e-05
1.15878e+06;3;5.20114e-10;3.36464e-05
1.16145e+06;3;5.22053e-10;3.37239e-05
1.16413e+06;3;5.24001e-10;3.38017e-05
1.16681e+06;3;5.25958e-10;3.38796e-05
1.1695e+06;3;5.27925e-10;3.39577e-05
1.1722e+06;3;5.299e-10;3.4036e-05
1.1749e+06;3;5.31884e-10;3.41144e-05
1.17761e+06;3;5.33878e-10;3.41931e-05
1.18032e+06;3;5.3588e-10;3.42719e-05
1.18304e+06;3;5.37892e-10;3.43509e-05
1.18577e+06;3;5.39913e-10;3.44301e-05
1.1885e+06;3;5.41944e-10;3.45095e-05
1.19124e+06;3;5.43984e-10;3.4589e-05
1.19399e+06;3;5.46033e-10;3.46687e-05
1.19674e+06;3;5.48092e-10;3.47487e-05
1.1995e+06;3;5.5016e-10;3.48288e-05
1.20226e+06;3;5.52238e-10;3.49091e-05
1.20504e+06;3;5.54326e-10;3.49895e-05
1.20781e+06;3;5.56423e-10;3.50702e-05
1.2106e+06;3;5.58529e-10;3.5151e-05
1.21339e+06;3;5.60646e-10;3.52321e-05
1.21619e+06;3;5.62772e-10;3.53133e-05
1.21899e+06;3;5.64908e-10;3.53947e-05
1.2218e+06;3;5.67054e-10;3.54763e-05
1.22462e+06;3;5.6921e-10;3.55581e-05
1.22744e+06;3;5.71376e-10;3.564e-05
1.23027e+06;3;5.73552e-10;3.57222e-05
1.2331e+06;3;5.75737e-10;3.58045e-05
1.23595e+06;3;5.77933e-10;3.58871e-05
1.2388e+06;3;5.80139e-10;3.59698e-05
1.24165e+06;3;5.82355e-10;3.60527e-05
1.24451e+06;3;5.84582e-10;3.61358e-05
1.24738e+06;3;5.86819e-10;3.62191e-05
1.25026e+06;3;5.89066e-10;3.63026e-05
1.25314e+06;3;5.91323e-10;3.63863e-05
1.25603e+06;3;5.93591e-10;3.64702e-05
1.25893e+06;3;5.95869e-10;3.65543e-05
1.26183e+06;3;5.98158e-10;3.66385e-05
1.26474e+06;3;6.00458e-10;3.6723e-05
1.26765e+06;3;6.02768e-10;3.68077e-05
1.27057e+06;3;6.05088e-10;3.68925e-05
1.2735e+06;3;6.0742e-10;3.69775e-05
1.27644e+06;3;6.09762e-10;3.70628e-05
1.27938e+06;3;6.12115e-10;3.71482e-05
1.28233e+06;3;6.14479e-10;3.72339e-05
1.28529e+06;3;6.16853e-10;3.73197e-05
1.28825e+06;3;6.19239e-10;3.74057e-05
1.29122e+06;3;6.21636e-10;3.7492e-05
1.2942e+06;3;6.24043e-10;3.75784e-05
1.29718e+06;3;6.26462e-10;3.7665e-05
1.30017e+06;3;6.28892e-10;3.77518e-05
1.30317e+06;3;6.31334e-10;3.78389e-05
1.30617e+06;3;6.33786e-10;3.79261e-05
1.30918e+06;3;6.3625e-10;3.80135e-05
1.3122e+06;3;6.38725e-10;3.81012e-05
1.31522e+06;3;6.41212e-10;3.8189e-05
1.31826e+06;3;6.4371e-10;3.8277e-05
1.3213e+06;3;6.4622e-10;3.83653e-05
1.32434e+06;3;6.48741e-10;3.84537e-05
1.32739e+06;3;6.51274e-10;3.85423e-05
1.33045e+06;3;6.53818e-10;3.86312e-05
1.33352e+06;3;6.56375e-10;3.87202e-05
1.3366e+06;3;6.58943e-10;3.88095e-05
1.33968e+06;3;6.61523e-10;3.8899e-05
1.34276e+06;3;6.64114e-10;3.89886e-05
1.34586e+06;3;6.66718e-10;3.90785e-05
1.34896e+06;3;6.69334e-10;3.91686e-05
1.35207e+06;3;6.71962e-10;3.92589e-05
1.35519e+06;3;6.74602e-10;3.93494e-05
1.35831e+06;3;6.77254e-10;3.94401e-05
1.36144e+06;3;6.79919e-10;3.9531e-05
1.36458e+06;3;6.82596e-10;3.96222e-05
1.36773e+06;3;6.85285e-10;3.97135e-05
1.37088e+06;3;6.87986e-10;3.9805e-05
1.37404e+06;3;6.907e-10;3.98968e-05
1.37721e+06;3;6.93427e-10;3.99888e-05
1.38038e+06;3;6.96166e-10;4.0081e-05
1.38357e+06;3;6.98918e-10;4.01734e-05
1.38676e+06;3;7.01682e-10;4.0266e-05
1.38995e+06;3;7.0446e-10;4.03588e-05
1.39316e+06;3;7.0725e-10;4.04518e-05
1.39637e+06;3;7.10053e-10;4.05451e-05
1.39959e+06;3;7.12868e-10;4.06385e-05
1.40281e+06;3;7.15697e-10;4.07322e-05
1.40605e+06;3;7.18539e-10;4.08261e-05
1.40929e+06;3;7.21394e-10;4.09202e-05
1.41254e+06;3;7.24263e-10;4.10146e-05
1.41579e+06;3;7.27144e-10;4.11091e-05
1.41906e+06;3;7.30039e-10;4.12039e-05
1.42233e+06;3;7.32947e-10;4.12989e-05
1.42561e+06;3;7.35868e-10;4.13941e-05
1.42889e+06;3;7.38803e-10;4.14895e-05
1.43219e+06;3;7.41752e-10;4.15851e-05
1.43549e+06;3;7.44714e-10;4.1681e-05
1.4388e+06;3;7.4769e-10;4.17771e-05
1.44212e+06;3;7.5068e-10;4.18734e-05
1.44544e+06;3;7.53683e-10;4.19699e-05
1.44877e+06;3;7.567e-10;4.20667e-05
1.45211e+06;3;7.59732e-10;4.21636e-05
1.45546e+06;3;7.62777e-10;4.22608e-05
1.45881e+06;3;7.65836e-10;4.23583e-05
1.46218e+06;3;7.68909e-10;4.24559e-05
1.46555e+06;3;7.71997e-10;4.25538e-05
1.46893e+06;3;7.75099e-10;4.26519e-05
1.47231e+06;3;7.78215e-10;4.27502e-05
1.47571e+06;3;7.81345e-10;4.28487e-05
1.47911e+06;3;7.8449e-10;4.29475e-05
1.48252e+06;3;7.8765e-10;4.30465e-05
1.48594e+06;3;7.90824e-10;4.31458e-05
1.48936e+06;3;7.94012e-10;4.32452e-05
1.49279e+06;3;7.97216e-10;4.33449e-05
1.49624e+06;3;8.00434e-10;4.34448e-05
1.49968e+06;3;8.03667e-10;4.3545e-05
1.50314e+06;3;8.06915e-10;4.36454e-05
1.50661e+06;3;8.10178e-10;4.3746e-05
1.51008e+06;3;8.13456e-10;4.38468e-05
1.51356e+06;3;8.16749e-10;4.39479e-05
1.51705e+06;3;8.20058e-10;4.40492e-05
1.52055e+06;3;8.23381e-10;4.41508e-05
1.52405e+06;3;8.2672e-10;4.42525e-05
1.52757e+06;3;8.30075e-10;4.43545e-05
1.53109e+06;3;8.33445e-10;4.44568e-05
1.53462e+06;3;8.3683e-10;4.45593e-05
1.53815e+06;3;8.40231e-10;4.4662e-05
1.5417e+06;3;8.43648e-10;4.4765e-05
1.54525e+06;3;8.4708e-10;4.48681e-05
1.54882e+06;3;8.50529e-10;4.49716e-05
1.55239e+06;3;8.53993e-10;4.50753e-05
1.55597e+06;3;8.57473e-10;4.51792e-05
1.55955e+06;3;8.6097e-10;4.52833e-05
1.56315e+06;3;8.64482e-10;4.53877e-05
1.56675e+06;3;8.68011e-10;4.54923e-05
1.57036e+06;3;8.71556e-10;4.55972e-05
1.57398e+06;3;8.75117e-10;4.57023e-05
1.57761e+06;3;8.78695e-10;4.58077e-05
1.58125e+06;3;8.82289e-10;4.59133e-05
1.58489e+06;3;8.859e-10;4.60191e-05
1.58855e+06;3;8.89528e-10;4.61252e-05
1.59221e+06;3;8.93172e-10;4.62315e-05
1.59588e+06;3;8.96833e-10;4.63381e-05
1.59956e+06;3;9.00511e-10;4.64449e-05
1.60325e+06;3;9.04206e-10;4.6552e-05
1.60694e+06;3;9.07918e-10;4.66593e-05
1.61065e+06;3;9.11647e-10;4.67669e-05
1.61436e+06;3;9.15394e-10;4.68747e-05
1.61808e+06;3;9.19157e-10;4.69827e-05
1.62181e+06;3;9.22938e-10;4.7091e-05
1.62555e+06;3;9.26737e-10;4.71996e-05
1.6293e+06;3;9.30553e-10;4.73084e-05
1.63305e+06;3;9.34387e-10;4.74174e-05
1.63682e+06;3;9.38238e-10;4.75268e-05
1.64059e+06;3;9.42107e-10;4.76363e-05
1.64437e+06;3;9.45994e-10;4.77461e-05
1.64816e+06;3;9.49899e-10;4.78562e-05
1.65196e+06;3;9.53822e-10;4.79665e-05
1.65577e+06;3;9.57763e-10;4.80771e-05
1.65959e+06;3;9.61722e-10;4.81879e-05
1.66341e+06;3;9.657e-10;4.8299e-05
1.66725e+06;3;9.69696e-10;4.84103e-05
1.67109e+06;3;9.7371e-10;4.85219e-05
1.67494e+06;3;9.77743e-10;4.86338e-05
1.6788e+06;3;9.81794e-10;4.87459e-05
1.68267e+06;3;9.85864e-10;4.88583e-05
1.68655e+06;3;9.89953e-10;4.89709e-05
1.69044e+06;3;9.94061e-10;4.90838e-05
1.69434e+06;3;9.98188e-10;4.91969e-05
1.69824e+06;3;1.00233e-09;4.93104e-05
1.70216e+06;3;1.0065e-09;4.9424e-05
1.70608e+06;3;1.01068e-09;4.9538e-05
1.71002e+06;3;1.01489e-09;4.96522e-05
1.71396e+06;3;1.01911e-09;4.97666e-05
1.71791e+06;3;1.02335e-09;4.98813e-05
1.72187e+06;3;1.02761e-09;4.99963e-05
1.72584e+06;3;1.0319e-09;5.01116e-05
1.72982e+06;3;1.0362e-09;5.02271e-05
1.7338e+06;3;1.04052e-09;5.03429e-05
1.7378e+06;3;1.04486e-09;5.04589e-05
1.74181e+06;3;1.04922e-09;5.05753e-05
1.74582e+06;3;1.0536e-09;5.06919e-05
1.74985e+06;3;1.058e-09;5.08087e-05
1.75388e+06;3;1.06243e-09;5.09258e-05
1.75792e+06;3;1.06687e-09;5.10432e-05
1.76198e+06;3;1.07133e-09;5.11609e-05
1.76604e+06;3;1.07581e-09;5.12788e-05
1.77011e+06;3;1.08032e-09;5.1397e-05
1.77419e+06;3;1.08484e-09;5.15155e-05
1.77828e+06;3;1.08939e-09;5.16343e-05
1.78238e+06;3;1.09396e-09;5.17533e-05
1.78649e+06;3;1.09854e-09;5.18726e-05
1.79061e+06;3;1.10315e-09;5.19922e-05
1.79473e+06;3;1.10778e-09;5.21121e-05
1.79887e+06;3;1.11244e-09;5.22322e-05
1.80302e+06;3;1.11711e-09;5.23526e-05
1.80717e+06;3;1.1218e-09;5.24733e-05
1.81134e+06;3;1.12652e-09;5.25942e-05
1.81552e+06;3;1.13126e-09;5.27155e-05
1.8197e+06;3;1.13602e-09;5.2837e-05
1.8239e+06;3;1.1408e-09;5.29588e-05
1.8281e+06;3;1.1456e-09;5.30809e-05
1.83231e+06;3;1.15043e-09;5.32033e-05
1.83654e+06;3;1.15528e-09;5.33259e-05
1.84077e+06;3;1.16015e-09;5.34488e-05
1.84502e+06;3;1.16504e-09;5.3572e-05
1.84927e+06;3;1.16996e-09;5.36955e-05
1.85353e+06;3;1.1749e-09;5.38193e-05
1.8578e+06;3;1.17986e-09;5.39434e-05
1.86209e+06;3;1.18484e-09;5.40677e-05
1.86638e+06;3;1.18985e-09;5.41924e-05
1.87068e+06;3;1.19488e-09;5.43173e-05
1.87499e+06;3;1.19994e-09;5.44425e-05
1.87932e+06;3;1.20501e-09;5.4568e-05
1.88365e+06;3;1.21011e-09;5.46938e-05
1.88799e+06;3;1.21524e-09;5.48199e-05
1.89234e+06;3;1.22039e-09;5.49463e-05
1.89671e+06;3;1.22556e-09;5.50729e-05
1.90108e+06;3;1.23075e-09;5.51999e-05
1.90546e+06;3;1.23597e-09;5.53271e-05
1.90985e+06;3;1.24121e-09;5.54547e-05
1.91426e+06;3;1.24648e-09;5.55825e-05
1.91867e+06;3;1.25177e-09;5.57106e-05
1.92309e+06;3;1.25709e-09;5.58391e-05
1.92752e+06;3;1.26243e-09;5.59678e-05
1.93197e+06;3;1.2678e-09;5.60968e-05
1.93642e+06;3;1.27319e-09;5.62261e-05
1.94089e+06;3;1.2786e-09;5.63557e-05
1.94536e+06;3;1.28404e-09;5.64857e-05
1.94984e+06;3;1.28951e-09;5.66159e-05
1.95434e+06;3;1.295e-09;5.67464e-05
1.95884e+06;3;1.30051e-09;5.68772e-05
1.96336e+06;3;1.30606e-09;5.70083e-05
1.96789e+06;3;1.31162e-09;5.71397e-05
1.97242e+06;3;1.31722e-09;5.72715e-05
1.97697e+06;3;1.32283e-09;5.74035e-05
1.98153e+06;3;1.32848e-09;5.75358e-05
1.98609e+06;3;1.33415e-09;5.76684e-05
1.99067e+06;3;1.33984e-09;5.78014e-05
1.99526e+06;3;1.34557e-09;5.79346e-05
1.99986e+06;3;1.35132e-09;5.80682e-05
2.00447e+06;3;1.35709e-09;5.8202e-05
2.00909e+06;3;1.3629e-09;5.83362e-05
2.01372e+06;3;1.36872e-09;5.84707e-05
2.01837e+06;3;1.37458e-09;5.86055e-05
2.02302e+06;3;1.38046e-09;5.87406e-05
2.02768e+06;3;1.38637e-09;5.8876e-05
2.03236e+06;3;1.39231e-09;5.90117e-05
2.03704e+06;3;1.39828e-09;5.91477e-05
2.04174e+06;3;1.40427e-09;5.92841e-05
2.04644e+06;3;1.41029e-09;5.94208e-05
2.05116e+06;3;1.41634e-09;5.95577e-05
2.05589e+06;3;1.42241e-09;5.9695e-05
2.06063e+06;3;1.42852e-09;5.98326e-05
2.06538e+06;3;1.43465e-09;5.99706e-05
2.07014e+06;3;1.44081e-09;6.01088e-05
2.07491e+06;3;1.447e-09;6.02474e-05
2.0797e+06;3;1.45322e-09;6.03863e-05
2.08449e+06;3;1.45946e-09;6.05255e-05
2.0893e+06;3;1.46574e-09;6.0665e-05
2.09411e+06;3;1.47204e-09;6.08048e-05
2.09894e+06;3;1.47837e-09;6.0945e-05
2.10378e+06;3;1.48474e-09;6.10855e-05
2.10863e+06;3;1.49113e-09;6.12263e-05
2.11349e+06;3;1.49755e-09;6.13675e-05
2.11836e+06;3;1.504e-09;6.15089e-05
2.12324e+06;3;1.51048e-09;6.16507e-05
2.12814e+06;3;1.51699e-09;6.17928e-05
2.13304e+06;3;1.52353e-09;6.19353e-05
2.13796e+06;3;1.5301e-09;6.20781e-05
2.14289e+06;3;1.5367e-09;6.22212e-05
2.14783e+06;3;1.54334e-09;6.23646e-05
2.15278e+06;3;1.55e-09;6.25084e-05
2.15774e+06;3;1.55669e-09;6.26525e-05
2.16272e+06;3;1.56341e-09;6.27969e-05
2.1677e+06;3;1.57017e-09;6.29417e-05
2.1727e+06;3;1.57696e-09;6.30868e-05
2.17771e+06;3;1.58377e-09;6.32322e-05
2.18273e+06;3;1.59062e-09;6.3378e-05
2.18776e+06;3;1.5975e-09;6.35241e-05
2.1928e+06;3;1.60441e-09;6.36705e-05
2.19786e+06;3;1.61136e-09;6.38173e-05
2.20293e+06;3;1.61833e-09;6.39644e-05
2.208e+06;3;1.62534e-09;6.41118e-05
2.21309e+06;3;1.63238e-09;6.42596e-05
2.2182e+06;3;1.63946e-09;6.44078e-05
2.22331e+06;3;1.64656e-09;6.45562e-05
2.22844e+06;3;1.6537e-09;6.47051e-05
2.23357e+06;3;1.66087e-09;6.48542e-05
2.23872e+06;3;1.66808e-09;6.50037e-05
2.24388e+06;3;1.67531e-09;6.51536e-05
2.24905e+06;3;1.68259e-09;6.53038e-05
2.25424e+06;3;1.68989e-09;6.54543e-05
2.25944e+06;3;1.69723e-09;6.56052e-05
2.26464e+06;3;1.7046e-09;6.57564e-05
2.26986e+06;3;1.71201e-09;6.5908e-05
2.2751e+06;3;1.71945e-09;6.60599e-05
2.28034e+06;3;1.72692e-09;6.62122e-05
2.2856e+06;3;1.73443e-09;6.63649e-05
2.29087e+06;3;1.74198e-09;6.65179e-05
2.29615e+06;3;1.74956e-09;6.66712e-05
2.30144e+06;3;1.75717e-09;6.68249e-05
2.30675e+06;3;1.76482e-09;6.69789e-05
2.31206e+06;3;1.7725e-09;6.71333e-05
2.31739e+06;3;1.78022e-09;6.72881e-05
2.32274e+06;3;1.78798e-09;6.74432e-05
2.32809e+06;3;1.79577e-09;6.75987e-05
2.33346e+06;3;1.8036e-09;6.77545e-05
2.33884e+06;3;1.81146e-09;6.79107e-05
2.34423e+06;3;1.81936e-09;6.80673e-05
2.34963e+06;3;1.8273e-09;6.82242e-05
2.35505e+06;3;1.83527e-09;6.83814e-05
2.36048e+06;3;1.84328e-09;6.85391e-05
2.36592e+06;3;1.85133e-09;6.86971e-05
2.37137e+06;3;1.85941e-09;6.88554e-05
2.37684e+06;3;1.86753e-09;6.90142e-05
2.38232e+06;3;1.87569e-09;6.91733e-05
2.38781e+06;3;1.88389e-09;6.93327e-05
2.39332e+06;3;1.89212e-09;6.94925e-05
2.39883e+06;3;1.90039e-09;6.96527e-05
2.40436e+06;3;1.9087e-09;6.98133e-05
2.40991e+06;3;1.91705e-09;6.99742e-05
2.41546e+06;3;1.92544e-09;7.01356e-05
2.42103e+06;3;1.93387e-09;7.02972e-05
2.42661e+06;3;1.94233e-09;7.04593e-05
2.4322e+06;3;1.95083e-09;7.06217e-05
2.43781e+06;3;1.95938e-09;7.07845e-05
2.44343e+06;3;1.96796e-09;7.09477e-05
2.44906e+06;3;1.97658e-09;7.11112e-05
2.45471e+06;3;1.98524e-09;7.12752e-05
2.46037e+06;3;1.99395e-09;7.14395e-05
2.46604e+06;3;2.00269e-09;7.16042e-05
2.47172e+06;3;2.01147e-09;7.17692e-05
2.47742e+06;3;2.02029e-09;7.19347e-05
2.48313e+06;3;2.02916e-09;7.21005e-05
2.48886e+06;3;2.03806e-09;7.22667e-05
2.49459e+06;3;2.04701e-09;7.24333e-05
2.50035e+06;3;2.05599e-09;7.26003e-05
2.50611e+06;3;2.06502e-09;7.27676e-05
2.51189e+06;3;2.07409e-09;7.29354e-05
2.51768e+06;3;2.0832e-09;7.31035e-05
2.52348e+06;3;2.09236e-09;7.3272e-05
2.5293e+06;3;2.10155e-09;7.34409e-05
2.53513e+06;3;2.11079e-09;7.36102e-05
2.54097e+06;3;2.12007e-09;7.37799e-05
2.54683e+06;3;2.1294e-09;7.395e-05
2.5527e+06;3;2.13877e-09;7.41205e-05
2.55859e+06;3;2.14818e-09;7.42913e-05
2.56448e+06;3;2.15763e-09;7.44626e-05
2.5704e+06;3;2.16713e-09;7.46343e-05
2.57632e+06;3;2.17667e-09;7.48063e-05
2.58226e+06;3;2.18626e-09;7.49788e-05
2.58821e+06;3;2.19589e-09;7.51516e-05
2.59418e+06;3;2.20556e-09;7.53248e-05
2.60016e+06;3;2.21528e-09;7.54985e-05
2.60615e+06;3;2.22504e-09;7.56725e-05
2.61216e+06;3;2.23485e-09;7.5847e-05
2.61818e+06;3;2.2447e-09;7.60218e-05
2.62422e+06;3;2.2546e-09;7.61971e-05
2.63027e+06;3;2.26455e-09;7.63727e-05
2.63633e+06;3;2.27454e-09;7.65488e-05
2.64241e+06;3;2.28458e-09;7.67252e-05
2.6485e+06;3;2.29466e-09;7.69021e-05
2.65461e+06;3;2.30479e-09;7.70794e-05
2.66073e+06;3;2.31497e-09;7.72571e-05
2.66686e+06;3;2.32519e-09;7.74352e-05
2.67301e+06;3;2.33546e-09;7.76137e-05
2.67917e+06;3;2.34578e-09;7.77926e-05
2.68534e+06;3;2.35615e-09;7.79719e-05
2.69153e+06;3;2.36656e-09;7.81517e-05
2.69774e+06;3;2.37702e-09;7.83318e-05
2.70396e+06;3;2.38753e-09;7.85124e-05
2.71019e+06;3;2.39809e-09;7.86934e-05
2.71644e+06;3;2.4087e-09;7.88748e-05
2.7227e+06;3;2.41936e-09;7.90566e-05
2.72898e+06;3;2.43006e-09;7.92389e-05
2.73527e+06;3;2.44082e-09;7.94215e-05
2.74157e+06;3;2.45162e-09;7.96046e-05
2.74789e+06;3;2.46248e-09;7.97881e-05
2.75423e+06;3;2.47338e-09;7.99721e-05
2.76058e+06;3;2.48434e-09;8.01564e-05
2.76694e+06;3;2.49534e-09;8.03412e-05
2.77332e+06;3;2.5064e-09;8.05264e-05
2.77971e+06;3;2.51751e-09;8.0712e-05
2.78612e+06;3;2.52866e-09;8.08981e-05
2.79254e+06;3;2.53987e-09;8.10846e-05
2.79898e+06;3;2.55114e-09;8.12715e-05
2.80543e+06;3;2.56245e-09;8.14588e-05
2.8119e+06;3;2.57382e-09;8.16466e-05
2.81838e+06;3;2.58524e-09;8.18348e-05
2.82488e+06;3;2.59671e-09;8.20235e-05
2.83139e+06;3;2.60823e-09;8.22126e-05
2.83792e+06;3;2.61981e-09;8.24021e-05
2.84446e+06;3;2.63144e-09;8.25921e-05
2.85102e+06;3;2.64312e-09;8.27824e-05
2.85759e+06;3;2.65486e-09;8.29733e-05
2.86418e+06;3;2.66666e-09;8.31646e-05
2.87078e+06;3;2.6785e-09;8.33563e-05
2.8774e+06;3;2.6904e-09;8.35484e-05
2.88403e+06;3;2.70236e-09;8.3741e-05
2.89068e+06;3;2.71437e-09;8.39341e-05
2.89734e+06;3;2.72644e-09;8.41276e-05
2.90402e+06;3;2.73856e-09;8.43215e-05
2.91072e+06;3;2.75074e-09;8.45159e-05
2.91743e+06;3;2.76298e-09;8.47107e-05
2.92415e+06;3;2.77527e-09;8.4906e-05
2.93089e+06;3;2.78762e-09;8.51017e-05
2.93765e+06;3;2.80002e-09;8.52979e-05
2.94442e+06;3;2.81249e-09;8.54945e-05
2.95121e+06;3;2.82501e-09;8.56916e-05
2.95801e+06;3;2.83758e-09;8.58891e-05
2.96483e+06;3;2.85022e-09;8.60871e-05
2.97167e+06;3;2.86292e-09;8.62856e-05
2.97852e+06;3;2.87567e-09;8.64845e-05
2.98538e+06;3;2.88848e-09;8.66839e-05
2.99226e+06;3;2.90135e-09;8.68837e-05
2.99916e+06;3;2.91428e-09;8.7084e-05
3.00608e+06;3;2.92727e-09;8.72847e-05
3.01301e+06;3;2.94032e-09;8.74859e-05
3.01995e+06;3;2.95343e-09;8.76876e-05
3.02691e+06;3;2.9666e-09;8.78898e-05
3.03389e+06;3;2.97983e-09;8.80924e-05
3.04089e+06;3;2.99313e-09;8.82954e-05
3.04789e+06;3;3.00648e-09;8.8499e-05
3.05492e+06;3;3.0199e-09;8.8703e-05
3.06196e+06;3;3.03337e-09;8.89075e-05
3.06902e+06;3;3.04691e-09;8.91124e-05
3.0761e+06;3;3.06052e-09;8.93179e-05
3.08319e+06;3;3.07418e-09;8.95238e-05
3.0903e+06;3;3.08791e-09;8.97301e-05
3.09742e+06;3;3.1017e-09;8.9937e-05
3.10456e+06;3;3.11556e-09;9.01443e-05
3.11172e+06;3;3.12948e-09;9.03521e-05
3.11889e+06;3;3.14346e-09;9.05604e-05
3.12608e+06;3;3.15751e-09;9.07692e-05
3.13329e+06;3;3.17162e-09;9.09784e-05
3.14051e+06;3;3.1858e-09;9.11881e-05
3.14775e+06;3;3.20004e-09;9.13983e-05
3.155e+06;3;3.21435e-09;9.1609e-05
3.16228e+06;3;3.22873e-09;9.18202e-05
3.16957e+06;3;3.24317e-09;9.20319e-05
3.17687e+06;3;3.25768e-09;9.2244e-05
3.1842e+06;3;3.27225e-09;9.24567e-05
3.19154e+06;3;3.28689e-09;9.26698e-05
3.1989e+06;3;3.3016e-09;9.28834e-05
3.20627e+06;3;3.31638e-09;9.30976e-05
3.21366e+06;3;3.33123e-09;9.33122e-05
3.22107e+06;3;3.34614e-09;9.35273e-05
3.22849e+06;3;3.36113e-09;9.37429e-05
3.23594e+06;3;3.37618e-09;9.3959e-05
3.2434e+06;3;3.3913e-09;9.41756e-05
3.25087e+06;3;3.40649e-09;9.43927e-05
3.25837e+06;3;3.42176e-09;9.46103e-05
3.26588e+06;3;3.43709e-09;9.48284e-05
3.27341e+06;3;3.45249e-09;9.5047e-05
3.28095e+06;3;3.46797e-09;9.52661e-05
3.28852e+06;3;3.48351e-09;9.54857e-05
3.2961e+06;3;3.49913e-09;9.57058e-05
3.3037e+06;3;3.51482e-09;9.59264e-05
3.31131e+06;3;3.53058e-09;9.61476e-05
3.31894e+06;3;3.54642e-09;9.63692e-05
3.3266e+06;3;3.56232e-09;9.65914e-05
3.33426e+06;3;3.5783e-09;9.6814e-05
3.34195e+06;3;3.59436e-09;9.70372e-05
3.34965e+06;3;3.61049e-09;9.72609e-05
3.35738e+06;3;3.62669e-09;9.74851e-05
3.36512e+06;3;3.64297e-09;9.77098e-05
3.37287e+06;3;3.65933e-09;9.79351e-05
3.38065e+06;3;3.67575e-09;9.81609e-05
3.38844e+06;3;3.69226e-09;9.83871e-05
3.39625e+06;3;3.70884e-09;9.86139e-05
3.40408e+06;3;3.7255e-09;9.88413e-05
3.41193e+06;3;3.74223e-09;9.90691e-05
3.41979e+06;3;3.75904e-09;9.92975e-05
3.42768e+06;3;3.77593e-09;9.95264e-05
3.43558e+06;3;3.7929e-09;9.97558e-05
3.4435e+06;3;3.80995e-09;9.99858e-05
3.45144e+06;3;3.82707e-09;0.000100216
3.45939e+06;3;3.84427e-09;0.000100447
3.46737e+06;3;3.86156e-09;0.000100679
3.47536e+06;3;3.87892e-09;0.000100911
3.48337e+06;3;3.89636e-09;0.000101144
3.4914e+06;3;3.91389e-09;0.000101377
3.49945e+06;3;3.93149e-09;0.00010161
3.50752e+06;3;3.94918e-09;0.000101845
3.5156e+06;3;3.96694e-09;0.000102079
