"acfrequency";"number";"r tang";"i tang"
4.33511e+09;6;0.99885;0
4.3451e+09;6;1.10594;0
4.35512e+09;6;1.23875;0
4.36516e+09;6;1.40781;0
4.37522e+09;6;1.63028;0
4.38531e+09;6;1.93625;0
4.39542e+09;6;2.3836;0
4.40555e+09;6;3.09974;0
4.4157e+09;6;4.43097;0
4.42588e+09;6;7.7663;0
4.43609e+09;6;31.4076;0
4.44631e+09;6;15.3652;0
4.45656e+09;6;6.17267;0
4.46684e+09;6;3.86209;0
4.47713e+09;6;2.81016;0
4.48745e+09;6;2.20859;0
4.4978e+09;6;1.81915;0
4.50817e+09;6;1.54646;0
4.51856e+09;6;1.34486;0
4.52898e+09;6;1.18975;0
4.53942e+09;6;1.06672;0
4.54988e+09;6;0.966741;0
4.56037e+09;6;0.883894;0
4.57088e+09;6;0.814122;0
4.58142e+09;6;0.754556;0
4.59198e+09;6;0.703108;0
4.60257e+09;6;0.658225;0
4.61318e+09;6;0.618725;0
4.62381e+09;6;0.583695;0
4.63447e+09;6;0.552416;0
4.64515e+09;6;0.524316;0
4.65586e+09;6;0.498934;0
4.66659e+09;6;0.475894;0
4.67735e+09;6;0.454885;0
4.68813e+09;6;0.43565;0
4.69894e+09;6;0.417975;0
4.70977e+09;6;0.401675;0
4.72063e+09;6;0.386597;0
4.73151e+09;6;0.372608;0
4.74242e+09;6;0.359595;0
4.75335e+09;6;0.347457;0
4.76431e+09;6;0.336111;0
4.77529e+09;6;0.325481;0
4.7863e+09;6;0.315501;0
4.79733e+09;6;0.306113;0
4.80839e+09;6;0.297266;0
4.81948e+09;6;0.288915;0
4.83059e+09;6;0.281018;0
4.84172e+09;6;0.27354;0
4.85289e+09;6;0.266449;0
4.86407e+09;6;0.259715;0
4.87528e+09;6;0.253311;0
4.88652e+09;6;0.247214;0
4.89779e+09;6;0.241403;0
4.90908e+09;6;0.235857;0
4.9204e+09;6;0.230559;0
4.93174e+09;6;0.225493;0
4.94311e+09;6;0.220644;0
4.9545e+09;6;0.215997;0
4.96592e+09;6;0.211541;0
4.97737e+09;6;0.207265;0
4.98884e+09;6;0.203156;0
5.00035e+09;6;0.199207;0
5.01187e+09;6;0.195407;0
5.02343e+09;6;0.191748;0
5.03501e+09;6;0.188222;0
5.04661e+09;6;0.184824;0
5.05825e+09;6;0.181544;0
5.06991e+09;6;0.178378;0
5.08159e+09;6;0.17532;0
5.09331e+09;6;0.172364;0
5.10505e+09;6;0.169505;0
5.11682e+09;6;0.166738;0
5.12861e+09;6;0.16406;0
5.14044e+09;6;0.161465;0
5.15229e+09;6;0.158951;0
5.16416e+09;6;0.156512;0
5.17607e+09;6;0.154147;0
5.188e+09;6;0.151851;0
5.19996e+09;6;0.149622;0
5.21195e+09;6;0.147456;0
5.22396e+09;6;0.145352;0
5.236e+09;6;0.143306;0
5.24807e+09;6;0.141316;0
5.26017e+09;6;0.139379;0
5.2723e+09;6;0.137495;0
5.28445e+09;6;0.13566;0
5.29663e+09;6;0.133872;0
5.30884e+09;6;0.132131;0
5.32108e+09;6;0.130433;0
5.33335e+09;6;0.128778;0
5.34564e+09;6;0.127164;0
5.35797e+09;6;0.125589;0
5.37032e+09;6;0.124052;0
5.3827e+09;6;0.122551;0
5.39511e+09;6;0.121086;0
5.40754e+09;6;0.119655;0
5.42001e+09;6;0.118256;0
5.4325e+09;6;0.116889;0
5.44503e+09;6;0.115553;0
5.45758e+09;6;0.114247;0
5.47016e+09;6;0.112969;0
5.48277e+09;6;0.111718;0
5.49541e+09;6;0.110495;0
5.50808e+09;6;0.109297;0
5.52077e+09;6;0.108125;0
5.5335e+09;6;0.106977;0
5.54626e+09;6;0.105852;0
5.55904e+09;6;0.104751;0
5.57186e+09;6;0.103671;0
5.5847e+09;6;0.102613;0
5.59758e+09;6;0.101576;0
5.61048e+09;6;0.100559;0
5.62341e+09;6;0.0995614;0
5.63638e+09;6;0.0985832;0
5.64937e+09;6;0.0976234;0
5.66239e+09;6;0.0966817;0
5.67545e+09;6;0.0957574;0
5.68853e+09;6;0.0948502;0
5.70164e+09;6;0.0939595;0
5.71479e+09;6;0.0930849;0
5.72796e+09;6;0.0922259;0
5.74116e+09;6;0.0913821;0
5.7544e+09;6;0.0905532;0
5.76766e+09;6;0.0897387;0
5.78096e+09;6;0.0889383;0
5.79429e+09;6;0.0881515;0
5.80764e+09;6;0.0873781;0
5.82103e+09;6;0.0866177;0
5.83445e+09;6;0.08587;0
5.8479e+09;6;0.0851346;0
5.86138e+09;6;0.0844112;0
5.87489e+09;6;0.0836996;0
5.88844e+09;6;0.0829995;0
5.90201e+09;6;0.0823106;0
5.91562e+09;6;0.0816325;0
5.92925e+09;6;0.0809651;0
5.94292e+09;6;0.0803081;0
5.95662e+09;6;0.0796613;0
5.97035e+09;6;0.0790244;0
5.98412e+09;6;0.0783972;0
5.99791e+09;6;0.0777795;0
6.01174e+09;6;0.077171;0
6.0256e+09;6;0.0765715;0
6.03949e+09;6;0.0759809;0
6.05341e+09;6;0.0753989;0
6.06736e+09;6;0.0748254;0
6.08135e+09;6;0.0742602;0
6.09537e+09;6;0.073703;0
6.10942e+09;6;0.0731538;0
6.1235e+09;6;0.0726123;0
6.13762e+09;6;0.0720784;0
6.15177e+09;6;0.0715519;0
6.16595e+09;6;0.0710326;0
6.18016e+09;6;0.0705205;0
6.19441e+09;6;0.0700154;0
6.20869e+09;6;0.069517;0
6.223e+09;6;0.0690253;0
6.23735e+09;6;0.0685402;0
6.25173e+09;6;0.0680615;0
6.26614e+09;6;0.0675891;0
6.28058e+09;6;0.0671228;0
6.29506e+09;6;0.0666626;0
6.30957e+09;6;0.0662083;0
6.32412e+09;6;0.0657598;0
6.3387e+09;6;0.065317;0
6.35331e+09;6;0.0648798;0
6.36796e+09;6;0.064448;0
6.38263e+09;6;0.0640216;0
6.39735e+09;6;0.0636005;0
6.4121e+09;6;0.0631846;0
6.42688e+09;6;0.0627737;0
6.44169e+09;6;0.0623678;0
6.45654e+09;6;0.0619668;0
6.47143e+09;6;0.0615706;0
6.48634e+09;6;0.0611792;0
6.5013e+09;6;0.0607923;0
6.51628e+09;6;0.06041;0
6.53131e+09;6;0.0600321;0
6.54636e+09;6;0.0596587;0
6.56145e+09;6;0.0592895;0
6.57658e+09;6;0.0589246;0
6.59174e+09;6;0.0585638;0
6.60693e+09;6;0.0582071;0
6.62217e+09;6;0.0578544;0
6.63743e+09;6;0.0575057;0
6.65273e+09;6;0.0571608;0
6.66807e+09;6;0.0568198;0
6.68344e+09;6;0.0564825;0
6.69885e+09;6;0.0561489;0
6.71429e+09;6;0.0558189;0
6.72977e+09;6;0.0554924;0
6.74528e+09;6;0.0551695;0
6.76083e+09;6;0.05485;0
6.77642e+09;6;0.054534;0
6.79204e+09;6;0.0542212;0
6.80769e+09;6;0.0539118;0
6.82339e+09;6;0.0536055;0
6.83912e+09;6;0.0533025;0
6.85488e+09;6;0.0530025;0
6.87068e+09;6;0.0527057;0
6.88652e+09;6;0.0524119;0
6.9024e+09;6;0.052121;0
6.91831e+09;6;0.0518331;0
6.93426e+09;6;0.0515481;0
6.95024e+09;6;0.051266;0
6.96627e+09;6;0.0509866;0
6.98232e+09;6;0.05071;0
6.99842e+09;6;0.0504361;0
7.01455e+09;6;0.0501649;0
7.03072e+09;6;0.0498964;0
7.04693e+09;6;0.0496304;0
7.06318e+09;6;0.049367;0
7.07946e+09;6;0.0491061;0
7.09578e+09;6;0.0488477;0
7.11214e+09;6;0.0485918;0
7.12853e+09;6;0.0483382;0
7.14496e+09;6;0.0480871;0
7.16143e+09;6;0.0478383;0
7.17794e+09;6;0.0475918;0
7.19449e+09;6;0.0473476;0
7.21107e+09;6;0.0471056;0
7.2277e+09;6;0.0468658;0
7.24436e+09;6;0.0466282;0
7.26106e+09;6;0.0463928;0
7.2778e+09;6;0.0461595;0
7.29458e+09;6;0.0459283;0
7.31139e+09;6;0.0456991;0
7.32825e+09;6;0.045472;0
7.34514e+09;6;0.0452469;0
7.36207e+09;6;0.0450238;0
7.37904e+09;6;0.0448026;0
7.39605e+09;6;0.0445833;0
7.4131e+09;6;0.044366;0
7.43019e+09;6;0.0441505;0
7.44732e+09;6;0.0439369;0
7.46449e+09;6;0.0437251;0
7.4817e+09;6;0.0435151;0
7.49894e+09;6;0.0433069;0
7.51623e+09;6;0.0431005;0
7.53356e+09;6;0.0428957;0
7.55092e+09;6;0.0426927;0
7.56833e+09;6;0.0424914;0
7.58578e+09;6;0.0422917;0
7.60326e+09;6;0.0420937;0
7.62079e+09;6;0.0418973;0
7.63836e+09;6;0.0417025;0
7.65597e+09;6;0.0415093;0
7.67361e+09;6;0.0413177;0
7.6913e+09;6;0.0411276;0
7.70903e+09;6;0.040939;0
7.72681e+09;6;0.040752;0
7.74462e+09;6;0.0405664;0
7.76247e+09;6;0.0403823;0
7.78037e+09;6;0.0401997;0
7.7983e+09;6;0.0400184;0
7.81628e+09;6;0.0398386;0
7.8343e+09;6;0.0396602;0
7.85236e+09;6;0.0394832;0
7.87046e+09;6;0.0393075;0
7.8886e+09;6;0.0391332;0
7.90679e+09;6;0.0389603;0
7.92501e+09;6;0.0387886;0
7.94328e+09;6;0.0386183;0
7.96159e+09;6;0.0384492;0
7.97995e+09;6;0.0382814;0
7.99834e+09;6;0.0381149;0
8.01678e+09;6;0.0379496;0
8.03526e+09;6;0.0377855;0
8.05378e+09;6;0.0376226;0
8.07235e+09;6;0.037461;0
8.09096e+09;6;0.0373005;0
8.10961e+09;6;0.0371412;0
8.12831e+09;6;0.0369831;0
8.14704e+09;6;0.0368261;0
8.16582e+09;6;0.0366702;0
8.18465e+09;6;0.0365155;0
8.20352e+09;6;0.0363619;0
8.22243e+09;6;0.0362094;0
8.24138e+09;6;0.0360579;0
8.26038e+09;6;0.0359075;0
8.27942e+09;6;0.0357582;0
8.29851e+09;6;0.03561;0
8.31764e+09;6;0.0354627;0
8.33681e+09;6;0.0353165;0
8.35603e+09;6;0.0351713;0
8.37529e+09;6;0.0350272;0
8.3946e+09;6;0.034884;0
8.41395e+09;6;0.0347418;0
8.43335e+09;6;0.0346005;0
8.45279e+09;6;0.0344603;0
8.47227e+09;6;0.0343209;0
8.4918e+09;6;0.0341825;0
8.51138e+09;6;0.0340451;0
8.531e+09;6;0.0339086;0
8.55067e+09;6;0.033773;0
8.57038e+09;6;0.0336382;0
8.59014e+09;6;0.0335044;0
8.60994e+09;6;0.0333715;0
8.62979e+09;6;0.0332394;0
8.64968e+09;6;0.0331082;0
8.66962e+09;6;0.0329779;0
8.6896e+09;6;0.0328484;0
8.70964e+09;6;0.0327198;0
8.72971e+09;6;0.032592;0
8.74984e+09;6;0.032465;0
8.77001e+09;6;0.0323388;0
8.79023e+09;6;0.0322134;0
8.81049e+09;6;0.0320888;0
8.8308e+09;6;0.0319651;0
8.85116e+09;6;0.0318421;0
8.87156e+09;6;0.0317198;0
8.89201e+09;6;0.0315984;0
8.91251e+09;6;0.0314777;0
8.93305e+09;6;0.0313578;0
8.95365e+09;6;0.0312386;0
8.97429e+09;6;0.0311201;0
8.99498e+09;6;0.0310024;0
9.01571e+09;6;0.0308854;0
9.03649e+09;6;0.0307691;0
9.05733e+09;6;0.0306535;0
9.07821e+09;6;0.0305386;0
9.09913e+09;6;0.0304245;0
9.12011e+09;6;0.030311;0
9.14113e+09;6;0.0301982;0
9.1622e+09;6;0.0300861;0
9.18333e+09;6;0.0299746;0
9.2045e+09;6;0.0298638;0
9.22571e+09;6;0.0297537;0
9.24698e+09;6;0.0296442;0
9.2683e+09;6;0.0295354;0
9.28966e+09;6;0.0294272;0
9.31108e+09;6;0.0293197;0
9.33254e+09;6;0.0292127;0
9.35406e+09;6;0.0291064;0
9.37562e+09;6;0.0290008;0
9.39723e+09;6;0.0288957;0
9.4189e+09;6;0.0287912;0
9.44061e+09;6;0.0286874;0
9.46237e+09;6;0.0285841;0
9.48418e+09;6;0.0284814;0
9.50605e+09;6;0.0283793;0
9.52796e+09;6;0.0282778;0
9.54993e+09;6;0.0281769;0
9.57194e+09;6;0.0280765;0
9.59401e+09;6;0.0279767;0
9.61612e+09;6;0.0278775;0
9.63829e+09;6;0.0277788;0
9.66051e+09;6;0.0276806;0
9.68278e+09;6;0.0275831;0
9.7051e+09;6;0.027486;0
9.72747e+09;6;0.0273895;0
9.7499e+09;6;0.0272935;0
9.77237e+09;6;0.027198;0
9.7949e+09;6;0.0271031;0
9.81748e+09;6;0.0270087;0
9.84011e+09;6;0.0269148;0
9.86279e+09;6;0.0268214;0
9.88553e+09;6;0.0267285;0
9.90832e+09;6;0.0266361;0
9.93116e+09;6;0.0265442;0
9.95405e+09;6;0.0264528;0
9.977e+09;6;0.0263619;0
1e+10;6;0.0262715;0
1e+09;7;0.010917;0
1.00231e+09;7;0.0109448;0
1.00462e+09;7;0.0109727;0
1.00693e+09;7;0.0110006;0
1.00925e+09;7;0.0110287;0
1.01158e+09;7;0.0110568;0
1.01391e+09;7;0.011085;0
1.01625e+09;7;0.0111133;0
1.01859e+09;7;0.0111416;0
1.02094e+09;7;0.0111701;0
1.02329e+09;7;0.0111986;0
1.02565e+09;7;0.0112273;0
1.02802e+09;7;0.011256;0
1.03039e+09;7;0.0112848;0
1.03276e+09;7;0.0113137;0
1.03514e+09;7;0.0113427;0
1.03753e+09;7;0.0113717;0
1.03992e+09;7;0.0114009;0
1.04232e+09;7;0.0114301;0
1.04472e+09;7;0.0114595;0
1.04713e+09;7;0.0114889;0
1.04954e+09;7;0.0115184;0
1.05196e+09;7;0.011548;0
1.05439e+09;7;0.0115777;0
1.05682e+09;7;0.0116075;0
1.05925e+09;7;0.0116374;0
1.0617e+09;7;0.0116674;0
1.06414e+09;7;0.0116974;0
1.0666e+09;7;0.0117276;0
1.06905e+09;7;0.0117578;0
1.07152e+09;7;0.0117882;0
1.07399e+09;7;0.0118186;0
1.07647e+09;7;0.0118492;0
1.07895e+09;7;0.0118798;0
1.08143e+09;7;0.0119105;0
1.08393e+09;7;0.0119413;0
1.08643e+09;7;0.0119723;0
1.08893e+09;7;0.0120033;0
1.09144e+09;7;0.0120344;0
1.09396e+09;7;0.0120656;0
1.09648e+09;7;0.0120969;0
1.09901e+09;7;0.0121283;0
1.10154e+09;7;0.0121598;0
1.10408e+09;7;0.0121914;0
1.10662e+09;7;0.0122231;0
1.10917e+09;7;0.0122549;0
1.11173e+09;7;0.0122868;0
1.11429e+09;7;0.0123188;0
1.11686e+09;7;0.012351;0
1.11944e+09;7;0.0123832;0
1.12202e+09;7;0.0124155;0
1.1246e+09;7;0.0124479;0
1.1272e+09;7;0.0124804;0
1.1298e+09;7;0.012513;0
1.1324e+09;7;0.0125458;0
1.13501e+09;7;0.0125786;0
1.13763e+09;7;0.0126115;0
1.14025e+09;7;0.0126446;0
1.14288e+09;7;0.0126777;0
1.14551e+09;7;0.012711;0
1.14815e+09;7;0.0127443;0
1.1508e+09;7;0.0127778;0
1.15345e+09;7;0.0128114;0
1.15611e+09;7;0.0128451;0
1.15878e+09;7;0.0128789;0
1.16145e+09;7;0.0129128;0
1.16413e+09;7;0.0129468;0
1.16681e+09;7;0.0129809;0
1.1695e+09;7;0.0130152;0
1.1722e+09;7;0.0130495;0
1.1749e+09;7;0.013084;0
1.17761e+09;7;0.0131185;0
1.18032e+09;7;0.0131532;0
1.18304e+09;7;0.013188;0
1.18577e+09;7;0.0132229;0
1.1885e+09;7;0.013258;0
1.19124e+09;7;0.0132931;0
1.19399e+09;7;0.0133284;0
1.19674e+09;7;0.0133638;0
1.1995e+09;7;0.0133993;0
1.20226e+09;7;0.0134349;0
1.20504e+09;7;0.0134706;0
1.20781e+09;7;0.0135065;0
1.2106e+09;7;0.0135424;0
1.21339e+09;7;0.0135785;0
1.21619e+09;7;0.0136147;0
1.21899e+09;7;0.0136511;0
1.2218e+09;7;0.0136875;0
1.22462e+09;7;0.0137241;0
1.22744e+09;7;0.0137608;0
1.23027e+09;7;0.0137976;0
1.2331e+09;7;0.0138345;0
1.23595e+09;7;0.0138716;0
1.2388e+09;7;0.0139088;0
1.24165e+09;7;0.0139461;0
1.24451e+09;7;0.0139836;0
1.24738e+09;7;0.0140212;0
1.25026e+09;7;0.0140589;0
1.25314e+09;7;0.0140967;0
1.25603e+09;7;0.0141347;0
1.25893e+09;7;0.0141727;0
1.26183e+09;7;0.014211;0
1.26474e+09;7;0.0142493;0
1.26765e+09;7;0.0142878;0
1.27057e+09;7;0.0143264;0
1.2735e+09;7;0.0143652;0
1.27644e+09;7;0.014404;0
1.27938e+09;7;0.0144431;0
1.28233e+09;7;0.0144822;0
1.28529e+09;7;0.0145215;0
1.28825e+09;7;0.0145609;0
1.29122e+09;7;0.0146005;0
1.2942e+09;7;0.0146402;0
1.29718e+09;7;0.01468;0
1.30017e+09;7;0.01472;0
1.30317e+09;7;0.0147601;0
1.30617e+09;7;0.0148004;0
1.30918e+09;7;0.0148407;0
1.3122e+09;7;0.0148813;0
1.31522e+09;7;0.014922;0
1.31826e+09;7;0.0149628;0
1.3213e+09;7;0.0150038;0
1.32434e+09;7;0.0150449;0
1.32739e+09;7;0.0150861;0
1.33045e+09;7;0.0151275;0
1.33352e+09;7;0.0151691;0
1.3366e+09;7;0.0152108;0
1.33968e+09;7;0.0152526;0
1.34276e+09;7;0.0152946;0
1.34586e+09;7;0.0153368;0
1.34896e+09;7;0.0153791;0
1.35207e+09;7;0.0154215;0
1.35519e+09;7;0.0154642;0
1.35831e+09;7;0.0155069;0
1.36144e+09;7;0.0155498;0
1.36458e+09;7;0.0155929;0
1.36773e+09;7;0.0156361;0
1.37088e+09;7;0.0156795;0
1.37404e+09;7;0.015723;0
1.37721e+09;7;0.0157667;0
1.38038e+09;7;0.0158106;0
1.38357e+09;7;0.0158546;0
1.38676e+09;7;0.0158988;0
1.38995e+09;7;0.0159431;0
1.39316e+09;7;0.0159877;0
1.39637e+09;7;0.0160323;0
1.39959e+09;7;0.0160772;0
1.40281e+09;7;0.0161222;0
1.40605e+09;7;0.0161673;0
1.40929e+09;7;0.0162127;0
1.41254e+09;7;0.0162582;0
1.41579e+09;7;0.0163038;0
1.41906e+09;7;0.0163497;0
1.42233e+09;7;0.0163957;0
1.42561e+09;7;0.0164419;0
1.42889e+09;7;0.0164882;0
1.43219e+09;7;0.0165348;0
1.43549e+09;7;0.0165815;0
1.4388e+09;7;0.0166284;0
1.44212e+09;7;0.0166754;0
1.44544e+09;7;0.0167227;0
1.44877e+09;7;0.0167701;0
1.45211e+09;7;0.0168177;0
1.45546e+09;7;0.0168655;0
1.45881e+09;7;0.0169134;0
1.46218e+09;7;0.0169616;0
1.46555e+09;7;0.0170099;0
1.46893e+09;7;0.0170584;0
1.47231e+09;7;0.0171071;0
1.47571e+09;7;0.017156;0
1.47911e+09;7;0.0172051;0
1.48252e+09;7;0.0172544;0
1.48594e+09;7;0.0173038;0
1.48936e+09;7;0.0173535;0
1.49279e+09;7;0.0174033;0
1.49624e+09;7;0.0174534;0
1.49968e+09;7;0.0175036;0
1.50314e+09;7;0.017554;0
1.50661e+09;7;0.0176047;0
1.51008e+09;7;0.0176555;0
1.51356e+09;7;0.0177065;0
1.51705e+09;7;0.0177578;0
1.52055e+09;7;0.0178092;0
1.52405e+09;7;0.0178608;0
1.52757e+09;7;0.0179127;0
1.53109e+09;7;0.0179647;0
1.53462e+09;7;0.018017;0
1.53815e+09;7;0.0180695;0
1.5417e+09;7;0.0181221;0
1.54525e+09;7;0.018175;0
1.54882e+09;7;0.0182281;0
1.55239e+09;7;0.0182814;0
1.55597e+09;7;0.018335;0
1.55955e+09;7;0.0183887;0
1.56315e+09;7;0.0184427;0
1.56675e+09;7;0.0184969;0
1.57036e+09;7;0.0185513;0
1.57398e+09;7;0.0186059;0
1.57761e+09;7;0.0186607;0
1.58125e+09;7;0.0187158;0
1.58489e+09;7;0.0187711;0
1.58855e+09;7;0.0188266;0
1.59221e+09;7;0.0188824;0
1.59588e+09;7;0.0189384;0
1.59956e+09;7;0.0189946;0
1.60325e+09;7;0.0190511;0
1.60694e+09;7;0.0191077;0
1.61065e+09;7;0.0191647;0
1.61436e+09;7;0.0192218;0
1.61808e+09;7;0.0192792;0
1.62181e+09;7;0.0193369;0
1.62555e+09;7;0.0193948;0
1.6293e+09;7;0.0194529;0
1.63305e+09;7;0.0195113;0
1.63682e+09;7;0.0195699;0
1.64059e+09;7;0.0196288;0
1.64437e+09;7;0.0196879;0
1.64816e+09;7;0.0197473;0
1.65196e+09;7;0.0198069;0
1.65577e+09;7;0.0198668;0
1.65959e+09;7;0.0199269;0
1.66341e+09;7;0.0199873;0
1.66725e+09;7;0.020048;0
1.67109e+09;7;0.0201089;0
1.67494e+09;7;0.0201701;0
1.6788e+09;7;0.0202315;0
1.68267e+09;7;0.0202933;0
1.68655e+09;7;0.0203552;0
1.69044e+09;7;0.0204175;0
1.69434e+09;7;0.02048;0
1.69824e+09;7;0.0205429;0
1.70216e+09;7;0.0206059;0
1.70608e+09;7;0.0206693;0
1.71002e+09;7;0.020733;0
1.71396e+09;7;0.0207969;0
1.71791e+09;7;0.0208611;0
1.72187e+09;7;0.0209256;0
1.72584e+09;7;0.0209904;0
1.72982e+09;7;0.0210555;0
1.7338e+09;7;0.0211208;0
1.7378e+09;7;0.0211865;0
1.74181e+09;7;0.0212525;0
1.74582e+09;7;0.0213187;0
1.74985e+09;7;0.0213853;0
1.75388e+09;7;0.0214521;0
1.75792e+09;7;0.0215193;0
1.76198e+09;7;0.0215868;0
1.76604e+09;7;0.0216546;0
1.77011e+09;7;0.0217227;0
1.77419e+09;7;0.0217911;0
1.77828e+09;7;0.0218598;0
1.78238e+09;7;0.0219289;0
1.78649e+09;7;0.0219982;0
1.79061e+09;7;0.0220679;0
1.79473e+09;7;0.0221379;0
1.79887e+09;7;0.0222083;0
1.80302e+09;7;0.0222789;0
1.80717e+09;7;0.0223499;0
1.81134e+09;7;0.0224213;0
1.81552e+09;7;0.022493;0
1.8197e+09;7;0.022565;0
1.8239e+09;7;0.0226373;0
1.8281e+09;7;0.02271;0
1.83231e+09;7;0.0227831;0
1.83654e+09;7;0.0228565;0
1.84077e+09;7;0.0229302;0
1.84502e+09;7;0.0230043;0
1.84927e+09;7;0.0230788;0
1.85353e+09;7;0.0231536;0
1.8578e+09;7;0.0232288;0
1.86209e+09;7;0.0233044;0
1.86638e+09;7;0.0233803;0
1.87068e+09;7;0.0234566;0
1.87499e+09;7;0.0235333;0
1.87932e+09;7;0.0236103;0
1.88365e+09;7;0.0236877;0
1.88799e+09;7;0.0237655;0
1.89234e+09;7;0.0238437;0
1.89671e+09;7;0.0239223;0
1.90108e+09;7;0.0240013;0
1.90546e+09;7;0.0240807;0
1.90985e+09;7;0.0241604;0
1.91426e+09;7;0.0242406;0
1.91867e+09;7;0.0243212;0
1.92309e+09;7;0.0244022;0
1.92752e+09;7;0.0244836;0
1.93197e+09;7;0.0245654;0
1.93642e+09;7;0.0246476;0
1.94089e+09;7;0.0247303;0
1.94536e+09;7;0.0248133;0
1.94984e+09;7;0.0248968;0
1.95434e+09;7;0.0249808;0
1.95884e+09;7;0.0250651;0
1.96336e+09;7;0.0251499;0
1.96789e+09;7;0.0252352;0
1.97242e+09;7;0.0253209;0
1.97697e+09;7;0.025407;0
1.98153e+09;7;0.0254936;0
1.98609e+09;7;0.0255806;0
1.99067e+09;7;0.0256681;0
1.99526e+09;7;0.0257561;0
1.99986e+09;7;0.0258445;0
2.00447e+09;7;0.0259334;0
2.00909e+09;7;0.0260228;0
2.01372e+09;7;0.0261127;0
2.01837e+09;7;0.026203;0
2.02302e+09;7;0.0262939;0
2.02768e+09;7;0.0263852;0
2.03236e+09;7;0.026477;0
2.03704e+09;7;0.0265693;0
2.04174e+09;7;0.0266622;0
2.04644e+09;7;0.0267555;0
2.05116e+09;7;0.0268494;0
2.05589e+09;7;0.0269437;0
2.06063e+09;7;0.0270386;0
2.06538e+09;7;0.027134;0
2.07014e+09;7;0.02723;0
2.07491e+09;7;0.0273264;0
2.0797e+09;7;0.0274235;0
2.08449e+09;7;0.027521;0
2.0893e+09;7;0.0276191;0
2.09411e+09;7;0.0277178;0
2.09894e+09;7;0.027817;0
2.10378e+09;7;0.0279168;0
2.10863e+09;7;0.0280172;0
2.11349e+09;7;0.0281181;0
2.11836e+09;7;0.0282196;0
2.12324e+09;7;0.0283217;0
2.12814e+09;7;0.0284244;0
2.13304e+09;7;0.0285277;0
2.13796e+09;7;0.0286316;0
2.14289e+09;7;0.0287361;0
2.14783e+09;7;0.0288412;0
2.15278e+09;7;0.0289469;0
2.15774e+09;7;0.0290533;0
2.16272e+09;7;0.0291602;0
2.1677e+09;7;0.0292679;0
2.1727e+09;7;0.0293761;0
2.17771e+09;7;0.029485;0
2.18273e+09;7;0.0295946;0
2.18776e+09;7;0.0297048;0
2.1928e+09;7;0.0298157;0
2.19786e+09;7;0.0299272;0
2.20293e+09;7;0.0300394;0
2.208e+09;7;0.0301523;0
2.21309e+09;7;0.0302659;0
2.2182e+09;7;0.0303802;0
2.22331e+09;7;0.0304952;0
2.22844e+09;7;0.030611;0
2.23357e+09;7;0.0307274;0
2.23872e+09;7;0.0308445;0
2.24388e+09;7;0.0309624;0
2.24905e+09;7;0.0310811;0
2.25424e+09;7;0.0312004;0
2.25944e+09;7;0.0313206;0
2.26464e+09;7;0.0314415;0
2.26986e+09;7;0.0315631;0
2.2751e+09;7;0.0316855;0
2.28034e+09;7;0.0318088;0
2.2856e+09;7;0.0319328;0
2.29087e+09;7;0.0320576;0
2.29615e+09;7;0.0321832;0
2.30144e+09;7;0.0323096;0
2.30675e+09;7;0.0324369;0
2.31206e+09;7;0.032565;0
2.31739e+09;7;0.0326939;0
2.32274e+09;7;0.0328237;0
2.32809e+09;7;0.0329544;0
2.33346e+09;7;0.0330859;0
2.33884e+09;7;0.0332183;0
2.34423e+09;7;0.0333515;0
2.34963e+09;7;0.0334857;0
2.35505e+09;7;0.0336208;0
2.36048e+09;7;0.0337568;0
2.36592e+09;7;0.0338937;0
2.37137e+09;7;0.0340315;0
2.37684e+09;7;0.0341703;0
2.38232e+09;7;0.0343101;0
2.38781e+09;7;0.0344508;0
2.39332e+09;7;0.0345925;0
2.39883e+09;7;0.0347352;0
2.40436e+09;7;0.0348788;0
2.40991e+09;7;0.0350235;0
2.41546e+09;7;0.0351692;0
2.42103e+09;7;0.0353159;0
2.42661e+09;7;0.0354637;0
2.4322e+09;7;0.0356125;0
2.43781e+09;7;0.0357624;0
2.44343e+09;7;0.0359133;0
2.44906e+09;7;0.0360654;0
2.45471e+09;7;0.0362185;0
2.46037e+09;7;0.0363728;0
2.46604e+09;7;0.0365281;0
2.47172e+09;7;0.0366847;0
2.47742e+09;7;0.0368423;0
2.48313e+09;7;0.0370012;0
2.48886e+09;7;0.0371612;0
2.49459e+09;7;0.0373224;0
2.50035e+09;7;0.0374848;0
2.50611e+09;7;0.0376484;0
2.51189e+09;7;0.0378133;0
2.51768e+09;7;0.0379794;0
2.52348e+09;7;0.0381467;0
2.5293e+09;7;0.0383154;0
2.53513e+09;7;0.0384853;0
2.54097e+09;7;0.0386566;0
2.54683e+09;7;0.0388291;0
2.5527e+09;7;0.0390031;0
2.55859e+09;7;0.0391783;0
2.56448e+09;7;0.039355;0
2.5704e+09;7;0.039533;0
2.57632e+09;7;0.0397124;0
2.58226e+09;7;0.0398933;0
2.58821e+09;7;0.0400756;0
2.59418e+09;7;0.0402594;0
2.60016e+09;7;0.0404446;0
2.60615e+09;7;0.0406313;0
2.61216e+09;7;0.0408196;0
2.61818e+09;7;0.0410094;0
2.62422e+09;7;0.0412007;0
2.63027e+09;7;0.0413936;0
2.63633e+09;7;0.0415881;0
2.64241e+09;7;0.0417842;0
