"acfrequency";"r Z";"i Z"
6.38223e+07;-0.257131;-3.65246
6.39694e+07;-0.257666;-3.66083
6.41169e+07;-0.258313;-3.6692
6.42647e+07;-0.259295;-3.68113
6.44129e+07;-0.259896;-3.68955
6.45613e+07;-0.260167;-3.69445
6.47102e+07;-0.261108;-3.70646
6.48594e+07;-0.292438;-3.71199
6.50089e+07;-0.293052;-3.72049
6.51587e+07;-0.294225;-3.73436
6.53089e+07;-0.324276;-3.72922
6.54595e+07;-0.324953;-3.73774
6.56104e+07;-0.325635;-3.74628
6.57617e+07;-0.296177;-3.76324
6.59133e+07;-0.297435;-3.77726
6.60652e+07;-0.29762;-3.78045
6.62175e+07;-0.298778;-3.79455
6.63702e+07;-0.328874;-3.78932
6.65232e+07;-0.329522;-3.79798
6.66765e+07;-0.300215;-3.81515
6.68302e+07;-0.300873;-3.82388
6.69843e+07;-0.331487;-3.8241
6.71387e+07;-0.302143;-3.8414
6.72935e+07;-0.303515;-3.85569
6.74486e+07;-0.303543;-3.85898
6.76041e+07;-0.33416;-3.8592
6.77599e+07;-0.334838;-3.86802
6.79162e+07;-0.33552;-3.87686
6.80727e+07;-0.306331;-3.89437
6.82296e+07;-0.307685;-3.90887
6.83869e+07;-0.30772;-3.9122
6.85446e+07;-0.338285;-3.91243
6.87026e+07;-0.309125;-3.9301
6.8861e+07;-0.339808;-3.93031
6.90197e+07;-0.311221;-3.95374
6.91788e+07;-0.311262;-3.9571
6.93383e+07;-0.311983;-3.96615
6.94982e+07;-0.312825;-3.97518
6.96584e+07;-0.313436;-3.98429
6.9819e+07;-0.31405;-3.99341
6.99799e+07;-0.344858;-3.9936
7.01412e+07;-0.315527;-4.01168
7.03029e+07;-0.316392;-4.02082
7.0465e+07;-0.317721;-4.0358
7.06274e+07;-0.347835;-4.03021
7.07903e+07;-0.318653;-4.04843
7.09534e+07;-0.319294;-4.0577
7.1117e+07;-0.320772;-4.07279
7.1281e+07;-0.320831;-4.07625
7.14453e+07;-0.322202;-4.09144
7.161e+07;-0.353782;-4.09749
7.17751e+07;-0.384075;-4.09578
7.19405e+07;-0.384617;-4.10518
7.21064e+07;-0.35466;-4.11381
7.22726e+07;-0.386323;-4.12392
7.24392e+07;-0.357509;-4.14452
7.26062e+07;-0.387801;-4.14279
7.27736e+07;-0.388732;-4.15222
7.29413e+07;-0.389421;-4.16172
7.31095e+07;-0.360767;-4.18248
7.3278e+07;-0.390934;-4.18076
7.3447e+07;-0.360886;-4.18956
7.36163e+07;-0.392589;-4.19985
7.3786e+07;-0.363973;-4.2208
7.39561e+07;-0.364692;-4.23045
7.41266e+07;-0.395107;-4.22866
7.42975e+07;-0.395956;-4.2383
7.44687e+07;-0.367253;-4.25946
7.46404e+07;-0.368116;-4.26917
7.48125e+07;-0.398404;-4.26739
7.49849e+07;-0.399272;-4.27712
7.51578e+07;-0.370479;-4.2985
7.53311e+07;-0.371489;-4.30827
7.55047e+07;-0.372376;-4.31809
7.56788e+07;-0.402536;-4.31631
7.58532e+07;-0.403427;-4.32614
7.60281e+07;-0.374939;-4.34771
7.62034e+07;-0.375717;-4.35764
7.6379e+07;-0.377047;-4.37177
7.65551e+07;-0.377415;-4.37755
7.67316e+07;-0.378337;-4.38752
7.69085e+07;-0.379688;-4.40175
7.70858e+07;-0.409419;-4.3957
7.72635e+07;-0.381002;-4.4176
7.74416e+07;-0.381944;-4.42767
7.76201e+07;-0.38276;-4.43778
7.77991e+07;-0.383712;-4.44789
7.79784e+07;-0.413996;-4.44602
7.81582e+07;-0.414953;-4.45614
7.83384e+07;-0.447095;-4.46918
7.8519e+07;-0.416751;-4.47648
7.87e+07;-0.417724;-4.48667
7.88814e+07;-0.449755;-4.49983
7.90632e+07;-0.419553;-4.50715
7.92455e+07;-0.420408;-4.51744
7.94282e+07;-0.421402;-4.52772
7.96113e+07;-0.453462;-4.54099
7.97948e+07;-0.454604;-4.55129
7.99788e+07;-0.455617;-4.56165
8.01631e+07;-0.456365;-4.57209
8.03479e+07;-0.457253;-4.58252
8.05332e+07;-0.427077;-4.58997
8.07188e+07;-0.459317;-4.60339
8.09049e+07;-0.430861;-4.62411
8.10914e+07;-0.461403;-4.62435
8.12783e+07;-0.430968;-4.63193
8.14657e+07;-0.431402;-4.63804
8.16535e+07;-0.464302;-4.65603
8.18418e+07;-0.435759;-4.67701
8.20304e+07;-0.466169;-4.67729
8.22195e+07;-0.467249;-4.68792
8.24091e+07;-0.468197;-4.69861
8.2599e+07;-0.469289;-4.70928
8.27895e+07;-0.470108;-4.72005
8.29803e+07;-0.441765;-4.74128
8.31716e+07;-0.440944;-4.73849
8.33633e+07;-0.443859;-4.76288
8.35555e+07;-0.474276;-4.76316
8.37481e+07;-0.50646;-4.77476
8.39412e+07;-0.476396;-4.78485
8.41347e+07;-0.508593;-4.79651
8.43287e+07;-0.478397;-4.80668
8.45231e+07;-0.510751;-4.81835
8.47179e+07;-0.480706;-4.82853
8.49132e+07;-0.51279;-4.84032
8.5109e+07;-0.513819;-4.85134
8.53052e+07;-0.514853;-4.86239
8.55018e+07;-0.48394;-4.86568
8.56989e+07;-0.486014;-4.88371
8.58965e+07;-0.518134;-4.89563
8.60945e+07;-0.488266;-4.90594
8.6293e+07;-0.488428;-4.91006
8.64919e+07;-0.521471;-4.9291
8.66913e+07;-0.522547;-4.94032
8.68911e+07;-0.491642;-4.94366
8.70915e+07;-0.493788;-4.96197
8.72922e+07;-0.525959;-4.97408
8.74935e+07;-0.495981;-4.98457
8.76952e+07;-0.497381;-4.99584
8.78973e+07;-0.497267;-5.00011
8.81e+07;-0.530548;-5.01944
8.8303e+07;-0.50059;-5.03003
8.85066e+07;-0.532807;-5.0423
8.87106e+07;-0.533946;-5.05376
8.89152e+07;-0.505842;-5.07648
8.91201e+07;-0.505303;-5.07589
8.93256e+07;-0.536946;-5.08339
8.95315e+07;-0.538566;-5.09987
8.97379e+07;-0.539128;-5.10656
8.99448e+07;-0.541217;-5.12299
9.01521e+07;-0.542251;-5.13467
9.03599e+07;-0.543442;-5.14633
9.05682e+07;-0.54402;-5.15309
9.0777e+07;-0.545845;-5.16974
9.09863e+07;-0.547209;-5.18144
9.1196e+07;-0.548427;-5.1932
9.14063e+07;-0.549347;-5.20508
9.1617e+07;-0.551038;-5.21677
9.18282e+07;-0.551489;-5.22365
9.20399e+07;-0.584324;-5.24142
9.22521e+07;-0.554469;-5.25246
9.24647e+07;-0.555883;-5.26434
9.26779e+07;-0.588262;-5.27714
9.28915e+07;-0.558579;-5.28821
9.31057e+07;-0.590664;-5.30116
9.33203e+07;-0.561149;-5.31224
9.35355e+07;-0.562289;-5.32433
9.37511e+07;-0.562931;-5.3313
9.39672e+07;-0.564744;-5.34855
9.41838e+07;-0.566061;-5.36068
9.4401e+07;-0.597826;-5.36857
9.46186e+07;-0.599841;-5.38589
9.48367e+07;-0.600493;-5.39293
9.50553e+07;-0.601679;-5.4052
9.52745e+07;-0.602872;-5.4175
9.54941e+07;-0.604391;-5.42973
9.57142e+07;-0.605059;-5.43683
9.59349e+07;-0.606431;-5.44915
9.6156e+07;-0.60749;-5.46158
9.63777e+07;-0.609904;-5.4791
9.65999e+07;-0.612013;-5.49676
9.68226e+07;-0.612546;-5.50399
9.70458e+07;-0.614837;-5.52168
9.72695e+07;-0.615541;-5.5289
9.74937e+07;-0.617693;-5.54671
9.77185e+07;-0.618243;-5.554
9.79438e+07;-0.619687;-5.56657
9.81695e+07;-0.620082;-5.57393
9.83959e+07;-0.622436;-5.59184
9.86227e+07;-0.623739;-5.60454
9.885e+07;-0.625956;-5.62259
9.90779e+07;-0.657674;-5.63088
9.93063e+07;-0.658571;-5.63818
9.95352e+07;-0.659739;-5.65103
9.97647e+07;-0.662012;-5.66922
9.99947e+07;-0.663696;-5.68198
1.00225e+08;-0.666463;-5.70294
1.00456e+08;-0.666589;-5.70775
1.00688e+08;-0.667797;-5.72075
1.0092e+08;-0.669515;-5.73362
1.01153e+08;-0.671243;-5.74653
1.01386e+08;-0.671685;-5.75411
1.0162e+08;-0.67405;-5.77262
1.01854e+08;-0.675804;-5.78561
1.02089e+08;-0.677228;-5.79872
1.02324e+08;-0.67866;-5.81187
1.0256e+08;-0.681394;-5.83334
1.02796e+08;-0.71403;-5.84749
1.03033e+08;-0.683347;-5.85137
1.03271e+08;-0.684812;-5.86462
1.03509e+08;-0.686113;-5.87796
1.03747e+08;-0.718276;-5.8865
1.03987e+08;-0.718925;-5.89421
1.04226e+08;-0.722608;-5.92161
1.04467e+08;-0.724119;-5.93501
1.04707e+08;-0.724628;-5.93989
1.04949e+08;-0.72734;-5.96186
1.05191e+08;-0.729226;-5.97525
1.05433e+08;-0.730947;-5.98871
1.05676e+08;-0.732327;-6.00232
1.0592e+08;-0.734241;-6.01579
1.06164e+08;-0.734071;-6.02094
1.06409e+08;-0.735998;-6.03445
1.06654e+08;-0.736705;-6.04234
1.069e+08;-0.739353;-6.06172
1.07146e+08;-0.742549;-6.08401
1.07393e+08;-0.744345;-6.09771
1.07641e+08;-0.745615;-6.1116
1.07889e+08;-0.74743;-6.12536
1.08138e+08;-0.779365;-6.13433
1.08387e+08;-0.782116;-6.15399
1.08637e+08;-0.782858;-6.16202
1.08887e+08;-0.783058;-6.16718
1.09138e+08;-0.78639;-6.18983
1.0939e+08;-0.789015;-6.20972
1.09642e+08;-0.790899;-6.22368
1.09895e+08;-0.79167;-6.2318
1.10148e+08;-0.793388;-6.24586
1.10402e+08;-0.795298;-6.2599
1.10657e+08;-0.797036;-6.27403
1.10912e+08;-0.798601;-6.28824
1.11168e+08;-0.799014;-6.29343
1.11424e+08;-0.802308;-6.31658
1.11681e+08;-0.804085;-6.33083
1.11938e+08;-0.806056;-6.34504
1.12196e+08;-0.807853;-6.35935
1.12455e+08;-0.839889;-6.36863
1.12714e+08;-0.841889;-6.38292
1.12974e+08;-0.841158;-6.38534
1.13234e+08;-0.846369;-6.41788
1.13495e+08;-0.847207;-6.42623
1.13757e+08;-0.849062;-6.44071
1.14019e+08;-0.852133;-6.46129
1.14282e+08;-0.852802;-6.46975
1.14546e+08;-0.854876;-6.48425
1.1481e+08;-0.856583;-6.49891
1.15074e+08;-0.85849;-6.51354
1.1534e+08;-0.860406;-6.5282
1.15605e+08;-0.862523;-6.54283
1.15872e+08;-0.866557;-6.57002
1.16139e+08;-0.86727;-6.57861
1.16407e+08;-0.865882;-6.57471
1.16675e+08;-0.899485;-6.59367
1.16944e+08;-0.903563;-6.61777
1.17214e+08;-0.903448;-6.62335
1.17484e+08;-0.907561;-6.64755
1.17755e+08;-0.909191;-6.66263
1.18026e+08;-0.911217;-6.6776
1.18298e+08;-0.913447;-6.69253
1.18571e+08;-0.915495;-6.70756
1.18844e+08;-0.915597;-6.71314
1.19118e+08;-0.920934;-6.74405
1.19393e+08;-0.921706;-6.75285
1.19668e+08;-0.923603;-6.76807
1.19944e+08;-0.925707;-6.78326
1.20221e+08;-0.928954;-6.80493
1.20498e+08;-0.958997;-6.80525
1.20775e+08;-0.961523;-6.82038
1.21054e+08;-0.963274;-6.83581
1.21333e+08;-0.964271;-6.84465
1.21613e+08;-0.967796;-6.86643
1.21893e+08;-0.971643;-6.89168
1.22174e+08;-0.97404;-6.90705
1.22456e+08;-0.97645;-6.92246
1.22738e+08;-0.978473;-6.93804
1.23021e+08;-0.978614;-6.94378
1.23305e+08;-0.97926;-6.95288
1.23589e+08;-0.98501;-6.98482
1.23874e+08;-0.985166;-6.9906
1.24159e+08;-0.989158;-7.01628
1.24445e+08;-1.0208;-7.02308
1.24732e+08;-1.0231;-7.0388
1.2502e+08;-1.02398;-7.04794
1.25308e+08;-1.02734;-7.07047
1.25597e+08;-1.02863;-7.0795
1.25887e+08;-1.03202;-7.10212
1.26177e+08;-1.03659;-7.12803
1.26468e+08;-1.0353;-7.12724
1.26759e+08;-1.03768;-7.14316
1.27051e+08;-1.04155;-7.16582
1.27344e+08;-1.04207;-7.17527
1.27638e+08;-1.04843;-7.20808
1.27932e+08;-1.04821;-7.21417
1.28227e+08;-1.08066;-7.22454
1.28523e+08;-1.08292;-7.24075
1.28819e+08;-1.0865;-7.26385
1.29116e+08;-1.08879;-7.28013
1.29413e+08;-1.0915;-7.29629
1.29712e+08;-1.09381;-7.31264
1.30011e+08;-1.095;-7.32202
1.30311e+08;-1.09691;-7.33858
1.30611e+08;-1.10081;-7.36189
1.30912e+08;-1.10224;-7.37125
1.31214e+08;-1.10576;-7.39481
1.31516e+08;-1.10678;-7.40437
1.3182e+08;-1.1405;-7.42207
1.32123e+08;-1.14312;-7.43859
1.32428e+08;-1.14415;-7.4482
1.32733e+08;-1.14658;-7.46486
1.33039e+08;-1.15065;-7.48853
1.33346e+08;-1.1517;-7.4982
1.33653e+08;-1.15601;-7.52188
1.33961e+08;-1.15829;-7.53878
1.3427e+08;-1.15958;-7.54841
1.3458e+08;-1.16374;-7.57233
1.3489e+08;-1.16854;-7.59989
1.35201e+08;-1.20078;-7.61092
1.35513e+08;-1.20105;-7.61722
1.35825e+08;-1.20362;-7.63422
1.36138e+08;-1.20621;-7.65126
1.36452e+08;-1.20858;-7.66842
1.36767e+08;-1.21141;-7.68543
1.37082e+08;-1.21448;-7.70239
1.37398e+08;-1.2169;-7.71966
1.37715e+08;-1.22342;-7.75501
1.38032e+08;-1.24966;-7.73705
1.3835e+08;-1.2249;-7.77138
1.38669e+08;-1.26027;-7.79326
1.38989e+08;-1.28904;-7.79005
1.39309e+08;-1.26572;-7.828
1.3963e+08;-1.29404;-7.82496
1.39952e+08;-1.29723;-7.84219
1.40275e+08;-1.27401;-7.88038
1.40598e+08;-1.30232;-7.87731
1.40923e+08;-1.28141;-7.92283
1.41247e+08;-1.28379;-7.94063
1.41573e+08;-1.28663;-7.95828
1.41899e+08;-1.34627;-7.95224
1.42226e+08;-1.31686;-7.96508
1.42554e+08;-1.32436;-8.0054
1.42883e+08;-1.32261;-8.0005
1.43212e+08;-1.33108;-8.0406
1.43543e+08;-1.33401;-8.05845
1.43873e+08;-1.36272;-8.05918
1.44205e+08;-1.33992;-8.09425
1.44538e+08;-1.34244;-8.1124
1.44871e+08;-1.37252;-8.11254
1.45205e+08;-1.37552;-8.13052
1.45539e+08;-1.3829;-8.16768
1.45875e+08;-1.3811;-8.16681
1.46211e+08;-1.41599;-8.1859
1.46548e+08;-1.38719;-8.20303
1.46886e+08;-1.42167;-8.22241
1.47225e+08;-1.4243;-8.24082
1.47564e+08;-1.39647;-8.25763
1.47904e+08;-1.431;-8.27712
1.48245e+08;-1.40273;-8.29421
1.48587e+08;-1.46825;-8.3152
1.4893e+08;-1.47142;-8.33359
1.49273e+08;-1.47415;-8.35222
1.49617e+08;-1.47736;-8.37067
1.49962e+08;-1.44915;-8.38794
1.50308e+08;-1.48383;-8.40769
1.50654e+08;-1.45612;-8.42481
1.51001e+08;-1.45892;-8.44363
1.5135e+08;-1.49318;-8.46371
1.51698e+08;-1.49537;-8.47413
1.52048e+08;-1.49982;-8.50109
1.52399e+08;-1.50317;-8.51984
1.5275e+08;-1.50653;-8.53862
1.53102e+08;-1.50991;-8.55744
1.53455e+08;-1.54429;-8.57775
1.53809e+08;-1.51508;-8.58704
1.54163e+08;-1.52015;-8.61411
1.54519e+08;-1.55411;-8.63477
1.54875e+08;-1.55758;-8.65377
1.55232e+08;-1.56107;-8.67281
1.5559e+08;-1.56022;-8.67589
1.55949e+08;-1.56761;-8.71122
1.56308e+08;-1.56775;-8.71386
1.56668e+08;-1.57251;-8.74151
1.5703e+08;-1.57608;-8.76071
1.57392e+08;-1.58016;-8.77972
1.57754e+08;-1.61427;-8.80073
1.58118e+08;-1.61566;-8.81194
1.58483e+08;-1.61929;-8.83128
1.58848e+08;-1.62521;-8.85879
1.59214e+08;-1.62663;-8.87007
1.59581e+08;-1.6321;-8.89792
1.59949e+08;-1.63532;-8.91766
1.60318e+08;-1.64199;-8.94969
1.60687e+08;-1.67203;-8.94983
1.61058e+08;-1.6753;-8.96968
1.61429e+08;-1.67859;-8.98955
1.61801e+08;-1.68538;-9.0218
1.62174e+08;-1.68923;-9.04154
1.62548e+08;-1.68653;-9.03618
1.62923e+08;-1.69344;-9.06871
1.63298e+08;-1.69375;-9.07598
1.63675e+08;-1.73343;-9.11403
1.64052e+08;-1.73256;-9.11722
1.6443e+08;-1.7365;-9.13713
1.64809e+08;-1.7453;-9.17386
1.65189e+08;-1.75121;-9.20255
1.6557e+08;-1.75228;-9.21444
1.65952e+08;-1.7558;-9.23479
1.66334e+08;-1.75985;-9.25492
1.66718e+08;-1.79175;-9.2636
1.67102e+08;-1.79213;-9.27113
1.67487e+08;-1.79674;-9.29106
1.67873e+08;-1.80355;-9.32451
1.6826e+08;-1.80717;-9.34507
1.68648e+08;-1.81463;-9.37858
1.69037e+08;-1.81501;-9.38603
1.69427e+08;-1.85078;-9.40774
1.69817e+08;-1.85449;-9.42846
1.70209e+08;-1.85769;-9.44948
1.70601e+08;-1.86249;-9.46973
1.70995e+08;-1.86573;-9.49083
1.71389e+08;-1.87005;-9.51143
1.71784e+08;-1.87438;-9.53206
1.7218e+08;-1.90665;-9.54591
1.72577e+08;-1.91155;-9.56632
1.72975e+08;-1.91541;-9.58733
1.73373e+08;-1.92248;-9.61685
1.73773e+08;-1.92373;-9.62919
1.74174e+08;-1.93033;-9.6591
1.74575e+08;-1.93482;-9.68
1.74978e+08;-1.96771;-9.69373
1.75381e+08;-1.97224;-9.71469
1.75785e+08;-1.97518;-9.73655
1.76191e+08;-1.98029;-9.7573
1.76597e+08;-1.98488;-9.77838
1.77004e+08;-1.98896;-9.79978
1.77412e+08;-2.02137;-9.81394
1.77821e+08;-2.02963;-9.84871
1.78231e+08;-2.03069;-9.85632
1.78642e+08;-2.0385;-9.89152
1.79053e+08;-2.04323;-9.91283
1.79466e+08;-2.04323;-9.92107
1.7988e+08;-2.08334;-9.95751
1.80295e+08;-2.08474;-9.97021
1.8071e+08;-2.08956;-9.99166
1.81127e+08;-2.09386;-10.0134
1.81544e+08;-2.09872;-10.035
1.81963e+08;-2.10251;-10.0572
1.82382e+08;-2.10743;-10.0788
1.82803e+08;-2.14349;-10.1021
1.83224e+08;-2.16886;-10.0882
1.83647e+08;-2.14842;-10.1319
1.8407e+08;-2.15231;-10.1543
1.84494e+08;-2.15788;-10.1757
1.8492e+08;-2.16932;-10.2213
1.85346e+08;-2.22474;-10.204
1.85773e+08;-2.20254;-10.2439
1.86201e+08;-2.20766;-10.2658
1.86631e+08;-2.21684;-10.3021
1.87061e+08;-2.21685;-10.3104
1.87492e+08;-2.22555;-10.3472
1.87924e+08;-2.25783;-10.3565
1.88358e+08;-2.26252;-10.379
1.88792e+08;-2.29269;-10.3841
1.89227e+08;-2.29853;-10.4059
1.89663e+08;-2.30327;-10.4285
1.90101e+08;-2.30746;-10.4514
1.90539e+08;-2.34395;-10.4753
1.90978e+08;-2.31649;-10.497
1.91418e+08;-2.35359;-10.5207
1.9186e+08;-2.32674;-10.542
1.92302e+08;-2.36334;-10.5662
1.92745e+08;-2.36939;-10.5883
1.9319e+08;-2.37318;-10.6118
1.93635e+08;-2.37814;-10.6347
1.94081e+08;-2.41486;-10.659
1.94529e+08;-2.3887;-10.6803
1.94977e+08;-2.39373;-10.7033
1.95427e+08;-2.43054;-10.7277
1.95877e+08;-2.43563;-10.7508
1.96329e+08;-2.43741;-10.7643
1.96781e+08;-2.44311;-10.7871
1.97235e+08;-2.44987;-10.821
1.9769e+08;-2.48462;-10.8352
1.98145e+08;-2.48982;-10.8585
1.98602e+08;-2.49895;-10.897
1.9906e+08;-2.49515;-10.8904
1.99519e+08;-2.51011;-10.9434
1.99979e+08;-2.54378;-10.9585
2.0044e+08;-2.5422;-10.9624
2.00902e+08;-2.54755;-10.9858
2.01365e+08;-2.56048;-11.0287
2.01829e+08;-2.56764;-11.0632
2.02294e+08;-2.6014;-11.0784
2.02761e+08;-2.6027;-11.0864
2.03228e+08;-2.61297;-11.1254
2.03697e+08;-2.61311;-11.1342
2.04166e+08;-2.61866;-11.158
2.04637e+08;-2.65244;-11.1732
2.05109e+08;-2.66592;-11.2229
2.05582e+08;-2.66726;-11.2309
2.06055e+08;-2.67172;-11.2556
2.06531e+08;-2.6786;-11.2788
2.07007e+08;-2.71127;-11.2949
2.07484e+08;-2.72008;-11.3294
2.07962e+08;-2.72645;-11.3531
2.08442e+08;-2.73164;-11.3777
2.08922e+08;-2.73123;-11.3808
2.09404e+08;-2.76829;-11.4068
2.09886e+08;-2.7779;-11.4411
2.1037e+08;-2.78759;-11.4817
2.10855e+08;-2.78973;-11.4897
2.11341e+08;-2.83201;-11.5314
2.11829e+08;-2.83357;-11.546
2.12317e+08;-2.8345;-11.5549
2.12806e+08;-2.84503;-11.5954
2.13297e+08;-2.85233;-11.6191
2.13789e+08;-2.87867;-11.6142
2.14281e+08;-2.88477;-11.6388
2.14775e+08;-2.90142;-11.6951
2.15271e+08;-2.907;-11.7202
2.15767e+08;-2.90989;-11.7342
2.16264e+08;-2.94743;-11.7607
2.16763e+08;-2.95309;-11.7859
2.17262e+08;-2.95396;-11.7946
2.17763e+08;-2.96511;-11.836
2.18265e+08;-2.99791;-11.8461
2.18768e+08;-2.99901;-11.8614
2.19273e+08;-3.01561;-11.9127
2.19778e+08;-3.02207;-11.9377
2.20285e+08;-3.05081;-11.9373
2.20793e+08;-3.06016;-11.9738
2.21302e+08;-3.06257;-11.9883
2.21812e+08;-3.06974;-12.013
2.22323e+08;-3.07569;-12.0386
2.22836e+08;-3.11299;-12.0661
2.2335e+08;-3.12026;-12.091
2.23864e+08;-3.12273;-12.1056
2.2438e+08;-3.133;-12.142
2.24898e+08;-3.17045;-12.1697
2.25416e+08;-3.17721;-12.1951
2.25936e+08;-3.18275;-12.2214
2.26457e+08;-3.19021;-12.2465
2.26979e+08;-3.19277;-12.2613
2.27502e+08;-3.23679;-12.3051
2.28026e+08;-3.23791;-12.3143
2.28552e+08;-3.24485;-12.3399
2.29079e+08;-3.28467;-12.3731
2.29607e+08;-3.25692;-12.3927
2.30136e+08;-3.26331;-12.4189
2.30667e+08;-3.27038;-12.4447
2.31199e+08;-3.33097;-12.4455
2.31732e+08;-3.31817;-12.5035
2.32266e+08;-3.35674;-12.5312
2.32801e+08;-3.38527;-12.5306
2.33338e+08;-3.39249;-12.5566
2.33876e+08;-3.37654;-12.6107
2.34415e+08;-3.3845;-12.6362
2.34955e+08;-3.40628;-12.6193
2.35497e+08;-3.45178;-12.6635
2.3604e+08;-3.45786;-12.6907
2.36584e+08;-3.46398;-12.7178
2.3713e+08;-3.49483;-12.7228
2.37676e+08;-3.50629;-12.7606
2.38224e+08;-3.51249;-12.7879
2.38773e+08;-3.52068;-12.8137
2.39324e+08;-3.55835;-12.8429
2.39875e+08;-3.56727;-12.8683
2.40428e+08;-3.57015;-12.8836
2.40983e+08;-3.60857;-12.9124
2.41538e+08;-3.62688;-12.9676
2.42095e+08;-3.62982;-12.983
2.42653e+08;-3.63629;-13.0106
2.43212e+08;-3.67135;-13.0274
2.43773e+08;-3.67788;-13.055
2.44335e+08;-3.68707;-13.0807
2.44898e+08;-3.72086;-13.0985
2.45463e+08;-3.73307;-13.1371
2.46029e+08;-3.73477;-13.1536
2.46596e+08;-3.75206;-13.2036
2.47164e+08;-3.78227;-13.2092
2.47734e+08;-3.7834;-13.2183
2.48305e+08;-3.7978;-13.2635
2.48878e+08;-3.82973;-13.275
2.49451e+08;-3.83723;-13.3025
2.50027e+08;-3.85316;-13.3469
