"acfrequency";"r Z";"i Z"
6.50089e+07;1.37138;1.35789
6.51587e+07;1.37156;1.36102
6.53089e+07;1.37173;1.36415
6.54595e+07;1.37191;1.36729
6.56104e+07;1.37209;1.37044
6.57617e+07;1.37226;1.3736
6.59133e+07;1.37244;1.37676
6.60652e+07;1.37262;1.37993
6.62175e+07;1.3728;1.38311
6.63702e+07;1.37298;1.38629
6.65232e+07;1.37317;1.38948
6.66765e+07;1.37335;1.39268
6.68302e+07;1.37353;1.39589
6.69843e+07;1.37372;1.3991
6.71387e+07;1.3739;1.40233
6.72935e+07;1.37409;1.40555
6.74486e+07;1.37428;1.40879
6.76041e+07;1.37447;1.41203
6.77599e+07;1.37466;1.41529
6.79162e+07;1.37485;1.41854
6.80727e+07;1.37504;1.42181
6.82296e+07;1.37523;1.42508
6.83869e+07;1.37542;1.42836
6.85446e+07;1.37562;1.43165
6.87026e+07;1.37581;1.43495
6.8861e+07;1.37601;1.43825
6.90197e+07;1.3762;1.44156
6.91788e+07;1.3764;1.44488
6.93383e+07;1.3766;1.44821
6.94982e+07;1.3768;1.45154
6.96584e+07;1.377;1.45489
6.9819e+07;1.3772;1.45823
6.99799e+07;1.3774;1.46159
7.01412e+07;1.3776;1.46496
7.03029e+07;1.3778;1.46833
7.0465e+07;1.37801;1.47171
7.06274e+07;1.37821;1.4751
7.07903e+07;1.37842;1.47849
7.09534e+07;1.37863;1.4819
7.1117e+07;1.37884;1.48531
7.1281e+07;1.37905;1.48873
7.14453e+07;1.37926;1.49215
7.161e+07;1.37947;1.49559
7.17751e+07;1.37968;1.49903
7.19405e+07;1.37989;1.50248
7.21064e+07;1.38011;1.50594
7.22726e+07;1.38032;1.50941
7.24392e+07;1.38054;1.51288
7.26062e+07;1.38076;1.51637
7.27736e+07;1.38097;1.51986
7.29413e+07;1.38119;1.52336
7.31095e+07;1.38141;1.52686
7.3278e+07;1.38164;1.53038
7.3447e+07;1.38186;1.5339
7.36163e+07;1.38208;1.53743
7.3786e+07;1.38231;1.54097
7.39561e+07;1.38253;1.54452
7.41266e+07;1.38276;1.54807
7.42975e+07;1.38298;1.55163
7.44687e+07;1.38321;1.55521
7.46404e+07;1.38344;1.55879
7.48125e+07;1.38367;1.56237
7.49849e+07;1.3839;1.56597
7.51578e+07;1.38414;1.56957
7.53311e+07;1.38437;1.57319
7.55047e+07;1.38461;1.57681
7.56788e+07;1.38484;1.58044
7.58532e+07;1.38508;1.58407
7.60281e+07;1.38532;1.58772
7.62034e+07;1.38556;1.59138
7.6379e+07;1.3858;1.59504
7.65551e+07;1.38604;1.59871
7.67316e+07;1.38628;1.60239
7.69085e+07;1.38652;1.60608
7.70858e+07;1.38677;1.60977
7.72635e+07;1.38701;1.61348
7.74416e+07;1.38726;1.61719
7.76201e+07;1.38751;1.62091
7.77991e+07;1.38776;1.62464
7.79784e+07;1.38801;1.62838
7.81582e+07;1.38826;1.63213
7.83384e+07;1.38851;1.63589
7.8519e+07;1.38877;1.63965
7.87e+07;1.38902;1.64342
7.88814e+07;1.38928;1.64721
7.90632e+07;1.38954;1.651
7.92455e+07;1.3898;1.6548
7.94282e+07;1.39006;1.65861
7.96113e+07;1.39032;1.66242
7.97948e+07;1.39058;1.66625
7.99788e+07;1.39084;1.67008
8.01631e+07;1.39111;1.67393
8.03479e+07;1.39137;1.67778
8.05332e+07;1.39164;1.68164
8.07188e+07;1.39191;1.68551
8.09049e+07;1.39218;1.68939
8.10914e+07;1.39245;1.69327
8.12783e+07;1.39272;1.69717
8.14657e+07;1.39299;1.70108
8.16535e+07;1.39327;1.70499
8.18418e+07;1.39355;1.70891
8.20304e+07;1.39382;1.71285
8.22195e+07;1.3941;1.71679
8.24091e+07;1.39438;1.72074
8.2599e+07;1.39466;1.7247
8.27895e+07;1.39494;1.72867
8.29803e+07;1.39523;1.73264
8.31716e+07;1.39551;1.73663
8.33633e+07;1.3958;1.74063
8.35555e+07;1.39609;1.74463
8.37481e+07;1.39638;1.74864
8.39412e+07;1.39667;1.75267
8.41347e+07;1.39696;1.7567
8.43287e+07;1.39725;1.76074
8.45231e+07;1.39754;1.76479
8.47179e+07;1.39784;1.76885
8.49132e+07;1.39814;1.77292
8.5109e+07;1.39844;1.777
8.53052e+07;1.39873;1.78109
8.55018e+07;1.39904;1.78519
8.56989e+07;1.39934;1.7893
8.58965e+07;1.39964;1.79341
8.60945e+07;1.39995;1.79754
8.6293e+07;1.40025;1.80167
8.64919e+07;1.40056;1.80582
8.66913e+07;1.40087;1.80997
8.68911e+07;1.40118;1.81414
8.70915e+07;1.4015;1.81831
8.72922e+07;1.40181;1.82249
8.74935e+07;1.40212;1.82668
8.76952e+07;1.40244;1.83089
8.78973e+07;1.40276;1.8351
8.81e+07;1.40308;1.83932
8.8303e+07;1.4034;1.84355
8.85066e+07;1.40372;1.84779
8.87106e+07;1.40405;1.85204
8.89152e+07;1.40437;1.8563
8.91201e+07;1.4047;1.86057
8.93256e+07;1.40503;1.86485
8.95315e+07;1.40536;1.86914
8.97379e+07;1.40569;1.87344
8.99448e+07;1.40602;1.87775
9.01521e+07;1.40636;1.88207
9.03599e+07;1.40669;1.8864
9.05682e+07;1.40703;1.89074
9.0777e+07;1.40737;1.89509
9.09863e+07;1.40771;1.89945
9.1196e+07;1.40805;1.90381
9.14063e+07;1.4084;1.90819
9.1617e+07;1.40874;1.91258
9.18282e+07;1.40909;1.91698
9.20399e+07;1.40944;1.92139
9.22521e+07;1.40979;1.92581
9.24647e+07;1.41014;1.93024
9.26779e+07;1.4105;1.93468
9.28915e+07;1.41085;1.93913
9.31057e+07;1.41121;1.94359
9.33203e+07;1.41157;1.94806
9.35355e+07;1.41193;1.95254
9.37511e+07;1.41229;1.95703
9.39672e+07;1.41265;1.96153
9.41838e+07;1.41302;1.96604
9.4401e+07;1.41338;1.97056
9.46186e+07;1.41375;1.97509
9.48367e+07;1.41412;1.97963
9.50553e+07;1.4145;1.98418
9.52745e+07;1.41487;1.98875
9.54941e+07;1.41524;1.99332
9.57142e+07;1.41562;1.9979
9.59349e+07;1.416;2.0025
9.6156e+07;1.41638;2.0071
9.63777e+07;1.41676;2.01172
9.65999e+07;1.41715;2.01634
9.68226e+07;1.41753;2.02098
9.70458e+07;1.41792;2.02563
9.72695e+07;1.41831;2.03028
9.74937e+07;1.4187;2.03495
9.77185e+07;1.4191;2.03963
9.79438e+07;1.41949;2.04432
9.81695e+07;1.41989;2.04902
9.83959e+07;1.42029;2.05373
9.86227e+07;1.42069;2.05845
9.885e+07;1.42109;2.06319
9.90779e+07;1.42149;2.06793
9.93063e+07;1.4219;2.07268
9.95352e+07;1.42231;2.07745
9.97647e+07;1.42272;2.08223
9.99947e+07;1.42313;2.08701
1.00225e+08;1.42354;2.09181
1.00456e+08;1.42396;2.09662
1.00688e+08;1.42437;2.10144
1.0092e+08;1.42479;2.10627
1.01153e+08;1.42521;2.11111
1.01386e+08;1.42564;2.11596
1.0162e+08;1.42606;2.12083
1.01854e+08;1.42649;2.1257
1.02089e+08;1.42692;2.13059
1.02324e+08;1.42735;2.13549
1.0256e+08;1.42778;2.1404
1.02796e+08;1.42822;2.14532
1.03033e+08;1.42865;2.15025
1.03271e+08;1.42909;2.15519
1.03509e+08;1.42953;2.16014
1.03747e+08;1.42998;2.16511
1.03987e+08;1.43042;2.17008
1.04226e+08;1.43087;2.17507
1.04467e+08;1.43132;2.18007
1.04707e+08;1.43177;2.18508
1.04949e+08;1.43222;2.1901
1.05191e+08;1.43268;2.19514
1.05433e+08;1.43314;2.20018
1.05676e+08;1.4336;2.20524
1.0592e+08;1.43406;2.21031
1.06164e+08;1.43452;2.21539
1.06409e+08;1.43499;2.22048
1.06654e+08;1.43546;2.22558
1.069e+08;1.43593;2.2307
1.07146e+08;1.4364;2.23582
1.07393e+08;1.43687;2.24096
1.07641e+08;1.43735;2.24611
1.07889e+08;1.43783;2.25127
1.08138e+08;1.43831;2.25644
1.08387e+08;1.43879;2.26163
1.08637e+08;1.43928;2.26683
1.08887e+08;1.43977;2.27203
1.09138e+08;1.44026;2.27725
1.0939e+08;1.44075;2.28249
1.09642e+08;1.44124;2.28773
1.09895e+08;1.44174;2.29299
1.10148e+08;1.44224;2.29826
1.10402e+08;1.44274;2.30354
1.10657e+08;1.44325;2.30883
1.10912e+08;1.44375;2.31413
1.11168e+08;1.44426;2.31945
1.11424e+08;1.44477;2.32478
1.11681e+08;1.44528;2.33012
1.11938e+08;1.4458;2.33547
1.12196e+08;1.44632;2.34084
1.12455e+08;1.44684;2.34622
1.12714e+08;1.44736;2.35161
1.12974e+08;1.44789;2.35701
1.13234e+08;1.44841;2.36242
1.13495e+08;1.44894;2.36785
1.13757e+08;1.44948;2.37329
1.14019e+08;1.45001;2.37874
1.14282e+08;1.45055;2.3842
1.14546e+08;1.45109;2.38968
1.1481e+08;1.45163;2.39517
1.15074e+08;1.45218;2.40067
1.1534e+08;1.45272;2.40619
1.15605e+08;1.45327;2.41171
1.15872e+08;1.45382;2.41725
1.16139e+08;1.45438;2.4228
1.16407e+08;1.45494;2.42837
1.16675e+08;1.4555;2.43394
1.16944e+08;1.45606;2.43953
1.17214e+08;1.45663;2.44514
1.17484e+08;1.45719;2.45075
1.17755e+08;1.45776;2.45638
1.18026e+08;1.45834;2.46202
1.18298e+08;1.45891;2.46768
1.18571e+08;1.45949;2.47334
1.18844e+08;1.46007;2.47902
1.19118e+08;1.46065;2.48471
1.19393e+08;1.46124;2.49042
1.19668e+08;1.46183;2.49614
1.19944e+08;1.46242;2.50187
1.20221e+08;1.46302;2.50761
1.20498e+08;1.46361;2.51337
1.20775e+08;1.46421;2.51914
1.21054e+08;1.46482;2.52493
1.21333e+08;1.46542;2.53072
1.21613e+08;1.46603;2.53653
1.21893e+08;1.46664;2.54236
1.22174e+08;1.46726;2.5482
1.22456e+08;1.46787;2.55405
1.22738e+08;1.46849;2.55991
1.23021e+08;1.46911;2.56579
1.23305e+08;1.46974;2.57168
1.23589e+08;1.47037;2.57758
1.23874e+08;1.471;2.5835
1.24159e+08;1.47163;2.58943
1.24445e+08;1.47227;2.59537
1.24732e+08;1.47291;2.60133
1.2502e+08;1.47355;2.6073
1.25308e+08;1.4742;2.61328
1.25597e+08;1.47485;2.61928
1.25887e+08;1.4755;2.62529
1.26177e+08;1.47615;2.63132
1.26468e+08;1.47681;2.63736
1.26759e+08;1.47747;2.64341
1.27051e+08;1.47813;2.64948
1.27344e+08;1.4788;2.65556
1.27638e+08;1.47947;2.66165
1.27932e+08;1.48014;2.66776
1.28227e+08;1.48082;2.67388
1.28523e+08;1.4815;2.68002
1.28819e+08;1.48218;2.68617
1.29116e+08;1.48287;2.69234
1.29413e+08;1.48356;2.69851
1.29712e+08;1.48425;2.70471
1.30011e+08;1.48494;2.71091
1.30311e+08;1.48564;2.71713
1.30611e+08;1.48634;2.72337
1.30912e+08;1.48705;2.72961
1.31214e+08;1.48775;2.73588
1.31516e+08;1.48847;2.74215
1.3182e+08;1.48918;2.74845
1.32123e+08;1.4899;2.75475
1.32428e+08;1.49062;2.76107
1.32733e+08;1.49134;2.76741
1.33039e+08;1.49207;2.77375
1.33346e+08;1.4928;2.78012
1.33653e+08;1.49354;2.7865
1.33961e+08;1.49427;2.79289
1.3427e+08;1.49501;2.79929
1.3458e+08;1.49576;2.80571
1.3489e+08;1.49651;2.81215
1.35201e+08;1.49726;2.8186
1.35513e+08;1.49801;2.82507
1.35825e+08;1.49877;2.83155
1.36138e+08;1.49953;2.83804
1.36452e+08;1.5003;2.84455
1.36767e+08;1.50107;2.85107
1.37082e+08;1.50184;2.85761
1.37398e+08;1.50262;2.86416
1.37715e+08;1.50339;2.87073
1.38032e+08;1.50418;2.87732
1.3835e+08;1.50496;2.88391
1.38669e+08;1.50575;2.89053
1.38989e+08;1.50655;2.89716
1.39309e+08;1.50735;2.9038
1.3963e+08;1.50815;2.91046
1.39952e+08;1.50895;2.91713
1.40275e+08;1.50976;2.92382
1.40598e+08;1.51057;2.93052
1.40923e+08;1.51139;2.93724
1.41247e+08;1.51221;2.94398
1.41573e+08;1.51303;2.95072
1.41899e+08;1.51386;2.95749
1.42226e+08;1.51469;2.96427
1.42554e+08;1.51553;2.97106
1.42883e+08;1.51636;2.97788
1.43212e+08;1.51721;2.9847
1.43543e+08;1.51805;2.99154
1.43873e+08;1.5189;2.9984
1.44205e+08;1.51976;3.00527
1.44538e+08;1.52062;3.01216
1.44871e+08;1.52148;3.01907
1.45205e+08;1.52235;3.02598
1.45539e+08;1.52322;3.03292
1.45875e+08;1.52409;3.03987
1.46211e+08;1.52497;3.04684
1.46548e+08;1.52585;3.05382
1.46886e+08;1.52674;3.06082
1.47225e+08;1.52763;3.06783
1.47564e+08;1.52852;3.07486
1.47904e+08;1.52942;3.08191
1.48245e+08;1.53032;3.08897
1.48587e+08;1.53123;3.09605
1.4893e+08;1.53214;3.10314
1.49273e+08;1.53306;3.11025
1.49617e+08;1.53398;3.11738
1.49962e+08;1.5349;3.12452
1.50308e+08;1.53583;3.13168
1.50654e+08;1.53676;3.13885
1.51001e+08;1.5377;3.14604
1.5135e+08;1.53864;3.15325
1.51698e+08;1.53958;3.16047
1.52048e+08;1.54053;3.16771
1.52399e+08;1.54148;3.17497
1.5275e+08;1.54244;3.18224
1.53102e+08;1.54341;3.18953
1.53455e+08;1.54437;3.19683
1.53809e+08;1.54534;3.20416
1.54163e+08;1.54632;3.21149
1.54519e+08;1.5473;3.21885
1.54875e+08;1.54829;3.22622
1.55232e+08;1.54927;3.23361
1.5559e+08;1.55027;3.24101
1.55949e+08;1.55127;3.24844
1.56308e+08;1.55227;3.25587
1.56668e+08;1.55328;3.26333
1.5703e+08;1.55429;3.2708
1.57392e+08;1.55531;3.27829
1.57754e+08;1.55633;3.2858
1.58118e+08;1.55736;3.29332
1.58483e+08;1.55839;3.30086
1.58848e+08;1.55942;3.30841
1.59214e+08;1.56046;3.31599
1.59581e+08;1.56151;3.32358
1.59949e+08;1.56256;3.33119
1.60318e+08;1.56361;3.33881
1.60687e+08;1.56467;3.34646
1.61058e+08;1.56574;3.35411
1.61429e+08;1.56681;3.36179
1.61801e+08;1.56788;3.36949
1.62174e+08;1.56896;3.3772
1.62548e+08;1.57005;3.38493
1.62923e+08;1.57114;3.39267
1.63298e+08;1.57223;3.40044
1.63675e+08;1.57333;3.40822
1.64052e+08;1.57443;3.41602
1.6443e+08;1.57554;3.42383
1.64809e+08;1.57666;3.43167
1.65189e+08;1.57778;3.43952
1.6557e+08;1.5789;3.44739
1.65952e+08;1.58003;3.45528
1.66334e+08;1.58117;3.46318
1.66718e+08;1.58231;3.4711
1.67102e+08;1.58345;3.47904
1.67487e+08;1.58461;3.487
1.67873e+08;1.58576;3.49498
1.6826e+08;1.58692;3.50297
1.68648e+08;1.58809;3.51098
1.69037e+08;1.58926;3.51902
1.69427e+08;1.59044;3.52706
1.69817e+08;1.59162;3.53513
1.70209e+08;1.59281;3.54321
1.70601e+08;1.59401;3.55132
1.70995e+08;1.59521;3.55944
1.71389e+08;1.59641;3.56758
1.71784e+08;1.59762;3.57574
1.7218e+08;1.59884;3.58391
1.72577e+08;1.60006;3.59211
1.72975e+08;1.60129;3.60032
1.73373e+08;1.60252;3.60855
1.73773e+08;1.60376;3.6168
1.74174e+08;1.605;3.62507
1.74575e+08;1.60625;3.63335
1.74978e+08;1.60751;3.64166
1.75381e+08;1.60877;3.64998
1.75785e+08;1.61004;3.65833
1.76191e+08;1.61131;3.66669
1.76597e+08;1.61259;3.67507
1.77004e+08;1.61387;3.68347
1.77412e+08;1.61516;3.69189
1.77821e+08;1.61646;3.70032
1.78231e+08;1.61776;3.70878
1.78642e+08;1.61907;3.71725
1.79053e+08;1.62039;3.72575
1.79466e+08;1.62171;3.73426
1.7988e+08;1.62303;3.74279
1.80295e+08;1.62437;3.75134
1.8071e+08;1.6257;3.75992
1.81127e+08;1.62705;3.7685
1.81544e+08;1.6284;3.77711
1.81963e+08;1.62976;3.78574
1.82382e+08;1.63112;3.79439
1.82803e+08;1.63249;3.80306
1.83224e+08;1.63387;3.81174
1.83647e+08;1.63525;3.82045
1.8407e+08;1.63664;3.82917
1.84494e+08;1.63803;3.83792
1.8492e+08;1.63943;3.84668
1.85346e+08;1.64084;3.85547
1.85773e+08;1.64226;3.86427
1.86201e+08;1.64368;3.87309
1.86631e+08;1.64511;3.88194
1.87061e+08;1.64654;3.8908
1.87492e+08;1.64798;3.89968
1.87924e+08;1.64943;3.90859
1.88358e+08;1.65088;3.91751
1.88792e+08;1.65234;3.92645
1.89227e+08;1.65381;3.93541
1.89663e+08;1.65528;3.9444
1.90101e+08;1.65676;3.9534
1.90539e+08;1.65825;3.96242
1.90978e+08;1.65974;3.97147
1.91418e+08;1.66125;3.98053
1.9186e+08;1.66275;3.98961
1.92302e+08;1.66427;3.99872
1.92745e+08;1.66579;4.00784
1.9319e+08;1.66732;4.01698
1.93635e+08;1.66886;4.02615
1.94081e+08;1.6704;4.03533
1.94529e+08;1.67195;4.04454
1.94977e+08;1.6735;4.05377
1.95427e+08;1.67507;4.06301
1.95877e+08;1.67664;4.07228
1.96329e+08;1.67822;4.08157
1.96781e+08;1.6798;4.09088
1.97235e+08;1.6814;4.10021
1.9769e+08;1.683;4.10956
1.98145e+08;1.68461;4.11893
1.98602e+08;1.68622;4.12832
1.9906e+08;1.68784;4.13774
1.99519e+08;1.68947;4.14717
1.99979e+08;1.69111;4.15663
2.0044e+08;1.69276;4.1661
2.00902e+08;1.69441;4.1756
2.01365e+08;1.69607;4.18512
2.01829e+08;1.69774;4.19466
2.02294e+08;1.69941;4.20422
2.02761e+08;1.70109;4.2138
2.03228e+08;1.70278;4.22341
2.03697e+08;1.70448;4.23303
2.04166e+08;1.70619;4.24268
2.04637e+08;1.7079;4.25235
2.05109e+08;1.70962;4.26204
2.05582e+08;1.71135;4.27175
2.06055e+08;1.71309;4.28148
2.06531e+08;1.71484;4.29124
2.07007e+08;1.71659;4.30101
2.07484e+08;1.71835;4.31081
2.07962e+08;1.72012;4.32063
2.08442e+08;1.7219;4.33047
2.08922e+08;1.72369;4.34034
2.09404e+08;1.72548;4.35022
2.09886e+08;1.72728;4.36013
2.1037e+08;1.72909;4.37006
2.10855e+08;1.73091;4.38001
2.11341e+08;1.73274;4.38998
2.11829e+08;1.73457;4.39998
2.12317e+08;1.73642;4.40999
2.12806e+08;1.73827;4.42003
2.13297e+08;1.74013;4.4301
2.13789e+08;1.742;4.44018
2.14281e+08;1.74388;4.45029
2.14775e+08;1.74577;4.46042
2.15271e+08;1.74766;4.47057
2.15767e+08;1.74956;4.48074
2.16264e+08;1.75148;4.49094
2.16763e+08;1.7534;4.50116
2.17262e+08;1.75533;4.5114
2.17763e+08;1.75727;4.52167
2.18265e+08;1.75921;4.53195
2.18768e+08;1.76117;4.54226
2.19273e+08;1.76314;4.5526
2.19778e+08;1.76511;4.56295
2.20285e+08;1.7671;4.57333
2.20793e+08;1.76909;4.58373
2.21302e+08;1.77109;4.59416
2.21812e+08;1.7731;4.60461
2.22323e+08;1.77512;4.61508
2.22836e+08;1.77715;4.62557
2.2335e+08;1.77919;4.63609
2.23864e+08;1.78124;4.64663
2.2438e+08;1.7833;4.65719
2.24898e+08;1.78536;4.66778
2.25416e+08;1.78744;4.67839
2.25936e+08;1.78952;4.68902
2.26457e+08;1.79162;4.69968
2.26979e+08;1.79372;4.71036
2.27502e+08;1.79584;4.72107
2.28026e+08;1.79796;4.73179
2.28552e+08;1.8001;4.74255
2.29079e+08;1.80224;4.75332
2.29607e+08;1.8044;4.76412
2.30136e+08;1.80656;4.77494
2.30667e+08;1.80873;4.78579
2.31199e+08;1.81091;4.79666
2.31732e+08;1.81311;4.80756
2.32266e+08;1.81531;4.81847
2.32801e+08;1.81752;4.82942
2.33338e+08;1.81975;4.84038
2.33876e+08;1.82198;4.85138
2.34415e+08;1.82423;4.86239
2.34955e+08;1.82648;4.87343
2.35497e+08;1.82874;4.88449
2.3604e+08;1.83102;4.89558
2.36584e+08;1.8333;4.90669
2.3713e+08;1.8356;4.91783
2.37676e+08;1.8379;4.92899
2.38224e+08;1.84022;4.94018
2.38773e+08;1.84255;4.95139
2.39324e+08;1.84489;4.96262
2.39875e+08;1.84723;4.97388
2.40428e+08;1.84959;4.98517
2.40983e+08;1.85196;4.99648
2.41538e+08;1.85434;5.00781
2.42095e+08;1.85674;5.01917
2.42653e+08;1.85914;5.03055
2.43212e+08;1.86155;5.04196
2.43773e+08;1.86398;5.05339
2.44335e+08;1.86641;5.06485
2.44898e+08;1.86886;5.07634
2.45463e+08;1.87132;5.08784
2.46029e+08;1.87379;5.09938
2.46596e+08;1.87627;5.11094
2.47164e+08;1.87876;5.12252
2.47734e+08;1.88126;5.13413
2.48305e+08;1.88377;5.14577
2.48878e+08;1.8863;5.15743
2.49451e+08;1.88884;5.16912
2.50027e+08;1.89139;5.18083
2.50603e+08;1.89395;5.19256
2.51181e+08;1.89652;5.20433
2.5176e+08;1.8991;5.21612
2.5234e+08;1.9017;5.22793
2.52922e+08;1.90431;5.23977
2.53505e+08;1.90693;5.25164
2.54089e+08;1.90956;5.26353
2.54675e+08;1.9122;5.27545
2.55262e+08;1.91486;5.28739
2.55851e+08;1.91753;5.29936
2.5644e+08;1.92021;5.31136
2.57032e+08;1.9229;5.32338
2.57624e+08;1.9256;5.33543
2.58218e+08;1.92832;5.3475
2.58813e+08;1.93105;5.3596
2.5941e+08;1.93379;5.37173
2.60008e+08;1.93655;5.38388
2.60607e+08;1.93931;5.39606
2.61208e+08;1.94209;5.40827
2.6181e+08;1.94488;5.4205
2.62414e+08;1.94769;5.43276
2.63019e+08;1.95051;5.44505
2.63625e+08;1.95334;5.45736
2.64233e+08;1.95618;5.4697
2.64842e+08;1.95903;5.48207
2.65452e+08;1.9619;5.49446
2.66064e+08;1.96479;5.50688
2.66678e+08;1.96768;5.51933
2.67293e+08;1.97059;5.5318
2.67909e+08;1.97351;5.5443
2.68526e+08;1.97645;5.55683
2.69145e+08;1.9794;5.56939
2.69766e+08;1.98236;5.58197
2.70388e+08;1.98533;5.59458
2.71011e+08;1.98832;5.60722
2.71636e+08;1.99132;5.61988
2.72262e+08;1.99434;5.63257
2.7289e+08;1.99737;5.64529
2.73519e+08;2.00042;5.65804
2.74149e+08;2.00347;5.67081
2.74781e+08;2.00654;5.68362
2.75415e+08;2.00963;5.69645
2.7605e+08;2.01273;5.7093
2.76686e+08;2.01584;5.72219
2.77324e+08;2.01897;5.7351
2.77963e+08;2.02211;5.74804
2.78604e+08;2.02527;5.76101
2.79246e+08;2.02844;5.77401
2.7989e+08;2.03163;5.78703
2.80535e+08;2.03483;5.80008
2.81182e+08;2.03804;5.81316
2.8183e+08;2.04127;5.82627
2.8248e+08;2.04451;5.83941
2.83131e+08;2.04777;5.85258
2.83784e+08;2.05104;5.86577
2.84438e+08;2.05433;5.87899
2.85094e+08;2.05764;5.89224
2.85751e+08;2.06095;5.90552
2.8641e+08;2.06429;5.91883
2.8707e+08;2.06763;5.93216
2.87732e+08;2.071;5.94553
2.88395e+08;2.07438;5.95892
2.8906e+08;2.07777;5.97234
2.89726e+08;2.08118;5.9858
2.90394e+08;2.08461;5.99927
2.91063e+08;2.08805;6.01278
2.91734e+08;2.0915;6.02632
2.92407e+08;2.09497;6.03989
2.93081e+08;2.09846;6.05348
2.93757e+08;2.10197;6.06711
2.94434e+08;2.10549;6.08076
2.95113e+08;2.10902;6.09444
2.95793e+08;2.11257;6.10816
2.96475e+08;2.11614;6.1219
2.97158e+08;2.11972;6.13567
2.97843e+08;2.12333;6.14947
2.9853e+08;2.12694;6.1633
